,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
8298,21,18,5,1,0,0,0,0,0,0.0,5,3,0.0,0,0,0.0,0.0,0
8299,171,486,44,102,28,1,8,51,3,0.0,32,146,1.0,4,3,3.0,11.0,0
8300,91,160,13,21,6,1,0,8,0,1.0,16,71,0.0,0,14,0.0,0.0,1
8301,116,166,10,16,1,0,1,8,0,0.0,11,84,0.0,2,29,1.0,0.0,1
8302,1,2,0,0,0,0,0,0,0,0.0,1,1,0.0,0,0,0.0,0.0,0
8303,50,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
8304,79,44,1,4,0,0,0,2,0,0.0,0,11,0.0,0,3,0.0,1.0,1
8305,33,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8306,149,477,63,138,8,3,0,49,18,10.0,19,15,0.0,3,26,0.0,0.0,1
8307,231,14,0,0,0,0,0,0,0,0.0,0,8,0.0,0,2,0.0,0.0,1
8308,1069,3421,404,956,181,27,57,501,10,12.0,299,260,1.0,27,42,1.0,117.0,1
8309,9,13,3,2,1,0,0,1,0,0.0,0,1,0.0,0,0,0.0,0.0,0
8310,27,3,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
8311,26,16,2,5,0,0,0,2,0,0.0,1,4,0.0,0,1,0.0,0.0,0
8312,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8313,34,41,8,9,3,0,0,6,0,1.0,14,6,0.0,0,0,1.0,2.0,1
8314,45,106,12,24,3,0,4,17,0,0.0,2,27,0.0,1,0,0.0,1.0,0
8315,9,25,0,4,0,0,0,2,0,0.0,0,0,0.0,0,0,0.0,1.0,1
8316,41,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8317,1410,4106,498,1042,227,17,146,618,34,33.0,391,864,32.0,41,11,41.0,98.0,1
8318,38,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8319,29,63,3,10,1,0,3,8,1,0.0,9,24,3.0,0,1,1.0,2.0,1
8320,612,1767,171,388,72,3,51,193,2,5.0,130,480,15.0,44,22,6.0,43.0,1
8321,102,310,24,70,10,3,5,31,1,3.0,19,47,3.0,6,2,1.0,7.0,0
8322,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,0,0.0,0.0,1
8323,35,79,7,18,2,0,0,3,0,0.0,9,11,0.0,0,1,0.0,1.0,1
8324,268,572,69,123,15,5,8,46,3,5.0,38,90,1.0,2,9,4.0,12.0,1
8325,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8326,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8327,7,25,2,6,1,0,0,4,1,0.0,1,2,0.0,0,1,0.0,0.0,0
8328,48,31,3,7,2,0,0,2,0,0.0,0,9,0.0,0,0,0.0,0.0,1
8329,54,149,15,40,3,0,0,14,1,0.5,7,10,0.0,0,2,0.0,1.0,1
8330,2,3,1,0,0,0,0,0,0,0.0,1,0,0.0,0,0,0.0,0.0,0
8331,4,15,1,4,0,0,0,1,0,0.0,1,3,0.0,0,0,0.0,1.0,0
8332,383,1300,156,368,65,5,8,119,4,2.0,100,117,0.0,3,33,0.0,17.0,1
8333,35,53,4,8,1,0,1,2,0,0.0,4,10,0.0,0,1,0.0,1.0,1
8334,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8335,53,2,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8336,64,126,19,27,4,1,0,5,12,5.0,11,18,0.0,3,2,1.0,2.0,0
8337,67,208,25,45,5,2,0,19,0,1.0,29,19,2.0,0,3,2.0,7.0,0
8338,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8339,86,241,19,62,9,2,1,26,2,1.0,39,27,0.0,0,1,0.0,11.0,0
8340,321,628,51,126,21,4,7,53,2,2.0,33,139,0.0,1,31,3.0,11.0,1
8341,51,162,9,33,7,3,0,11,1,0.5,6,18,0.0,0,11,0.0,0.0,1
8342,32,19,1,4,0,0,0,0,0,0.0,1,6,0.0,0,4,0.0,0.0,1
8343,357,688,58,129,11,0,9,61,0,1.0,24,149,0.0,0,40,0.0,8.0,1
8344,14,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
8345,135,60,4,7,1,0,0,4,0,0.0,12,31,0.0,0,5,0.0,2.0,0
8346,1441,5428,647,1486,239,21,133,728,14,14.0,337,434,26.0,17,31,55.0,165.0,0
8347,139,166,16,29,7,0,1,16,0,0.0,22,34,0.0,0,7,0.0,0.0,1
8348,81,10,0,1,0,0,0,0,0,0.0,1,3,0.0,0,1,0.0,0.0,0
8349,337,1002,85,241,37,7,5,98,2,2.0,101,118,0.0,6,8,0.0,40.0,0
8350,1460,4505,386,1194,197,16,53,543,8,4.0,418,264,0.0,5,97,0.0,111.0,1
8351,308,1139,137,305,50,7,51,141,1,1.0,77,296,2.0,12,0,9.0,29.0,0
8352,30,12,1,2,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
8353,253,14,0,3,0,0,0,0,0,0.0,0,6,0.0,0,0,0.0,1.0,1
8354,450,1241,122,304,44,8,22,125,5,8.0,59,187,5.0,2,9,7.0,24.0,1
8355,45,59,5,9,0,0,0,5,0,0.0,9,18,0.0,0,1,0.0,1.0,1
8356,85,75,7,15,0,1,0,3,0,0.0,4,8,0.0,0,2,0.0,2.0,1
8357,11,38,2,8,0,0,0,1,0,0.0,2,13,0.0,0,1,0.0,1.0,0
8358,319,972,155,235,35,6,16,83,64,26.0,147,238,3.0,6,16,12.0,11.0,1
8359,477,1145,96,250,25,3,3,112,5,3.0,118,102,0.0,3,35,0.0,3.0,1
8360,269,739,72,195,23,4,8,64,3,6.0,55,103,11.0,4,10,8.0,22.0,1
8361,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8362,57,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8363,2,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
8364,25,37,3,7,1,0,1,8,0,0.0,3,9,0.0,0,0,0.0,2.0,1
8365,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8366,25,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
8367,5,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8368,6,6,0,2,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,0.0,0
8369,18,52,3,9,3,0,1,3,0,0.0,0,12,0.0,1,0,0.0,3.0,1
8370,744,2102,327,614,92,43,28,226,49,29.0,162,179,0.0,17,60,0.0,0.0,1
8371,1555,5248,664,1349,189,43,56,458,168,78.0,471,616,33.0,9,61,43.0,104.0,0
8372,45,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
8373,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8374,498,1337,151,340,59,11,20,151,18,14.0,65,239,3.0,9,39,9.0,31.0,1
8375,157,10,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,1.0,1
8376,969,2707,360,707,97,10,89,330,27,10.0,256,352,13.0,26,18,20.0,79.0,1
8377,289,713,97,164,35,2,31,97,3,6.0,97,182,1.0,9,2,1.0,18.0,1
8378,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8379,315,5,0,1,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
8380,2401,8102,1677,2415,344,72,536,1509,153,38.0,1733,1710,126.0,13,14,47.0,113.0,0
8381,96,9,0,0,0,0,0,0,0,0.0,1,4,0.0,0,1,0.0,0.0,1
8382,242,384,25,76,12,0,4,43,1,0.0,40,77,6.0,2,0,6.0,7.0,1
8383,2008,7654,1287,2524,491,160,110,1183,114,61.5,506,345,0.0,70,186,0.0,11.0,1
8384,96,127,14,19,6,1,3,13,1,0.0,10,26,1.0,1,2,2.0,3.0,1
8385,13,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8386,12,2,0,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
8387,1008,2982,248,733,111,20,21,278,10,19.0,243,505,28.0,50,42,19.0,82.0,1
8388,268,12,0,1,0,0,0,0,0,0.0,0,6,0.0,0,2,0.0,0.0,1
8389,53,4,0,2,1,0,0,2,0,0.0,0,1,0.0,0,0,0.0,0.0,1
8390,90,263,17,59,7,0,1,21,0,1.0,13,75,1.0,3,5,3.0,6.0,1
8391,459,1193,199,289,55,13,38,172,8,9.0,168,213,0.0,4,17,0.0,28.0,0
8392,4,6,0,1,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,0.0,0
8393,15,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8394,44,41,6,10,0,1,0,7,0,0.0,7,7,0.0,1,0,0.0,0.0,0
8395,49,28,0,6,2,0,0,1,0,0.0,1,12,0.0,0,0,0.0,1.0,1
8396,7,11,1,1,0,0,0,0,0,0.0,1,4,0.0,0,1,0.0,0.0,1
8397,1888,7123,903,1878,284,130,13,623,160,95.5,578,443,0.0,23,194,0.0,21.0,1
8398,551,668,60,128,21,3,1,65,2,1.0,22,111,0.0,6,34,0.0,0.0,1
8399,299,533,56,141,18,1,5,70,0,1.0,36,32,0.0,0,11,0.0,1.0,0
8400,185,405,21,58,7,1,1,26,0,1.0,27,110,0.0,1,36,0.0,7.0,0
8401,197,129,6,17,5,0,1,8,0,0.0,9,44,0.0,2,20,0.0,0.0,1
8402,5,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8403,36,37,1,3,0,0,1,1,0,0.0,0,11,0.0,0,4,0.0,0.0,1
8404,277,1001,107,254,48,16,21,93,30,17.0,67,201,4.0,4,2,11.0,15.0,1
8405,103,9,0,1,1,0,0,0,0,0.0,0,5,0.0,0,0,0.0,0.0,1
8406,565,1399,197,316,61,7,44,144,63,24.0,83,456,5.0,22,16,11.0,20.0,1
8407,475,1221,73,202,29,2,4,75,2,5.0,38,269,0.0,2,71,7.0,20.0,1
8408,44,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8409,1572,5506,602,1448,272,37,36,624,35,19.5,470,537,0.0,14,151,0.0,120.0,1
8410,1463,5101,826,1325,195,42,275,851,21,9.0,652,733,42.0,38,12,43.0,75.0,1
8411,18,28,3,5,1,0,1,2,0,0.0,3,3,0.0,0,0,0.0,0.0,0
8412,16,6,0,2,0,0,0,0,0,0.0,1,3,0.0,0,0,0.0,0.0,1
8413,15,36,2,6,4,0,1,1,0,1.0,2,7,0.0,0,0,0.0,2.0,0
8414,42,52,2,6,2,0,0,2,0,0.0,2,15,0.0,0,0,0.0,0.0,1
8415,5,6,1,1,1,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
8416,5,8,2,1,0,0,0,0,0,0.0,3,0,0.0,0,2,0.0,0.0,0
8417,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8418,35,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8419,2001,7758,1043,2237,474,20,179,969,64,31.0,834,1148,78.0,48,4,67.0,198.0,1
8420,98,57,2,10,1,0,0,3,0,0.0,2,26,0.0,0,1,0.0,1.0,0
8421,521,31,3,6,1,0,1,1,0,0.0,0,11,0.0,0,3,0.0,1.0,1
8422,96,222,19,49,3,3,0,15,1,0.5,18,29,0.0,0,4,0.0,7.0,1
8423,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8424,30,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8425,164,30,3,7,1,0,0,3,1,0.0,2,12,0.0,0,4,0.0,0.0,1
8426,33,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8427,40,44,9,12,1,1,2,3,0,0.0,4,11,0.0,0,2,0.0,0.0,1
8428,68,111,9,26,2,0,1,10,0,0.0,0,32,0.0,0,15,0.0,2.0,1
8429,76,115,9,27,3,0,1,10,1,1.0,7,14,2.0,2,2,2.0,2.0,1
8430,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8431,448,663,66,130,35,2,5,57,1,0.0,13,167,0.0,2,42,1.0,7.0,1
8432,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8433,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
8434,99,143,24,26,5,1,0,11,7,4.0,16,24,0.0,3,5,0.0,2.0,1
8435,17,39,4,7,1,0,0,2,0,1.0,3,4,0.0,0,4,0.0,0.0,0
8436,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8437,184,359,16,67,7,0,0,23,1,1.0,6,60,0.0,1,15,0.0,0.0,1
8438,39,25,2,3,1,1,0,1,0,0.0,0,7,0.0,0,1,0.0,0.0,1
8439,54,163,8,34,5,0,1,16,0,0.0,6,40,0.0,1,0,4.0,5.0,1
8440,118,236,17,27,1,0,0,9,0,0.0,23,53,0.0,0,14,0.0,7.0,0
8441,158,314,51,62,10,1,5,37,10,1.0,23,108,0.0,0,3,3.0,13.0,1
8442,724,1906,262,463,99,12,66,261,56,11.0,168,372,25.0,8,18,26.0,40.0,1
8443,42,89,12,20,6,1,1,5,1,3.0,15,19,0.0,0,0,0.0,0.0,1
8444,262,820,86,220,27,14,4,95,16,16.0,57,54,0.0,4,24,0.0,0.0,1
8445,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8446,7,8,1,1,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
8447,73,49,4,9,0,0,0,1,0,0.0,3,14,0.0,0,2,0.0,2.0,0
8448,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8449,490,1049,123,258,41,4,16,114,13,15.0,133,239,9.0,10,8,11.0,18.0,1
8450,101,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8451,219,658,72,170,21,6,0,61,2,1.0,28,28,0.0,2,15,0.0,0.0,1
8452,465,1236,148,296,43,8,10,96,13,14.0,125,171,1.0,2,14,1.0,27.0,0
8453,61,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8454,410,852,111,206,24,7,29,106,5,4.0,101,139,3.0,1,1,8.0,15.0,1
8455,8,9,0,2,1,0,0,3,0,0.0,1,4,0.0,0,0,0.0,1.0,0
8456,261,768,93,168,39,4,5,60,16,5.0,98,190,0.0,5,6,5.0,27.0,1
8457,1035,3593,433,971,173,8,148,530,26,33.0,247,810,33.0,37,3,28.0,79.0,1
8458,725,179,11,35,1,0,1,16,0,0.0,17,33,0.0,1,18,2.0,2.0,1
8459,329,1267,140,311,41,16,15,105,15,7.5,89,100,0.0,3,25,0.0,16.0,1
8460,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8461,396,101,6,16,1,0,1,5,0,0.0,2,48,0.0,0,8,0.0,1.0,1
8462,93,252,23,62,7,4,5,34,0,2.0,7,49,0.0,1,3,3.0,3.0,1
8463,1246,4233,583,1160,163,39,130,604,14,11.0,458,219,1.0,13,29,2.0,109.0,1
8464,1232,4242,664,1172,220,48,132,485,173,65.0,390,879,43.0,24,5,27.0,63.0,1
8465,218,564,39,130,32,4,6,51,1,0.0,37,147,0.0,6,1,3.0,9.0,1
8466,11,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8467,308,854,86,186,45,6,21,99,1,6.0,67,180,1.0,4,8,7.0,17.0,1
8468,71,155,12,28,8,1,2,13,1,0.0,11,47,0.0,3,1,0.0,2.0,1
8469,32,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8470,1049,2743,245,618,128,10,58,321,5,10.0,230,419,5.0,8,56,35.0,59.0,0
8471,69,206,13,44,6,2,2,18,0,1.0,13,27,0.0,0,7,0.0,5.0,0
8472,154,358,35,94,12,11,3,35,2,7.0,37,56,8.0,0,2,2.0,4.0,0
8473,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8474,1021,3419,425,877,137,28,64,333,34,29.0,188,355,8.0,32,55,23.0,96.0,1
8475,1003,2906,350,713,134,7,108,424,10,16.0,404,528,25.0,11,7,28.0,72.0,1
8476,465,1485,145,383,63,6,25,161,10,10.0,74,209,11.0,5,9,13.0,45.0,0
8477,158,429,58,111,22,2,18,58,1,2.0,46,102,6.0,2,0,5.0,11.0,0
8478,16,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
8479,135,15,0,2,1,0,0,2,0,0.0,0,5,0.0,0,2,0.0,0.0,1
8480,211,224,13,44,8,0,1,23,0,0.0,2,71,0.0,3,17,2.0,3.0,1
8481,86,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8482,35,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,1
8483,695,520,25,74,12,0,0,33,1,0.0,15,168,0.0,2,65,2.0,8.0,1
8484,1919,5795,795,1599,238,72,91,580,183,94.0,567,893,47.0,28,53,37.0,84.0,1
8485,15,22,4,9,0,0,2,6,0,0.0,1,8,0.0,0,0,0.0,0.0,0
8486,570,9,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
8487,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8488,2055,7213,1219,2247,514,15,309,1261,49,30.0,1283,1202,113.0,89,10,77.0,190.0,0
8489,17,9,0,0,0,0,0,0,0,0.0,0,6,0.0,0,1,0.0,0.0,1
8490,239,641,77,137,26,7,3,39,18,9.0,53,143,0.0,14,20,3.0,15.0,0
8491,99,282,28,58,15,1,9,29,2,2.0,14,72,0.0,11,1,2.0,1.0,1
8492,32,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8493,58,46,4,13,2,0,0,4,0,0.0,0,9,0.0,0,2,0.0,1.0,1
8494,13,3,2,0,0,0,0,0,2,0.0,1,2,0.0,0,0,0.0,0.0,1
8495,9,11,1,4,1,0,1,1,0,0.0,0,1,0.0,0,0,0.0,1.0,0
8496,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8497,607,2257,331,643,135,29,28,215,33,15.0,253,207,0.0,7,30,0.0,32.0,1
8498,7,15,2,4,0,0,1,3,0,1.0,1,4,0.0,1,0,0.0,0.0,0
8499,1018,2652,337,666,130,17,85,345,38,23.0,207,574,20.0,16,6,23.0,60.0,1
8500,4,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
8501,37,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
8502,22,11,2,2,1,0,0,0,0,0.0,0,2,0.0,0,1,0.0,0.0,1
8503,26,37,3,6,1,0,0,0,0,0.0,1,17,0.0,0,4,0.0,1.0,1
8504,922,3397,502,993,205,15,195,606,22,11.0,317,932,34.0,18,0,33.0,104.0,1
8505,256,659,85,146,30,1,30,91,4,3.0,52,156,0.0,11,2,4.0,18.0,0
8506,270,822,115,254,44,1,31,130,4,3.0,83,165,2.0,2,3,5.0,24.0,1
8507,92,73,4,15,3,1,0,13,0,0.0,4,22,0.0,0,11,1.0,0.0,1
8508,538,1832,223,478,78,22,44,222,14,7.0,142,187,0.0,10,39,0.0,61.0,1
8509,96,188,21,46,6,0,1,16,1,3.0,10,37,0.0,1,2,0.0,5.0,1
8510,25,43,2,14,2,0,0,6,0,0.0,2,7,0.0,1,1,0.0,0.0,0
8511,8,15,0,4,1,0,0,2,0,0.0,0,4,0.0,1,1,0.0,1.0,1
8512,908,2189,189,487,82,12,32,230,9,8.0,201,299,53.0,17,22,17.0,36.0,1
8513,402,1399,178,368,72,19,22,127,28,11.0,125,243,6.0,6,6,12.0,26.0,1
8514,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8515,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8516,4,4,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
8517,32,77,8,14,1,1,1,10,1,0.0,8,18,2.0,2,0,0.0,0.0,1
8518,17,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8519,705,2296,302,570,87,22,49,209,122,40.0,169,559,6.0,20,27,16.0,31.0,1
8520,8,13,1,1,1,0,0,0,0,0.0,2,4,1.0,0,0,0.0,0.0,1
8521,232,564,74,138,25,12,8,53,23,10.0,30,111,0.0,3,10,5.0,9.0,1
8522,295,571,67,111,16,2,6,42,4,4.0,37,131,3.0,0,11,2.0,9.0,1
8523,250,165,15,28,2,0,0,7,0,0.0,4,45,0.0,0,9,0.0,2.0,1
8524,436,945,97,230,19,11,0,57,7,8.0,70,107,6.0,3,16,4.0,24.0,1
8525,354,880,116,245,32,6,7,89,23,9.0,35,123,0.0,3,12,8.0,24.0,0
8526,91,10,3,0,0,0,0,0,0,0.0,1,5,0.0,0,0,0.0,0.0,0
8527,55,152,26,45,9,3,1,19,0,0.0,21,36,1.0,5,0,1.0,0.0,0
8528,34,66,8,17,4,1,0,3,1,0.0,4,15,0.0,0,1,0.0,1.0,1
8529,477,434,22,43,6,2,0,18,0,0.0,15,190,0.0,3,63,3.0,5.0,1
8530,122,9,1,0,0,0,0,1,0,0.0,1,4,0.0,0,2,0.0,0.0,1
8531,4,2,1,1,0,0,0,0,0,1.0,0,0,0.0,0,1,0.0,0.0,1
8532,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8533,10,13,1,4,1,0,0,0,0,0.0,0,3,0.0,0,2,0.0,0.0,0
8534,1189,4117,754,1227,270,75,59,501,146,73.0,369,438,0.0,13,22,0.0,44.0,1
8535,174,83,8,25,3,3,0,4,2,0.0,0,23,0.0,0,7,0.0,0.0,1
8536,305,596,33,91,12,1,1,33,0,2.0,7,200,0.0,1,68,2.0,4.0,1
8537,798,1952,223,512,98,10,29,242,10,7.0,170,267,14.0,15,38,31.0,46.0,1
8538,1610,5492,774,1370,250,9,185,751,100,51.0,762,1151,43.0,99,12,34.0,189.0,1
8539,21,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8540,69,79,6,13,2,0,0,8,0,0.0,9,35,0.0,0,9,0.0,2.0,1
8541,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8542,5,4,0,0,0,0,0,0,0,0.0,1,3,0.0,0,0,0.0,0.0,1
8543,26,31,4,5,1,0,0,2,0,0.0,1,8,0.0,0,3,0.0,0.0,1
8544,821,3108,458,888,161,36,85,338,214,71.0,171,718,12.0,95,13,13.0,54.0,1
8545,108,179,13,26,5,0,0,10,0,0.0,4,78,0.0,0,20,1.0,0.0,1
8546,108,162,10,32,6,1,1,12,2,0.0,6,42,0.0,0,8,0.0,0.0,1
8547,722,2237,322,599,112,24,16,183,36,18.0,190,185,0.0,8,46,0.0,41.0,1
8548,548,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8549,2023,7111,1009,1925,365,21,339,1271,27,20.0,780,1069,102.0,59,14,80.0,191.0,1
8550,376,12,0,0,0,0,0,0,0,0.0,0,4,0.0,0,1,0.0,1.0,1
8551,73,175,13,30,5,0,0,10,2,3.0,6,26,0.0,0,4,1.0,5.0,0
8552,657,1480,165,355,50,16,7,108,29,20.0,55,213,12.0,8,25,6.0,36.0,1
8553,1973,7297,914,2153,423,3,246,1178,7,7.0,730,891,119.0,53,0,86.0,264.0,0
8554,82,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
8555,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8556,3,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8557,301,794,79,191,45,2,11,72,0,2.0,39,138,1.0,18,14,6.0,17.0,0
8558,83,4,0,0,0,0,0,0,0,0.0,0,2,0.0,0,1,0.0,0.0,1
8559,241,419,58,87,15,1,8,47,11,4.0,43,102,4.0,0,16,6.0,7.0,1
8560,185,482,88,120,23,3,8,41,10,4.0,75,135,1.0,9,9,2.0,10.0,0
8561,1229,3468,420,917,164,31,47,417,45,22.0,410,311,0.0,10,58,0.0,107.0,1
8562,336,696,102,143,16,3,3,27,8,11.0,70,80,0.0,0,12,1.0,15.0,1
8563,4,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
8564,633,1584,140,322,53,12,12,114,2,8.0,124,316,2.0,1,33,14.0,33.0,1
8565,141,9,1,2,0,0,0,0,0,0.0,1,4,0.0,0,3,0.0,0.0,1
8566,232,56,2,4,0,0,0,0,0,0.0,3,28,0.0,1,2,0.0,3.0,1
8567,8,17,2,7,1,0,0,3,0,0.0,4,5,0.0,0,0,0.0,0.0,1
8568,387,5,0,0,0,0,0,0,0,0.0,0,5,0.0,0,1,0.0,0.0,1
8569,71,198,21,47,12,0,3,21,1,2.0,18,19,0.0,1,1,1.0,7.0,0
8570,136,282,35,58,5,2,4,24,25,4.0,24,83,0.0,2,7,2.0,10.0,0
8571,258,33,1,7,0,0,0,2,0,0.0,0,13,0.0,0,3,0.0,0.0,1
8572,8,5,0,0,0,0,0,0,0,0.0,0,2,0.0,0,1,0.0,0.0,1
8573,80,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8574,402,486,37,68,9,2,0,26,1,1.0,34,221,0.0,0,34,0.0,4.0,0
8575,8,4,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
8576,15,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8577,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8578,36,77,9,24,5,0,1,6,1,1.0,0,12,0.0,1,4,1.0,1.0,0
8579,292,826,63,178,21,6,4,64,6,6.0,39,148,8.0,5,5,3.0,20.0,0
8580,190,257,39,60,8,2,1,10,15,4.0,17,57,1.0,3,3,0.0,2.0,1
8581,219,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8582,12,12,1,0,0,0,0,0,0,0.0,0,9,0.0,0,2,0.0,0.0,1
8583,70,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0,1,0.0,0.0,1
8584,295,876,106,219,44,6,21,89,11,1.0,49,189,3.0,20,2,4.0,19.0,1
8585,11,6,2,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
8586,45,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
8587,2391,8537,1509,2315,354,72,512,1453,68,39.0,1444,1487,107.0,26,36,58.0,123.0,1
8588,94,162,9,22,2,0,0,5,0,0.0,6,60,0.0,3,18,0.0,4.0,1
8589,836,2419,232,480,102,7,48,265,10,8.0,185,756,16.0,16,51,23.0,37.0,1
8590,229,493,49,108,26,0,14,49,7,4.0,34,112,4.0,2,5,3.0,9.0,1
