,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
300,1151,3204,392,849,174,20,63,371,71,24.0,227,471,28.0,15,31,31.0,60.0,1
301,721,1490,159,367,67,11,28,134,8,12.0,161,343,25.0,4,7,13.0,32.0,1
302,28,11,1,1,0,0,0,0,0,0.0,0,4,0.0,0,1,0.0,0.0,1
303,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
304,36,39,1,11,0,1,0,1,0,0.0,2,12,0.0,0,2,0.0,0.0,0
305,18,4,0,0,0,0,0,0,0,0.0,0,3,0.0,0,1,0.0,0.0,1
306,152,477,42,104,9,3,0,34,6,9.0,42,53,1.0,1,5,2.0,15.0,1
307,398,1564,206,403,76,13,46,150,51,11.0,56,428,2.0,8,10,5.0,43.0,0
308,70,111,9,10,0,0,1,4,0,0.0,8,60,0.0,1,15,0.0,2.0,1
309,6,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
310,3,4,0,0,0,0,0,0,0,0.0,0,3,0.0,0,1,0.0,0.0,0
311,481,1344,159,313,58,1,18,97,24,12.0,113,313,2.0,6,21,7.0,42.0,1
312,6,9,0,0,0,0,0,1,0,0.0,0,3,0.0,0,0,0.0,0.0,1
313,8,3,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
314,1476,5663,801,1558,271,44,61,557,271,96.0,474,851,4.0,40,100,42.0,140.0,0
315,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
316,15,41,0,4,2,0,0,1,0,0.0,3,5,0.0,0,0,0.0,1.0,0
317,16,29,4,8,0,1,0,2,2,1.0,3,5,0.0,1,0,1.0,1.0,1
318,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
319,253,319,26,59,9,0,0,29,0,0.0,18,62,0.0,0,17,0.0,0.0,0
320,26,61,4,14,2,0,0,4,2,0.0,5,19,0.0,0,0,1.0,1.0,0
321,16,2,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
322,22,9,0,1,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,0.0,1
323,2,2,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
324,113,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
325,893,3116,441,803,140,4,66,316,18,25.0,458,390,12.0,16,72,23.0,50.0,0
326,128,240,8,35,5,0,0,16,0,0.0,23,66,0.0,0,19,0.0,2.0,1
327,493,1454,174,365,30,15,3,91,33,16.0,148,121,6.0,0,27,12.0,35.0,1
328,569,1704,196,375,76,4,86,263,7,10.0,191,515,17.0,7,3,19.0,35.0,1
329,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
330,70,149,11,32,2,1,1,12,2,1.0,8,16,0.0,1,0,0.0,3.0,1
331,407,607,31,77,12,2,5,38,7,3.0,30,315,0.0,0,51,1.0,7.0,1
332,35,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
333,154,580,83,174,49,2,27,96,3,1.0,26,97,2.0,4,0,4.0,9.0,0
334,28,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
335,31,79,12,14,4,0,1,7,11,1.0,12,13,0.0,1,3,0.0,0.0,0
336,5,16,1,4,1,0,0,6,0,0.0,2,2,0.0,0,3,0.0,0.0,1
337,15,29,2,7,1,0,0,3,0,0.0,0,5,0.0,0,2,0.0,1.0,1
338,653,1921,260,462,101,10,76,251,21,12.0,162,555,13.0,12,8,12.0,31.0,1
339,13,23,3,3,1,0,1,3,0,0.0,2,6,0.0,0,0,1.0,0.0,1
340,682,1999,249,462,81,8,78,269,24,14.0,217,491,22.0,5,3,19.0,34.0,1
341,40,43,9,7,1,1,1,4,0,0.0,2,11,0.0,0,0,0.0,1.0,1
342,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
343,135,528,50,133,28,2,1,29,1,0.5,24,29,0.0,2,6,0.0,14.0,1
344,4,6,1,2,0,0,0,0,0,0.0,1,0,0.0,0,0,0.0,0.0,1
345,403,679,56,121,12,3,15,59,1,0.0,26,175,0.0,1,35,3.0,15.0,1
346,21,57,6,11,2,0,1,3,0,0.0,5,11,1.0,3,0,0.0,1.0,1
347,759,2716,377,774,135,22,33,219,98,44.0,234,258,3.0,48,30,15.0,49.0,1
348,2601,10230,1335,2677,394,92,83,791,506,136.0,736,742,22.0,27,161,76.0,184.0,0
349,184,58,4,10,3,0,0,3,0,0.0,5,17,0.0,0,3,1.0,2.0,1
350,110,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
351,414,83,4,8,0,0,0,4,0,0.0,1,39,0.0,1,5,0.0,0.0,1
352,2422,8856,1319,2749,440,102,45,1116,179,108.0,1302,528,0.0,11,74,0.0,129.0,0
353,343,374,30,87,8,7,0,34,0,1.0,8,66,0.0,0,12,0.0,2.0,1
354,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
355,145,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1
356,7,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
357,222,35,2,4,0,0,0,0,0,0.0,1,9,0.0,0,5,0.0,0.0,1
358,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
359,70,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
360,72,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
361,20,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
362,191,45,3,4,1,0,0,1,0,1.0,1,19,0.0,0,0,0.0,2.0,1
363,7,15,1,4,0,0,0,1,0,0.0,2,3,0.0,0,0,0.0,0.0,0
364,121,421,50,115,24,4,3,53,10,4.0,37,47,0.0,1,2,0.0,12.0,0
365,57,64,2,5,1,0,0,4,0,0.0,2,19,0.0,0,6,1.0,0.0,0
366,127,384,84,128,14,4,0,29,13,10.0,48,39,0.0,4,13,0.0,0.0,0
367,41,103,10,21,5,0,6,23,1,0.0,1,27,0.0,2,0,0.0,4.0,0
368,293,615,78,132,24,6,1,35,17,13.0,29,107,1.0,9,9,0.0,10.0,1
369,288,983,103,231,40,6,44,131,3,5.0,76,339,8.0,13,0,3.0,13.0,1
370,327,1055,109,266,43,5,22,100,29,11.0,66,234,9.0,2,3,4.0,25.0,1
371,7,4,1,1,0,0,0,0,0,0.0,1,2,0.0,0,1,0.0,0.0,0
372,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
373,165,423,50,87,17,1,8,35,2,1.0,42,124,4.0,13,8,2.0,13.0,1
374,467,1573,169,333,67,4,80,245,2,3.0,85,484,4.0,17,1,11.0,25.0,0
375,876,3348,524,975,222,25,186,616,13,13.0,285,571,44.0,18,5,38.0,100.0,1
376,300,906,116,229,46,13,13,118,8,10.0,137,133,0.0,2,11,0.0,16.0,0
377,775,1773,203,470,84,6,18,196,10,5.0,181,211,14.0,23,17,16.0,47.0,1
378,63,6,0,0,0,0,0,0,0,0.0,1,5,0.0,0,0,0.0,0.0,1
379,173,480,46,114,18,2,14,55,2,0.0,25,121,2.0,2,6,0.0,14.0,1
380,474,1052,112,279,46,11,7,95,13,3.0,37,150,7.0,8,12,9.0,24.0,1
381,34,4,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
382,121,418,65,131,26,7,18,72,3,1.5,45,39,0.0,5,1,0.0,0.0,1
383,8,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
384,141,230,13,32,3,2,0,11,0,0.0,15,74,0.0,2,13,1.0,4.0,1
385,15,31,7,6,2,0,1,1,1,0.0,1,12,0.0,1,0,0.0,0.0,0
386,1432,5164,614,1302,204,39,251,815,18,20.0,260,1201,37.0,15,11,52.0,149.0,1
387,186,268,6,26,2,1,0,10,0,0.0,4,99,0.0,0,27,0.0,2.0,1
388,224,265,46,65,11,6,4,19,15,10.0,24,71,0.0,1,9,3.0,4.0,1
389,3,4,0,0,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,0.0,0
390,8,6,0,1,1,0,0,0,0,0.0,1,1,0.0,0,0,0.0,0.0,0
391,153,185,8,21,2,0,0,8,0,0.0,2,83,0.0,2,26,0.0,6.0,1
392,198,3,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
393,53,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
394,2,6,1,1,0,0,0,0,0,0.0,0,1,0.0,0,1,0.0,0.0,0
395,273,435,47,103,12,5,4,51,1,2.0,42,76,5.0,1,1,4.0,13.0,1
396,50,19,1,3,1,0,0,1,0,0.0,0,6,0.0,1,1,0.0,0.0,1
397,590,2013,234,577,104,12,22,261,17,8.5,185,139,0.0,10,21,0.0,61.0,1
398,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
399,38,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
400,94,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
401,32,50,3,8,1,0,0,1,0,0.0,2,16,0.0,0,2,0.0,1.0,0
402,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
403,124,69,3,7,2,0,0,3,0,0.0,3,31,0.0,0,10,0.0,0.0,1
404,214,2,0,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
405,195,179,10,27,6,1,1,11,0,0.0,9,59,0.0,0,8,0.0,7.0,1
406,231,314,20,53,5,4,6,23,0,0.0,13,162,0.0,0,19,0.0,4.0,1
407,436,629,35,81,16,0,6,29,1,0.0,14,276,0.0,1,85,3.0,8.0,1
408,54,178,14,38,7,1,4,20,1,2.0,14,48,1.0,1,0,1.0,4.0,1
409,122,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
410,246,128,5,29,2,0,1,8,0,0.0,2,28,0.0,0,11,1.0,3.0,1
411,158,37,2,3,1,0,0,3,0,0.0,1,20,0.0,0,4,0.0,0.0,1
412,9,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
413,22,41,4,8,1,0,0,4,0,0.0,3,17,0.0,0,0,1.0,1.0,1
414,15,55,9,20,5,0,0,7,1,2.0,3,13,1.0,0,2,0.0,0.0,1
415,17,33,6,6,2,0,0,3,0,0.0,3,9,0.0,0,0,0.0,0.0,1
416,97,221,19,52,10,1,1,27,0,0.0,9,45,0.0,2,2,0.0,0.0,1
417,43,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
418,390,1238,129,290,71,4,32,129,5,4.0,95,331,11.0,9,3,4.0,13.0,1
419,42,5,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
420,58,46,3,6,1,0,0,1,0,0.0,1,8,0.0,0,1,0.0,0.0,1
421,1370,4123,397,1010,183,13,90,513,7,10.0,461,622,66.0,11,55,41.0,125.0,1
422,313,521,26,70,13,0,1,26,1,0.0,16,218,0.0,0,83,1.0,5.0,1
423,2189,8365,1322,2574,317,109,29,586,234,119.5,1198,571,25.0,43,112,18.0,83.0,1
424,38,18,0,3,1,0,0,2,0,0.0,0,9,0.0,0,0,0.0,0.0,1
425,222,510,42,111,31,1,6,55,5,3.0,47,75,6.0,1,5,6.0,11.0,1
426,281,618,56,144,23,1,28,84,0,0.0,63,236,5.0,4,0,3.0,15.0,1
427,12,20,2,2,1,0,0,1,0,0.0,0,8,0.0,1,0,0.0,0.0,1
428,1324,4369,386,1103,135,26,60,457,19,24.0,333,459,52.0,29,36,32.0,131.0,1
429,475,1483,171,369,69,3,19,124,7,5.0,179,149,4.0,6,13,10.0,49.0,1
430,284,574,52,146,27,4,12,68,5,4.0,38,74,6.0,3,5,9.0,17.0,1
431,884,36,3,3,1,0,0,0,0,0.0,5,12,0.0,0,7,0.0,1.0,1
432,28,21,0,3,0,0,0,0,0,0.0,0,12,0.0,0,2,0.0,0.0,1
433,395,677,31,90,8,1,0,28,0,1.0,5,256,0.0,5,88,0.0,5.0,1
434,6,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
435,544,1579,163,401,51,10,13,156,6,6.0,177,124,6.0,14,20,1.0,60.0,0
436,30,93,9,33,4,1,3,21,0,0.0,2,3,0.0,1,0,1.0,4.0,0
437,175,520,45,125,24,2,6,42,1,2.0,53,126,1.0,3,6,4.0,11.0,1
438,15,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
439,300,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
440,342,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
441,16,25,0,1,0,0,0,0,0,0.0,0,10,0.0,0,2,0.0,0.0,1
442,99,10,0,3,0,0,0,1,0,0.0,0,1,0.0,0,1,0.0,0.0,1
443,817,2928,399,835,169,7,99,488,8,4.0,291,449,12.0,20,0,34.0,94.0,1
444,4,5,0,2,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
445,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
446,10,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
447,61,144,26,31,2,2,1,16,1,0.5,20,23,0.0,0,5,0.0,0.0,1
448,378,1117,116,290,41,7,9,110,4,5.0,161,84,10.0,8,11,7.0,36.0,1
449,342,961,82,220,41,4,7,112,4,2.0,93,89,0.0,3,13,0.0,20.0,1
450,46,135,14,35,7,0,6,17,0,0.0,10,15,0.0,0,0,0.0,4.0,0
451,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
452,62,151,11,34,9,0,2,24,1,2.0,7,35,0.0,0,0,0.0,4.0,1
453,624,1407,167,309,56,5,9,86,36,21.0,127,198,10.0,6,22,5.0,36.0,1
454,12,4,1,1,0,0,0,0,0,0.0,1,1,0.0,0,0,0.0,0.0,1
455,88,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
456,29,29,4,6,1,0,0,0,0,1.0,0,6,0.0,0,0,0.0,2.0,1
457,279,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
458,356,700,73,131,15,9,6,72,2,0.0,41,232,0.0,2,41,0.0,2.0,0
459,3,4,0,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
460,256,713,66,168,29,5,17,86,4,5.0,71,108,6.0,7,5,4.0,29.0,0
461,46,1,0,0,0,0,0,0,0,0.0,1,1,0.0,0,0,0.0,0.0,1
462,1652,5721,745,1576,301,22,186,756,23,18.0,450,861,22.0,24,36,47.0,140.0,1
463,41,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
464,1971,6279,718,1579,270,34,80,607,102,53.0,634,1034,69.0,69,82,37.0,201.0,1
465,15,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
466,83,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
467,38,8,0,1,0,0,0,0,0,0.0,0,5,0.0,0,2,0.0,0.0,1
468,235,777,107,198,26,14,2,57,13,9.0,80,56,0.0,7,29,0.0,0.0,0
469,89,19,0,2,1,0,0,0,0,0.0,3,11,0.0,0,0,0.0,0.0,0
470,120,367,45,85,15,0,24,67,2,2.0,30,148,0.0,2,0,5.0,5.0,0
471,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
472,120,277,21,68,17,3,2,33,0,0.0,7,29,0.0,2,10,0.0,0.0,0
473,6,11,1,3,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
474,259,609,85,166,33,2,20,103,6,4.0,57,135,1.0,11,0,6.0,12.0,1
475,1668,6353,1224,2019,401,128,238,1164,70,57.0,774,518,0.0,33,55,0.0,7.0,1
476,449,1031,137,249,41,0,44,159,3,3.0,162,220,8.0,8,5,11.0,22.0,1
477,306,437,35,76,14,4,4,32,1,1.0,12,135,0.0,0,41,5.0,4.0,1
478,32,94,14,21,6,1,1,6,6,3.0,11,23,0.0,0,2,0.0,2.0,0
479,932,2758,319,654,136,8,94,362,7,8.0,462,941,16.0,14,10,20.0,69.0,1
480,1300,4620,725,1296,185,35,80,467,78,52.0,561,399,3.0,14,134,14.0,121.0,1
481,399,7,0,1,0,0,0,0,0,0.0,0,2,0.0,0,2,0.0,0.0,1
482,915,3009,380,786,139,13,60,306,78,31.0,141,424,6.0,16,38,30.0,89.0,1
483,117,190,21,51,9,0,2,24,0,0.0,21,22,3.0,1,9,2.0,4.0,1
484,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
485,59,8,1,1,0,0,0,0,0,0.0,0,6,0.0,0,1,0.0,0.0,1
486,543,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
487,425,865,114,217,42,1,38,145,2,4.0,71,136,7.0,2,1,12.0,22.0,1
488,406,31,2,2,1,0,0,1,0,1.0,0,13,0.0,0,3,0.0,0.0,1
489,534,14,0,4,1,0,0,0,0,0.0,0,3,0.0,0,3,0.0,0.0,1
490,1454,5175,643,1402,256,46,58,473,155,62.0,285,670,18.0,52,75,39.0,107.0,1
491,210,70,6,13,0,0,1,5,0,0.0,2,28,0.0,0,4,0.0,0.0,1
492,405,1219,137,315,68,2,33,157,7,5.0,142,206,6.0,14,7,8.0,22.0,1
493,13,8,0,2,1,0,0,2,0,0.0,0,3,0.0,0,2,0.0,0.0,1
494,83,95,3,17,5,0,0,5,0,0.0,3,9,0.0,1,4,0.0,0.0,0
495,4,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
496,54,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
497,7,5,0,1,0,0,0,0,0,0.0,0,1,0.0,1,0,0.0,1.0,1
498,909,2828,201,712,94,9,50,304,5,12.0,207,344,45.0,17,11,32.0,87.0,1
499,202,439,38,99,16,0,5,36,10,0.0,12,36,2.0,2,4,3.0,5.0,1
500,39,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
501,120,382,37,85,18,2,2,26,1,1.0,39,26,0.0,2,3,0.0,9.0,0
502,112,211,14,36,5,0,0,10,1,0.5,4,63,0.0,2,7,0.0,6.0,1
503,54,156,10,40,1,3,0,14,5,4.0,13,13,1.0,0,2,0.0,6.0,0
504,153,133,22,34,5,2,4,16,1,0.0,10,48,0.0,2,13,0.0,1.0,1
505,1102,3245,482,893,138,19,10,240,117,52.0,371,480,9.0,5,68,19.0,55.0,1
506,51,50,1,5,2,0,0,3,0,0.0,1,10,0.0,0,7,0.0,0.0,1
507,73,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
508,63,89,5,12,0,0,1,2,0,0.0,2,34,0.0,0,10,0.0,1.0,1
509,418,33,1,3,1,0,0,2,0,0.0,1,19,0.0,0,5,0.0,0.0,1
510,170,464,71,120,23,2,15,47,17,4.0,36,149,4.0,12,2,5.0,2.0,1
511,143,382,57,98,30,3,2,45,4,5.0,24,42,0.0,4,12,0.0,0.0,0
512,64,42,4,8,0,0,0,2,0,0.0,0,10,0.0,0,3,0.0,0.0,1
513,61,30,2,5,1,0,1,2,0,0.0,1,8,0.0,0,8,0.0,0.0,1
514,1630,5439,731,1583,279,17,134,774,59,24.0,291,580,41.0,73,26,66.0,158.0,1
515,8,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
516,533,6,1,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
517,527,1785,255,477,95,12,81,269,49,18.0,93,538,27.0,18,8,8.0,33.0,1
518,114,355,47,87,14,2,1,19,7,1.0,25,27,2.0,1,10,0.0,6.0,0
519,63,151,10,27,10,0,0,7,0,0.0,13,17,1.0,0,4,0.0,4.0,1
520,266,6,0,0,0,0,0,1,0,0.0,1,3,0.0,0,0,0.0,0.0,1
521,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
522,173,358,40,83,24,4,2,40,0,0.0,18,42,0.0,1,15,0.0,0.0,1
523,322,620,59,140,16,2,3,56,1,0.0,8,68,0.0,3,32,0.0,14.0,1
524,92,143,12,42,6,3,2,20,0,0.0,8,14,0.0,0,4,0.0,0.0,1
525,2150,7797,1517,2314,488,32,449,1529,202,78.0,1401,1558,155.0,128,3,102.0,221.0,1
526,575,479,22,56,8,2,1,19,0,0.0,19,225,0.0,1,43,1.0,4.0,1
527,50,68,2,10,0,1,0,5,0,0.0,0,18,0.0,0,4,0.0,2.0,1
528,265,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
529,955,2937,339,775,107,23,9,222,90,36.0,187,164,10.0,20,42,20.0,51.0,1
530,31,29,0,4,0,0,0,0,0,0.0,1,6,0.0,0,0,0.0,0.0,1
531,1931,6082,772,1564,234,43,189,773,85,83.0,852,1126,67.0,17,40,52.0,195.0,1
532,172,2,2,1,0,0,0,0,0,0.0,2,0,0.0,0,1,0.0,0.0,1
533,1212,3581,432,915,128,15,155,540,17,18.0,545,577,77.0,25,20,37.0,81.0,1
534,208,622,94,155,16,7,2,52,13,15.5,62,60,0.0,7,22,0.0,0.0,1
535,216,368,22,59,8,0,0,17,0,0.0,11,144,0.0,1,55,0.0,11.0,1
536,50,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
537,56,136,25,31,4,3,6,16,0,0.0,19,39,1.0,4,0,0.0,7.0,0
538,3,3,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
539,340,949,101,209,37,1,24,101,2,5.0,166,222,23.0,3,3,5.0,34.0,1
540,93,97,15,20,1,1,1,8,0,0.0,6,22,0.0,0,11,0.0,0.0,1
541,343,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
542,52,30,1,8,1,0,0,1,0,0.0,4,11,0.0,0,1,0.0,0.0,1
543,34,10,0,0,0,0,0,0,0,0.0,1,5,0.0,0,0,0.0,0.0,0
544,2830,9908,1299,2866,488,49,384,1628,34,34.0,1062,1441,187.0,14,9,99.0,298.0,0
545,3,3,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
546,38,83,8,20,1,0,0,5,3,1.5,5,9,0.0,0,1,0.0,0.0,1
547,8,6,0,1,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
548,584,52,2,5,1,0,1,4,0,0.0,0,23,0.0,0,4,0.0,0.0,1
549,115,349,44,82,13,5,2,43,18,9.0,28,45,0.0,2,17,0.0,0.0,1
550,14,43,1,11,1,0,0,5,0,0.0,4,7,0.0,0,0,0.0,2.0,0
551,14,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
552,3,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
553,263,588,45,145,25,5,2,68,6,3.0,68,30,0.0,3,5,0.0,19.0,1
554,93,146,14,27,2,3,0,9,0,0.0,3,27,0.0,0,9,0.0,4.0,1
555,136,246,38,51,11,2,0,22,3,0.0,18,62,0.0,3,8,1.0,1.0,0
556,2039,7117,964,1981,320,23,242,1013,137,73.0,762,926,52.0,30,27,85.0,158.0,1
557,9,20,3,5,1,0,0,2,0,0.0,3,3,0.0,2,1,0.0,0.0,0
558,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
559,146,288,28,55,8,3,1,24,4,2.0,40,60,3.0,2,2,2.0,4.0,0
560,304,1131,146,328,50,6,26,190,22,14.5,85,44,0.0,8,25,0.0,0.0,0
561,874,2280,285,573,76,13,1,196,23,25.0,382,165,0.0,6,26,0.0,33.0,1
562,125,353,39,82,17,4,4,38,3,4.0,26,68,3.0,2,0,3.0,8.0,0
563,630,2230,265,590,109,21,39,227,21,17.0,184,219,9.0,9,50,18.0,55.0,1
564,748,1793,244,474,108,15,54,235,14,1.0,139,472,6.0,9,1,16.0,55.0,1
565,359,1076,124,266,57,1,14,120,2,1.0,127,269,15.0,10,8,7.0,32.0,1
566,14,26,1,3,0,0,1,2,0,0.0,1,6,0.0,0,0,1.0,1.0,0
567,1,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0.0,0
568,5,6,0,1,0,0,0,2,0,0.0,0,2,0.0,0,0,0.0,0.0,0
569,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
570,193,32,1,3,1,0,0,0,0,0.0,0,13,0.0,0,6,0.0,0.0,1
571,84,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
572,10,3,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
573,70,58,5,18,4,0,0,5,0,0.0,3,6,0.0,0,0,0.0,1.0,1
574,789,2202,195,508,98,11,24,195,4,9.0,233,589,36.0,7,16,13.0,44.0,1
575,59,162,14,39,8,1,2,15,0,0.0,7,35,0.0,1,2,1.0,1.0,0
576,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
577,960,3120,351,714,127,11,181,495,1,2.0,273,856,21.0,19,1,27.0,67.0,0
578,7,2,2,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
579,39,117,12,27,4,1,5,13,2,1.0,6,16,0.0,0,1,1.0,0.0,1
580,176,15,1,1,0,0,0,0,0,0.0,1,10,0.0,0,0,0.0,0.0,0
581,16,20,0,2,0,0,0,0,0,0.0,1,9,0.0,0,0,0.0,1.0,1
582,12,11,4,4,0,0,0,0,0,0.0,0,2,0.0,0,1,0.0,0.0,1
583,6,16,1,5,0,0,0,1,0,0.0,1,2,0.0,0,0,0.0,0.0,1
584,7,8,1,0,0,0,0,0,0,0.0,1,2,0.0,0,0,0.0,0.0,1
585,266,44,1,4,1,1,0,2,0,0.0,0,20,0.0,0,3,0.0,1.0,1
586,457,78,5,7,1,0,0,3,1,0.0,5,41,0.0,0,8,0.0,1.0,1
587,519,1910,281,531,99,18,60,262,60,16.0,102,388,8.0,31,7,15.0,33.0,0
588,105,22,2,6,0,0,0,0,0,0.0,0,9,0.0,0,2,0.0,0.0,1
589,52,87,5,21,6,0,1,12,0,0.0,3,4,0.0,0,0,0.0,5.0,1
590,88,28,1,4,0,0,0,1,0,0.0,2,10,0.0,1,11,0.0,0.0,1
591,109,17,0,2,0,0,0,0,0,0.0,0,8,0.0,0,0,0.0,0.0,1
592,31,43,8,4,0,0,0,2,1,1.0,8,12,0.0,0,1,1.0,1.0,1
593,170,511,54,113,31,1,15,52,2,2.0,44,149,2.0,0,0,4.0,15.0,1
594,534,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
595,94,14,0,1,0,0,0,0,0,0.0,0,7,0.0,1,2,0.0,0.0,1
596,197,13,0,5,1,0,0,0,0,0.0,0,4,0.0,0,1,0.0,0.0,1
597,2,4,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
598,18,5,1,1,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
599,3,9,0,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
