retroID,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
yorkr101,0,0,883,137,19,21,30,0,0,0,0
yoste001,173,4718,843,54,16,7,24,0,162,30,0
younj001,0,3,0,0,0,0,0,0,0,0,0
younr102,0,0,44,7,0,0,0,0,0,0,0
yvars101,12,316,526,86,8,11,13,1,2,1,0
zaung001,910,24700,6134,418,88,59,51,0,651,209,0
zeilt001,121,3256,670,66,11,4,15,0,110,45,0
zellb101,0,3,1,0,0,0,0,0,0,0,0
zimmd101,27,744,150,18,6,1,5,12,10,10,3
zimmj101,298,8560,2131,150,21,26,19,84,110,80,4
zinta001,0,3,2,0,0,0,0,0,0,0,0
zunim001,535,14489,4356,264,21,22,39,0,248,98,0
zupof101,1,114,31,1,2,0,1,1,2,1,0
