retroID,BAOpp,ERA,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
shies002,0.224,3.246,46,44,491,15,0,0,21,2091,589,246,55,278,631,21,49,21,0,2916,114,285,17,15,66
shiev101,0.22,3,1,1,2,1,0,0,0,36,10,4,1,3,4,0,0,3,0,51,1,5,0,0,0
shifg101,0.255,7.355,0,2,16,1,0,0,1,77,28,18,1,17,10,0,0,1,0,123,6,18,0,0,0
shifs001,0.279,2.6,1,4,34,0,0,0,0,156,55,15,6,17,25,6,2,2,1,221,15,15,4,1,9
shinr001,0.25,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0
shinz001,0.333,3.38,0,0,1,0,0,0,0,8,4,1,1,2,0,0,0,0,0,14,0,1,0,0,0
shipb001,0.272,6.0767,4,6,26,14,0,0,0,300,115,61,19,45,64,2,2,3,0,449,4,65,2,4,16
shipd001,0.231,3.22,1,2,26,0,0,0,3,109,33,13,3,16,26,3,0,1,1,162,12,15,0,2,1
shipj101,0.33,12.36,0,1,29,1,0,0,0,132,48,29,4,35,23,1,4,6,1,214,13,36,0,0,0
shirb001,0.2709,4.7808,67,94,434,162,16,2,18,4296,1432,608,127,543,790,72,15,20,11,6106,105,689,73,54,116
shird101,0.31,6.75,0,1,2,1,0,0,0,12,5,3,0,2,0,0,1,1,0,19,1,4,0,0,0
shirs101,0.3,4.26,1,1,11,0,0,0,0,38,15,6,0,7,8,2,2,0,1,58,6,6,1,0,1
shirt101,0.258,4.098,19,30,102,54,19,3,2,1340,443,211,20,290,168,0,7,5,0,2021,26,247,0,0,0
shocu101,0.279,2.94,169,104,360,286,182,27,22,7079,2449,860,120,539,839,0,12,30,2,9870,55,1017,0,0,0
shoem001,0.2203,3.2014,43,32,106,98,1,1,0,1721,543,243,77,138,514,3,17,21,1,2363,6,255,10,15,36
shofm101,0.2825,4.8038,25,26,134,51,22,2,3,1731,647,294,34,214,180,0,7,12,4,2549,41,331,0,0,0
shorb101,0.2771,7.3957,5,11,73,16,3,1,2,396,130,69,8,64,71,2,9,3,0,577,16,75,0,0,0
shorb102,0.2967,4.92,26,15,96,39,14,2,7,1186,425,183,28,168,129,0,6,6,0,1740,39,218,0,0,0
shorc102,0.2595,4.1793,135,132,501,308,88,24,18,6975,2215,886,183,806,1629,74,73,61,6,9801,78,991,20,14,2
shore101,0.305,4.52,7,10,34,18,5,0,1,418,166,68,5,65,36,0,2,2,1,616,7,81,0,0,0
shorr101,0.3533,11.73,1,3,31,4,0,0,0,187,70,57,5,67,26,0,9,6,0,322,11,62,0,0,0
shoub001,0.2743,4.5255,13,10,467,0,0,0,6,1052,347,145,31,118,233,31,7,20,2,1508,101,163,18,11,36
shouc101,0.2635,4.1188,73,59,454,85,34,3,29,3861,1325,559,81,404,483,0,15,10,2,5466,207,631,0,0,0
showe001,0.2498,3.8555,101,89,332,235,35,11,7,4965,1526,673,171,610,971,49,36,46,22,6968,37,739,85,43,118
shrec001,0.2361,4.1571,16,8,218,0,0,0,2,611,178,84,37,102,234,5,11,6,0,886,63,91,4,6,8
shrih101,0.36,4.87,4,6,26,15,4,2,0,337,122,39,5,48,39,0,5,2,0,487,8,52,0,0,0
shucj001,0.25,4.5,0,0,2,0,0,0,0,6,2,1,0,1,0,0,0,0,0,9,2,1,0,0,0
shuep001,0.2442,4.5142,45,28,476,0,0,0,23,1590,471,228,43,277,556,32,36,14,1,2309,156,252,22,13,43
shuma001,0.261,5.96,0,3,8,4,0,0,0,68,23,15,3,14,17,0,1,1,1,105,2,17,2,0,0
shumh101,0.19,3.1233,0,0,30,0,0,0,0,152,56,25,1,20,10,0,1,2,0,227,19,35,0,0,0
siebd101,0.246,3.668,4,3,48,8,2,0,1,352,97,45,15,44,71,3,2,2,0,487,12,53,0,0,0
siebp101,0.2633,3.5183,3,8,87,7,1,1,3,387,130,54,6,73,59,18,6,4,1,578,30,61,13,8,10
siebs101,0.2522,3.6393,140,114,399,307,67,21,16,6456,1919,767,197,692,1512,55,60,54,8,8951,42,907,44,25,27
siegk001,0.2113,3.465,18,10,276,0,0,0,10,737,183,83,25,116,286,7,9,8,0,1024,51,86,4,9,12
sierc001,0.3365,5.1,0,1,16,0,0,0,0,83,41,17,2,12,24,2,0,0,0,127,4,17,2,1,1
signw101,0.245,3.13,2,1,10,2,1,0,1,99,35,11,4,9,5,0,1,0,0,152,3,14,0,0,0
sikob001,0.2787,5.32,4,5,40,5,0,0,0,215,82,43,17,32,70,2,4,2,0,329,12,50,1,2,0
silvc001,0.3,4.9667,70,70,316,180,6,2,2,3725,1496,645,153,238,554,25,32,45,4,5319,39,687,43,34,160
silvj001,0.3194,6.5886,25,28,154,53,2,0,4,1282,507,257,47,154,298,16,14,13,7,1915,32,285,25,17,35
silvw001,0.33,8.76,0,2,6,6,0,0,0,74,34,24,4,15,11,0,0,0,0,121,0,28,0,3,3
simaa101,0.296,4.672,11,21,100,30,4,0,4,926,343,158,31,132,111,0,4,4,0,1376,30,187,0,0,0
simab001,0.2603,3.6783,18,19,308,0,0,0,23,1015,332,144,39,149,265,27,9,14,1,1481,102,159,14,11,30
simmc101,0.2735,4.2083,193,183,569,462,163,36,5,10045,3313,1318,255,1063,1697,62,39,53,4,14144,54,1551,0,0,0
simmp101,0.25,2.02,0,2,33,3,0,0,2,228,75,31,4,41,18,0,0,1,1,328,21,38,0,0,0
simms001,0.2013,3.7667,1,4,42,0,0,0,1,108,25,14,2,15,34,1,2,0,0,144,11,15,1,3,7
simoa001,0.2804,5.4878,47,47,255,93,2,1,19,2325,810,393,105,269,529,21,38,50,2,3372,70,425,26,25,57
simod001,0.373,14.41,2,3,49,1,0,0,1,198,70,49,8,21,44,5,4,3,0,293,13,54,10,5,3
simoj001,0.2965,5.3075,26,17,96,53,1,0,1,1067,399,201,57,125,191,8,6,15,0,1552,13,213,14,13,37
simpa001,0.3215,20.6775,2,2,45,0,0,0,0,147,51,33,5,32,57,0,6,5,0,233,12,38,3,6,3
simpd101,0.31,8,1,2,30,1,0,0,0,135,60,40,8,25,21,0,1,1,1,222,11,47,0,0,0
simpj101,0.308,3,0,0,2,0,0,0,0,9,4,1,0,2,1,0,0,0,0,15,2,1,0,0,0
simps101,0.238,4.76,0,2,9,0,0,0,2,34,10,6,0,8,9,1,0,0,0,51,4,6,1,0,0
simpw101,0.2573,4.4517,36,31,122,107,13,2,0,1908,606,309,57,315,353,15,37,23,3,2794,7,342,21,17,18
simsl001,0.2315,6.2025,5,7,47,14,0,0,0,349,110,71,20,55,117,3,1,8,0,509,5,72,6,2,4
sincs001,0.268,6.7533,0,3,45,0,0,0,0,103,35,20,5,19,26,2,0,2,0,156,9,23,0,0,2
singb101,0.2535,3.15,118,127,322,308,94,24,2,6522,1952,819,132,781,1515,50,67,63,11,9143,7,944,67,42,68
singe101,0.2388,4.3138,11,17,145,19,2,0,4,983,322,176,33,146,160,3,19,5,1,1431,65,192,0,0,0
singj101,0.34,5.9,1,10,22,9,3,1,0,279,127,61,6,38,27,0,5,5,0,431,8,80,0,0,0
sinkb001,0.25,13.5,0,0,3,0,0,0,0,6,2,3,0,5,1,0,1,0,0,13,1,3,0,0,0
sippt001,0.221,3.8164,26,22,616,0,0,0,7,1511,405,208,74,221,531,16,26,11,2,2110,124,222,17,15,26
sirom001,0.2925,4.4117,45,42,125,111,9,1,0,2131,803,340,86,207,435,4,18,7,3,3056,3,398,15,24,80
sisca001,0.2793,6.19,3,9,151,0,0,0,1,443,153,85,16,93,141,10,9,4,0,681,35,87,6,8,13
siskd001,0.2497,3.31,22,20,332,0,0,0,33,1570,527,190,15,267,195,33,15,20,3,2298,161,238,30,11,90
siskt101,0.2673,4.1667,40,49,316,99,19,4,10,2785,937,404,57,358,441,60,39,17,0,3972,63,457,2,1,0
sisld102,0.2538,4.4512,38,44,247,59,12,1,29,1969,622,316,70,368,355,15,25,16,3,2907,103,352,0,0,0
sislg101,0.04,0,0,0,4,0,0,0,2,18,1,0,0,4,6,0,0,0,0,21,4,0,0,0,0
sivep101,0.3133,5.7067,7,11,62,16,5,0,3,612,257,122,23,116,58,0,4,2,1,964,31,136,0,0,0
siwyj001,0.308,6.185,0,0,3,1,0,0,0,34,13,9,1,7,4,0,0,0,0,49,0,9,1,2,3
skagt001,0.258,4.6114,28,38,96,96,0,0,0,1562,516,255,63,177,476,3,19,23,4,2219,0,272,4,18,47
skalj001,0.259,6.75,0,2,2,1,0,0,0,20,7,5,0,4,3,0,0,2,0,33,0,6,0,0,0
skaud101,0.19,1.59,0,0,2,0,0,0,0,17,4,1,0,6,4,0,1,0,0,27,1,1,0,0,0
skoge001,0.3193,7.88,2,11,27,22,0,0,0,327,126,80,19,40,67,0,3,7,0,487,1,82,0,3,10
skokc101,0.3333,6.8025,4,7,107,0,0,0,5,450,170,81,19,58,85,12,8,3,1,664,38,93,7,7,14
skrmm001,0.303,12.415,2,2,14,0,0,0,0,44,19,19,3,9,11,0,3,1,0,73,3,22,1,1,0
slagr101,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,0,0,6,1,0,0,0,0
slama001,0.15,3.855,0,1,7,0,0,0,0,21,6,4,1,7,8,0,2,0,0,34,2,4,0,0,0
sland001,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
slapj101,0.44,7.11,0,1,3,1,0,0,0,19,15,5,0,4,1,0,0,0,0,38,1,12,0,0,0
slatd001,0.2606,3.5486,7,8,216,0,0,0,0,452,156,59,15,67,110,7,6,9,0,674,55,72,4,1,16
slatj001,0.2731,4.2153,151,158,496,360,86,22,14,8051,2773,1202,277,1004,1191,65,97,48,6,11535,71,1335,96,102,207
slaus101,0.3,5.75,2,4,20,6,1,0,0,155,64,33,8,32,32,6,3,0,0,247,3,35,0,0,0
slayb101,0.3097,4.1567,6,9,42,17,3,1,0,415,136,59,5,51,89,3,6,5,0,599,15,74,4,8,4
slays101,0.24,3.86,0,0,3,0,0,0,0,21,6,3,0,3,2,0,0,0,0,29,2,3,0,0,0
sleal101,0.24,5.5822,12,18,131,21,7,1,5,902,306,157,32,172,152,16,3,8,1,1367,54,181,0,0,0
slega001,0.2607,4.91,1,2,9,5,0,0,1,96,32,20,7,8,15,0,0,2,0,135,2,21,0,0,3
sloal101,0.34,6.57,0,1,9,2,0,0,0,49,21,12,0,11,4,0,0,0,0,76,2,12,0,0,0
slocb001,0.4875,16.3,0,0,10,2,0,0,0,59,35,17,5,9,12,0,2,2,0,100,1,17,0,1,3
sloch001,0.27,4.6907,28,37,548,0,0,0,98,1893,636,286,38,358,513,40,57,21,2,2853,297,320,32,28,49
slowk001,0.3003,4.8729,43,36,137,106,3,2,0,1986,765,340,99,111,495,3,11,22,0,2828,7,354,16,36,40
slusj001,0.2826,5.44,13,21,118,34,1,0,3,917,342,176,45,125,173,9,10,15,1,1358,29,189,7,12,28
smala001,0.3574,8.073,25,13,172,15,1,1,4,965,380,186,37,137,170,12,12,14,0,1454,45,202,12,12,40
smalm001,0.308,5.92,0,1,16,0,0,0,0,73,33,16,1,13,16,3,1,1,1,122,4,23,1,0,1
smalw101,0.26,4.98,0,0,6,0,0,0,0,65,20,12,1,9,6,0,0,2,0,87,3,12,0,0,0
smarj001,0.291,5.74,1,3,44,0,0,0,0,202,75,40,7,21,31,0,1,0,0,291,10,41,2,3,7
smeld001,0.265,3.86,2,2,11,6,0,0,1,147,50,21,8,12,38,0,1,1,1,202,2,23,0,0,4
smilj001,0.2502,4.1508,126,103,361,280,28,8,4,5723,1842,806,185,496,1284,32,48,39,17,7900,21,888,101,52,142
smita101,0.5,11.57,0,1,3,2,0,0,0,21,17,9,1,4,1,0,0,0,0,39,0,13,0,0,0
smita103,0.44,9,0,0,1,0,0,0,0,6,4,2,0,2,0,0,0,0,0,11,0,2,0,0,0
smita104,0.27,3.9192,99,101,356,202,75,16,17,4987,1707,688,94,587,587,0,27,32,3,7112,96,827,0,0,0
smitb001,0.2632,3.93,108,94,365,255,23,8,6,5374,1725,702,140,432,1028,43,33,48,16,7434,39,808,87,47,146
smitb003,0.375,10.38,0,0,3,0,0,0,0,13,6,5,1,2,3,0,0,0,0,20,1,5,1,1,1
smitb004,0.294,5.385,7,8,27,24,1,1,0,398,146,73,16,46,81,7,0,4,1,580,2,79,11,5,11
smitb005,0.2838,5.815,2,10,65,13,0,0,0,407,155,99,27,75,143,5,1,5,1,631,25,100,4,4,7
smitb006,0.35,6.23,0,0,5,0,0,0,0,13,7,3,1,0,1,0,0,1,0,21,1,3,0,0,0
smitb102,0.263,3.05,1,1,10,1,0,0,1,62,20,7,3,3,3,1,0,0,0,81,4,7,2,0,3
smitb108,0.45,30,4,4,30,10,1,0,0,290,97,51,6,59,60,3,7,0,0,435,7,57,0,0,0
smitb109,0.2733,3.9783,4,9,91,8,2,0,2,500,174,75,14,83,93,12,5,4,0,753,28,102,0,0,0
smitb110,0.2793,3.8929,106,139,435,229,128,16,40,6739,2472,983,132,670,618,0,11,18,4,9652,156,1139,0,0,0
smitb112,0.3133,3.9633,1,6,32,6,0,0,1,205,82,32,8,17,34,4,1,1,0,295,9,42,0,0,0
smitc001,0.2565,3.965,11,11,34,34,1,0,0,632,200,90,16,89,189,6,6,9,2,898,0,100,8,9,18
smitc002,0.2468,5.414,1,4,77,9,0,0,0,444,137,89,35,62,112,1,4,4,0,642,27,93,2,6,10
smitc003,0.4375,19.575,0,0,12,0,0,0,0,39,20,12,1,6,11,0,1,1,0,63,5,12,0,0,1
smitc004,0.1984,1.486,4,6,108,0,0,0,14,306,74,25,4,34,129,4,6,7,0,415,31,27,3,0,7
smitc005,0.318,5.4,0,0,4,0,0,0,0,15,7,3,1,1,1,0,0,0,0,23,3,3,0,0,0
smitc006,0.241,5.4733,15,18,53,46,0,0,0,748,212,129,47,103,274,5,7,9,1,1058,6,134,4,8,8
smitc104,0.32,5.815,1,1,18,1,0,0,0,118,50,24,4,15,17,0,2,1,0,179,9,28,0,0,0
smitd001,0.2381,2.8231,53,53,609,1,0,0,216,2428,700,240,34,283,548,64,28,13,22,3357,432,280,55,19,57
smitd002,0.4245,12.6,0,0,5,0,0,0,0,18,9,6,2,1,3,0,0,0,0,27,3,6,0,1,1
smitd004,0.238,4.05,0,1,2,1,0,0,0,20,5,3,0,4,6,0,0,0,0,27,1,3,0,2,1
smitd005,0.301,4.66,1,5,17,2,0,0,0,87,36,15,3,20,14,1,2,0,0,143,3,19,2,1,2
smitd006,0.2582,5.7125,7,12,87,17,0,0,2,532,182,103,29,81,142,2,9,7,0,780,21,108,10,7,12
smitd009,0.309,3.54,1,1,27,0,0,0,0,84,34,11,2,6,18,0,1,2,0,120,8,11,0,2,3
smitd105,0.64,5.08,2,1,22,0,0,0,0,133,51,25,0,30,13,0,2,1,0,210,15,29,0,0,0
smite105,0.2683,4.7375,73,113,282,197,91,8,12,4787,1554,678,106,739,694,0,34,33,1,6973,60,816,0,0,0
smitf104,0.2371,4.8871,35,33,271,7,1,0,44,1487,426,210,67,181,277,3,9,30,2,2093,175,247,0,0,0
smitg002,0.2825,5.195,8,18,40,40,2,0,0,688,218,115,29,111,142,7,6,4,1,982,0,120,7,13,16
smitg102,0.284,5.536,10,8,132,7,1,0,3,992,354,194,17,218,135,0,7,5,1,1533,73,225,0,0,0
smitg104,0.3067,4.2667,30,71,183,103,42,4,4,2858,1129,426,50,216,197,0,12,21,3,4098,58,560,0,0,0
smith109,0.25,3.4525,12,11,51,25,10,3,1,630,232,88,8,52,59,0,1,9,1,910,14,112,0,0,0
smitj002,0.2254,3.034,50,29,782,0,0,0,30,2086,573,230,54,237,615,28,17,36,3,2855,161,248,21,9,66
smitj003,0.3315,5.53,3,2,54,0,0,0,1,186,77,34,10,19,39,2,3,3,1,273,16,34,1,3,12
smitj004,0.2758,5.5675,5,11,85,11,0,0,1,475,170,95,29,70,132,6,2,9,0,711,36,101,1,4,6
smitj005,0.333,4.5,1,0,4,0,0,0,0,12,5,2,1,1,3,0,0,1,0,17,1,2,0,0,1
smitj006,0.215,6.855,0,0,14,0,0,0,0,38,11,9,0,11,14,2,0,3,0,64,6,9,0,1,0
smitj109,0.2633,5.2767,2,2,34,0,0,0,1,148,48,25,5,17,31,6,6,2,0,214,12,28,0,0,0
smitl001,0.2352,3.0029,71,92,1022,6,0,0,478,3868,1133,434,89,486,1251,100,47,10,4,5388,802,475,63,38,77
