retroID,BAOpp,ERA,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
dumap001,0.3113,7.775,4,13,87,17,0,0,1,453,179,104,24,90,97,7,3,4,0,715,20,111,6,10,10
dumod101,0.415,7.65,1,0,8,0,0,0,0,31,19,9,0,6,7,2,2,1,0,55,2,9,3,0,1
dumog101,0.32,4.33,0,4,13,2,0,0,0,106,45,17,1,19,12,0,5,1,0,158,5,21,0,0,0
dumon101,0.31,4.6,3,5,28,8,1,0,1,282,118,48,4,45,23,0,2,3,0,435,11,60,0,0,0
dunbm001,0.387,11.57,0,1,8,0,0,0,0,21,12,9,0,11,5,3,1,1,0,45,1,9,2,0,1
duncc001,0.2405,2.53,3,3,38,0,0,0,0,135,44,24,5,26,50,3,2,2,0,203,16,24,1,3,2
dunej101,0.277,4.73,0,2,7,0,0,0,0,40,13,7,2,12,3,1,0,0,0,63,2,7,3,1,0
dunna001,0.4,9,0,0,1,0,0,0,0,3,2,1,0,1,0,0,0,0,0,6,1,1,0,0,0
dunnj001,0.225,1.42,0,2,30,0,0,0,0,78,20,8,2,12,16,1,3,3,0,106,9,8,0,2,4
dunnj002,0.105,2.7,0,0,4,4,0,0,0,20,2,2,0,9,5,0,0,0,0,30,0,2,0,2,1
dunnj103,0.19,3.38,0,0,3,0,0,0,0,16,4,2,0,3,2,0,1,0,0,24,1,2,0,0,0
dunnm001,0.271,4.9433,25,30,85,76,7,1,0,1423,471,215,37,225,205,14,30,10,13,2081,1,255,27,17,48
dunnm002,0.2437,4.6636,34,26,555,0,0,0,4,1308,389,194,47,224,473,18,23,11,0,1899,89,211,12,21,27
dunns002,0.437,10.37,1,0,10,0,0,0,0,32,24,13,2,5,6,0,4,2,0,62,1,13,0,0,1
dunns101,0.2728,6.6022,23,41,136,84,7,1,1,1841,604,311,82,323,390,25,28,12,4,2699,18,342,34,18,20
duplj001,0.283,4.42,1,1,15,3,0,0,1,110,39,18,2,18,34,1,2,5,0,163,5,18,1,1,6
duprm101,0.286,9.19,0,0,12,0,0,0,0,47,18,16,4,7,5,0,1,0,2,71,7,17,0,1,1
duram002,0.342,9.35,0,1,14,2,0,0,0,52,27,18,4,9,22,0,0,2,0,90,6,24,0,0,1
durar001,0.1795,6.73,0,1,31,0,0,0,0,78,16,19,0,32,23,0,3,5,1,130,6,19,2,1,0
durbc001,0.277,5.5027,43,47,456,75,3,0,5,2509,898,467,123,365,577,26,35,44,0,3725,82,512,17,37,78
durbj001,0.4823,35.67,6,6,23,11,1,1,1,218,90,50,6,43,46,4,3,2,0,343,6,55,4,2,9
durer101,0.2269,4.6338,27,44,311,32,2,1,57,1768,443,251,40,392,630,15,38,41,3,2601,145,284,0,0,0
durhd101,0.272,5.965,2,11,25,12,1,0,1,264,91,57,8,45,58,5,3,1,0,396,5,63,8,6,3
durhe101,0.284,5.298,29,44,143,71,23,3,1,1925,677,317,45,202,204,0,3,15,3,2769,43,360,0,0,0
duroj001,0.232,6.465,3,1,45,0,0,0,0,166,36,19,7,23,51,2,3,3,0,222,10,22,0,1,5
durrt001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
dusae101,0.2225,5.7675,0,3,23,3,0,0,1,162,51,32,4,44,26,0,1,2,0,252,16,35,0,0,0
dusec101,0.475,6.75,1,1,3,2,0,0,0,24,19,7,0,3,5,1,0,0,1,45,0,7,0,0,0
dustb101,0.35,9,0,1,7,0,0,0,0,18,10,6,0,5,4,1,1,0,0,35,5,9,0,0,0
duvam001,0.3458,6.555,1,1,53,0,0,0,0,153,62,27,6,32,23,1,5,2,1,239,7,30,1,2,11
dwyec001,0.2,0,0,0,2,0,0,0,0,9,2,0,0,1,2,0,0,0,0,11,0,0,0,0,1
dyere101,0.3417,7.4783,15,15,69,23,10,2,3,768,316,135,11,96,63,0,5,13,0,1145,35,164,0,0,0
dyerm001,0.2748,4.8575,14,18,155,13,1,0,6,710,249,121,19,113,154,11,9,15,3,1052,42,135,15,9,28
dykej101,0.33,4.5,0,0,2,0,0,0,1,6,2,1,0,1,0,0,0,0,0,8,2,1,0,0,0
dykhr001,0.4,18,0,0,1,0,0,0,0,3,2,2,0,1,1,0,0,0,0,6,1,2,0,0,0
dysos001,0.3045,7.8218,24,23,376,1,0,0,59,1160,365,146,31,129,310,14,17,20,1,1619,140,164,13,5,45
eader001,0.2635,1.76,0,1,8,0,0,0,0,34,11,3,2,6,10,0,0,1,0,50,4,3,0,0,1
earla101,0.32,8.3963,12,20,223,10,1,0,14,1144,400,190,35,184,310,20,13,13,3,1735,85,240,0,0,0
earlb001,0,0,0,0,3,0,0,0,0,9,0,0,0,2,2,0,0,0,0,11,2,0,0,0,0
earlt101,0.245,3.9517,18,24,91,37,15,2,5,1079,349,151,27,143,104,0,8,9,1,1546,26,183,0,0,0
earng101,0.2773,5.0282,127,93,319,249,115,18,12,5746,1981,933,142,809,1002,0,55,25,2,8465,45,1063,0,0,0
easll001,0.216,4.925,2,1,27,0,0,0,2,116,31,22,6,24,27,5,3,2,2,169,11,23,4,2,1
easth103,0.3333,6.21,2,6,19,8,1,0,0,190,85,38,5,41,27,0,2,0,0,315,3,55,0,0,0
eastj001,0.3096,6.2093,23,33,321,36,0,0,14,1834,663,314,48,319,350,30,38,17,2,2744,105,360,33,30,82
eastr101,0.2577,3.414,28,27,326,1,0,0,68,1576,519,193,38,156,295,21,11,8,2,2214,194,215,23,14,39
eatoa001,0.276,5.2918,71,68,209,201,3,0,0,3536,1253,647,167,448,855,33,35,52,1,5167,4,688,42,34,91
eatoc101,0.222,2.7,0,0,5,0,0,0,0,30,8,3,0,3,4,2,0,0,0,41,4,3,2,0,1
eatoz101,0.28,4.895,4,2,23,3,0,0,0,207,67,34,2,48,19,0,3,3,1,306,13,40,0,0,0
eaveg001,0.258,4.8367,2,3,16,8,0,0,0,167,49,22,5,35,25,1,1,3,1,246,5,24,0,0,4
eavev101,0.268,5.81,4,8,24,14,6,0,0,318,105,54,7,70,46,0,4,6,0,482,3,62,0,0,0
eayre101,0.365,11.415,1,2,9,3,0,0,0,93,45,25,1,21,8,0,1,2,0,153,4,28,0,0,0
eberd001,0.3,5.63,0,1,5,0,0,0,1,24,9,5,2,5,4,1,0,0,0,35,3,5,0,0,2
eckea101,0.36,9.4533,0,2,18,2,0,0,0,80,40,27,3,14,7,0,1,0,0,134,11,30,0,0,0
eckec101,0.3333,4.46,0,3,25,1,1,0,0,215,86,36,8,27,22,0,2,2,0,313,11,45,0,0,0
ecked001,0.2425,3.4704,197,171,1071,361,100,20,390,9857,3076,1278,347,738,2401,91,28,75,16,13534,577,1382,109,93,146
eckee001,0.2725,4.25,1,0,27,0,0,0,0,71,23,10,1,17,25,1,1,2,0,110,7,11,0,0,2
eddyc001,0.438,7.36,0,0,6,0,0,0,0,11,7,3,0,2,2,0,1,2,0,22,0,3,2,0,0
eddyd101,0.238,2.345,0,2,29,0,0,0,0,103,29,9,3,25,23,2,0,0,0,151,9,10,2,1,0
eddys101,0.29,4.73,1,1,7,4,0,0,0,97,36,17,1,20,7,0,0,2,0,152,3,19,3,3,3
edele101,0,27,0,0,2,0,0,0,0,3,0,3,0,6,0,0,0,0,0,10,1,3,0,0,0
edelj101,0.2797,6.2867,2,0,27,0,0,0,0,136,56,34,5,11,26,4,1,1,1,199,8,34,3,2,4
edelj102,0.3,11.12,0,0,5,0,0,0,0,17,7,7,0,8,3,0,0,0,0,31,2,7,0,0,0
edenk001,0.3675,7.32,0,0,9,0,0,0,0,51,25,11,3,7,10,0,3,1,0,82,3,12,0,1,3
edent001,0.2988,4.2487,19,12,182,14,0,0,6,937,315,134,20,123,182,18,17,8,1,1341,59,145,19,8,28
edgeb101,0.3567,6.3,1,2,17,1,0,0,0,62,31,11,2,10,11,2,2,2,0,103,5,14,0,0,0
edgeb102,0.283,5.23,3,4,9,9,1,0,0,155,60,30,6,24,19,1,4,1,0,240,0,32,2,1,4
edgij001,0.2372,3.706,4,4,177,0,0,0,2,387,113,50,13,52,116,4,4,9,1,544,29,54,3,3,16
edles001,0.332,7.115,0,1,27,0,0,0,0,80,37,20,3,16,15,0,0,1,0,129,8,20,0,0,4
edmob001,0.262,4.65,9,12,121,0,0,0,1,510,182,94,21,81,98,10,10,9,0,762,27,103,11,10,19
edmog101,0.39,9.75,0,0,8,1,0,0,0,42,22,15,1,8,3,0,0,1,0,70,1,15,0,0,0
edmop101,0.22,3.7,1,6,14,13,1,0,0,263,72,36,5,39,46,4,4,4,0,369,1,36,0,0,0
edwac001,0.1977,8.5767,9,8,194,0,0,0,2,528,95,70,15,100,236,4,17,5,1,719,27,74,2,4,10
edwaf101,0.372,8.394,6,9,56,17,4,0,0,510,193,90,4,84,60,0,4,5,0,783,23,108,0,0,0
edwaj001,0.2312,3.814,2,0,49,0,0,0,0,125,36,17,8,31,46,0,4,3,0,191,13,19,0,2,3
edwaj102,0.3043,5.0014,26,37,145,59,23,6,4,1753,666,284,18,278,211,0,6,13,2,2663,42,360,0,0,0
edwas101,0.33,3,0,0,1,0,0,0,0,9,4,1,0,1,1,0,0,0,0,13,1,1,0,0,0
edwaw001,0.254,3.5867,5,5,62,5,0,0,2,377,110,47,9,61,84,5,3,3,0,532,13,56,6,5,20
efliz001,0.2768,5.0475,25,31,78,74,4,2,0,1257,448,220,72,114,318,10,8,15,0,1805,3,244,14,16,32
egand101,0.2725,5.0625,1,2,74,0,0,0,2,304,109,58,13,41,68,7,5,5,1,460,29,66,0,0,0
egbej001,0.2665,13.5,0,0,3,0,0,0,0,10,8,8,1,2,0,1,0,0,0,20,2,8,0,1,0
ege-c001,0.4105,6.52,1,0,18,0,0,0,0,35,16,5,2,5,11,0,0,1,0,55,4,5,0,3,1
eglob001,0.333,4.76,0,0,6,0,0,0,0,17,8,3,0,4,8,1,2,0,0,28,2,3,0,0,1
ehmkh101,0.2792,4.4046,153,148,369,308,182,16,12,7571,2596,1060,98,914,907,0,20,127,8,10910,48,1279,0,0,0
ehrhr101,0.2833,4.0283,22,34,193,40,22,3,10,1762,633,271,26,200,128,0,12,9,1,2547,81,324,0,0,0
eibeh101,0.27,3.48,0,0,3,0,0,0,0,31,10,4,0,3,5,0,0,0,0,40,2,4,0,0,0
eichj001,0.2539,4.9057,26,36,125,79,14,1,0,1810,575,275,50,283,281,20,25,8,14,2605,16,312,27,24,55
eichm001,0.2597,3.3817,48,43,563,7,0,0,32,2657,825,295,49,270,640,63,25,40,11,3702,226,328,52,33,76
eickj001,0.278,4.694,21,30,80,76,0,0,1,1320,437,203,70,126,396,6,13,15,3,1861,2,219,12,20,25
eilad001,0.3159,7.132,12,27,92,70,0,0,0,1119,465,238,46,118,153,7,5,16,2,1687,6,274,5,14,33
eiled101,0.318,5.916,8,6,81,0,0,0,3,370,146,61,14,29,52,13,1,7,0,541,37,68,0,0,0
eined001,0.302,3.55,0,0,11,0,0,0,0,38,16,5,1,4,3,0,0,0,0,58,4,9,0,1,1
eiscj001,0.3036,8.8055,11,9,324,0,0,0,3,889,297,121,25,139,244,29,22,21,2,1317,83,148,17,9,25
eiseh101,0.3089,5.2178,25,27,165,32,11,1,14,1436,550,204,30,114,157,0,6,4,2,2064,88,242,0,0,0
eisej101,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0
ekstm001,0.2868,4.692,0,3,51,0,0,0,0,183,69,38,6,26,45,2,3,3,0,274,22,39,3,6,8
elars001,0.2709,5.8275,56,61,232,170,4,1,3,3196,1107,626,192,418,698,13,39,40,1,4681,19,675,33,40,71
elbes001,0.2697,6.2067,4,3,127,0,0,0,2,290,87,38,10,42,94,5,6,3,0,410,27,38,1,3,8
elded001,0.3185,11.21,1,3,19,0,0,0,0,76,23,13,3,18,26,3,1,1,0,116,4,15,1,2,3
eldrc001,0.2726,4.8721,86,74,341,192,19,4,9,4104,1340,672,173,576,939,17,39,50,2,5930,45,716,40,43,103
eliar001,0.2561,5.17,22,24,126,54,1,1,14,1164,364,171,44,148,325,7,11,22,6,1652,44,194,6,12,45
elleh101,0.27,3.44,34,23,86,55,31,8,3,1479,470,154,16,117,220,0,4,9,1,2010,24,182,0,0,0
ellib001,0.2287,4.1933,7,4,97,0,0,0,0,308,92,53,10,64,98,4,8,10,1,466,28,59,1,3,9
ellib104,0.278,3.21,1,1,16,2,0,0,0,126,45,15,5,17,16,4,1,0,0,185,4,21,2,4,2
ellic001,0.25,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0
ellid001,0.25,1.635,0,1,31,1,0,0,0,105,33,12,3,22,27,2,2,1,0,157,11,12,2,0,4
ellid101,0.267,3.8413,138,119,345,317,71,14,1,6383,2067,817,140,674,1136,66,45,44,9,8978,10,958,69,62,100
ellig101,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0,7,1,0,0,0,0
ellig102,0.29,3.8967,4,5,34,7,1,0,1,271,93,41,11,39,25,0,2,0,0,386,8,46,0,0,0
ellih102,0.3275,7.2625,11,24,120,30,4,0,4,967,453,249,22,174,90,0,4,2,0,1550,42,295,0,0,0
ellij102,0.31,2.465,1,1,10,2,0,0,0,66,27,7,1,12,8,2,0,0,0,100,5,8,0,0,0
ellij103,0.2945,7.5218,63,74,252,144,51,8,12,3620,1338,569,70,414,453,0,18,25,7,5276,63,687,0,0,0
ellir001,0.2742,6.0625,7,7,29,21,0,0,0,354,138,79,20,48,54,2,4,5,2,534,4,81,6,9,10
ellis101,0.2586,4.5743,63,58,229,140,35,3,18,3012,967,463,118,378,677,27,28,22,4,4296,51,503,0,0,0
ellsd101,0.2831,4.5467,115,137,407,310,87,9,5,6467,2274,890,194,595,1140,71,72,45,1,9156,36,1033,6,4,0
ellss001,0.315,6.75,1,6,8,7,0,0,0,108,47,27,7,16,16,1,1,1,0,168,0,29,1,1,4
elmoj001,0.25,4.5,0,0,2,0,0,0,0,6,3,1,1,0,0,0,0,0,0,9,1,1,0,0,0
elstd101,0.268,4.372,49,54,450,15,2,0,63,2267,702,310,80,327,519,63,13,25,2,3232,241,354,0,0,0
elvin001,0.3,5.4,0,0,4,0,0,0,0,15,6,3,0,5,6,0,0,0,0,25,2,3,0,0,0
ely-j001,0.3277,10,4,13,25,19,0,0,0,346,123,73,14,51,92,5,4,3,0,505,2,75,5,4,13
embra001,0.2606,4.9965,39,45,882,4,0,0,25,2322,744,395,95,293,691,35,24,20,3,3318,217,429,31,41,58
embrr101,0.255,5.2237,31,48,141,90,29,1,1,2121,653,292,50,330,286,0,14,10,2,3051,25,334,0,0,0
embrs101,0.5,10.13,0,0,1,0,0,0,0,8,7,3,0,2,1,0,0,0,0,18,0,6,0,0,0
emmes101,0.335,4.68,4,4,33,7,1,0,0,312,117,56,9,33,28,0,0,1,1,458,13,57,0,0,0
encal001,0.311,7.84,0,0,4,0,0,0,0,31,14,9,1,4,8,0,1,0,0,49,2,10,0,0,0
endet001,0.359,10.61,0,1,9,0,0,0,0,28,14,11,2,5,5,0,0,0,0,46,4,13,2,0,3
engej101,0,21.6,0,0,2,0,0,0,0,5,0,4,0,7,0,0,3,1,0,12,0,7,0,0,0
enges001,0.298,5.57,1,5,11,8,1,0,1,155,61,32,10,26,29,1,2,0,1,237,1,36,5,1,4
englj001,0.323,3.86,0,0,7,0,0,0,0,21,10,3,0,2,4,0,1,0,0,33,0,3,0,0,0
englr101,0.5,18,0,0,1,0,0,0,0,6,6,4,0,1,2,0,0,0,0,13,0,4,0,0,0
ennij001,0.3393,7.0533,0,0,16,2,0,0,2,83,37,24,4,11,22,0,1,0,1,131,6,25,1,2,1
ennsd001,0.35,6.75,0,0,2,1,0,0,0,12,7,3,2,1,2,0,0,0,0,21,0,4,0,0,0
enrib001,0.3218,9.7525,7,13,31,26,0,0,0,446,166,92,34,52,76,1,3,2,0,648,3,92,11,3,17
enyat101,0.444,16.2,0,0,2,0,0,0,0,5,4,3,0,4,2,0,0,0,0,13,0,6,0,0,0
enzmj101,0.315,3.06,5,5,30,5,3,0,0,342,146,39,1,24,48,0,3,7,0,495,15,69,0,0,0
eovan001,0.2636,4.251,46,54,179,160,0,0,0,2753,959,438,96,294,710,14,33,23,0,3932,5,463,24,22,88
eppea101,0.315,4.335,2,0,14,4,1,0,0,108,42,16,2,20,13,0,3,0,0,166,5,19,0,0,0
epplc001,0.3573,10.9767,2,3,71,0,0,0,0,170,61,29,6,22,39,3,5,1,0,245,16,31,5,0,8
erarg101,0.3,6,0,1,5,0,0,0,0,27,12,6,3,6,5,1,1,0,0,46,2,8,0,0,0
eraue101,0.3129,5.4143,15,23,164,22,4,0,2,1139,434,205,34,179,157,0,13,16,4,1703,62,240,0,0,0
erdot001,0.3038,5.8,2,0,63,0,0,0,2,281,105,58,12,45,58,3,6,12,0,437,21,62,1,8,8
ericd101,0.24,4.63,0,1,9,0,0,0,1,35,11,6,3,9,9,1,0,0,0,55,6,7,0,0,0
erice101,0.266,4.624,30,51,124,83,34,6,3,2120,703,321,35,339,309,0,18,31,3,3071,27,413,0,0,0
erich102,0.32,4.73,0,1,18,0,0,0,1,97,43,17,4,10,19,0,0,2,0,148,8,23,0,0,0
ericj001,0.2517,4.1,8,14,57,22,1,0,14,486,171,86,19,73,132,6,13,2,1,724,23,97,6,6,5
ericp101,0.233,4.043,37,48,207,86,27,5,6,2443,774,349,41,425,432,0,19,19,0,3606,57,393,0,0,0
ericr101,0.2776,4.3329,35,53,135,117,24,0,1,2398,868,367,68,251,365,9,24,14,15,3451,5,419,25,32,60
ericr102,0.435,17.035,1,0,8,0,0,0,0,45,23,14,1,12,2,0,1,0,0,77,3,15,0,0,0
erics001,0.2909,5.2276,142,136,389,364,51,17,0,7082,2586,1203,228,865,1252,32,68,103,3,10284,10,1306,67,70,316
erlir001,0.2672,4.5783,13,20,106,38,0,0,0,939,336,159,34,62,249,1,15,3,1,1304,21,169,9,13,30
errid101,0.2983,4.0383,36,47,168,77,31,6,12,2209,804,315,36,290,176,0,12,9,3,3198,52,353,0,0,0
erskc101,0.255,4.3217,122,78,335,216,71,14,13,5156,1637,763,199,646,981,13,38,16,1,7270,61,830,0,0,0
ervip001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
escac101,0.263,3.67,1,3,38,2,0,0,1,221,73,30,3,16,33,2,0,0,3,300,15,33,2,4,6
escae001,0.2302,3.74,1,5,78,0,0,0,0,300,96,50,16,32,71,7,5,3,3,427,20,54,4,3,5
escas001,0.24,3.77,3,1,63,0,0,0,0,124,36,16,3,16,35,2,3,5,0,175,9,17,2,2,5
eschj001,0.327,5.54,0,1,4,3,0,0,0,39,17,8,4,8,10,1,0,1,0,61,0,8,0,0,4
escoe001,0.25,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0
escoe002,0.238,5.865,1,2,27,2,0,0,0,77,34,20,4,12,19,3,0,5,0,124,5,22,1,0,3
escok001,0.2461,3.9408,101,91,411,202,10,4,59,4521,1461,695,137,611,1310,28,54,47,1,6483,132,755,33,39,125
escol001,0.455,7.94,0,0,4,0,0,0,0,17,10,5,1,4,2,0,1,1,0,29,2,5,1,1,1
eshet001,0.313,6.5,1,2,10,4,0,0,0,108,47,26,12,11,22,1,0,1,0,164,2,31,0,2,3
eshev001,0.3043,6.0867,15,9,83,30,0,0,0,636,256,143,19,111,118,9,10,5,0,982,11,158,4,10,31
espia001,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
espig001,0.279,5.06,2,0,15,0,0,0,0,48,17,9,5,8,8,2,2,0,0,69,5,10,0,0,4
espin101,0.3459,6.3722,44,55,140,126,24,5,0,2461,865,380,85,252,338,30,7,14,8,3476,3,414,35,24,68
espip001,0.2415,5.895,0,0,12,2,0,0,0,72,23,16,7,10,20,0,0,3,0,109,7,17,1,0,1
espom001,0.333,6.75,0,2,3,3,0,0,0,44,21,11,3,9,5,1,0,0,0,73,0,11,1,0,0
essem101,0.286,16.2,0,0,2,0,0,0,0,5,2,3,0,4,1,0,0,0,0,11,1,3,0,0,0
estec001,0.261,4.8533,10,9,169,0,0,0,11,478,159,82,21,65,171,7,5,7,2,703,48,87,3,7,8
ested102,0.25,3.495,1,2,12,7,0,0,0,159,51,19,3,31,29,1,1,1,1,241,1,21,0,0,0
estes001,0.2678,4.9757,101,93,283,281,14,8,0,5035,1708,879,158,858,1210,36,79,57,9,7403,0,950,102,49,241
estog101,0.25,4.33,0,1,37,1,0,0,3,181,56,29,2,37,11,0,2,0,0,263,16,33,0,0,0
estrc101,0.2543,5.3829,50,44,146,105,24,2,2,2293,652,346,78,416,535,25,31,40,2,3331,12,377,0,0,0
estrh001,0.3377,9.3967,4,1,15,4,0,0,0,108,48,30,10,25,22,4,3,3,0,181,6,31,0,1,2
estrl001,0.489,12.3833,7,3,62,0,0,0,3,216,92,39,11,22,28,5,2,3,1,324,19,39,4,5,6
estrm001,0.2447,5.2933,62,68,283,194,0,0,0,3754,1125,596,199,395,1094,6,29,26,4,5220,22,626,26,29,47
estro101,0.25,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,1,5,1,0,0,0,0
ethes001,0.287,7.1075,9,7,23,23,0,0,0,347,133,81,27,48,63,1,3,4,1,529,0,83,4,7,6
ettlm001,0.307,6.5,1,0,14,0,0,0,0,54,23,13,4,4,9,1,3,0,0,81,5,16,0,2,1
eubau101,0.55,27,0,0,2,0,0,0,0,5,5,5,0,4,1,0,1,0,0,16,0,9,0,0,0
eufef001,0.25,3.79,4,2,39,0,0,0,2,185,56,26,7,21,30,7,2,0,2,250,21,27,2,3,8
evana102,0.25,3,0,0,7,0,0,0,0,54,19,6,1,10,6,0,0,0,0,84,7,9,0,0,0
evanb001,0.206,2,0,0,8,0,0,0,0,27,7,2,1,0,7,0,0,0,0,34,3,3,0,0,0
evanb102,0.29,5.65,0,4,7,3,2,0,0,110,41,23,1,18,15,0,0,0,0,166,3,25,0,0,0
evanb103,0.26,5.61,0,1,13,0,0,0,0,65,21,12,0,16,4,0,3,0,0,97,5,14,0,0,0
evanr101,0.305,6.395,1,11,41,6,0,0,2,335,144,77,8,48,47,0,1,0,1,534,25,89,0,0,0
eveld001,0.3138,6.635,20,28,187,61,1,0,2,1339,522,271,34,221,308,18,17,36,1,2050,32,280,5,18,57
everb001,0.3662,9.7275,2,5,76,1,0,0,0,288,111,55,11,34,61,3,4,4,1,421,16,59,6,6,14
everl101,0.3,8.04,0,1,5,0,0,0,0,47,18,14,4,12,11,1,0,1,0,75,0,14,0,0,0
eyres001,0.2658,4.1807,28,30,617,32,0,0,4,1948,654,305,83,332,537,27,41,15,0,2881,107,337,20,31,55
eyrew001,0.2673,4.6025,7,8,111,2,0,0,1,491,183,90,18,65,86,10,10,7,0,726,40,94,9,6,16
eyrig101,0.34,3.38,0,0,9,0,0,0,0,56,27,7,1,9,5,0,0,0,0,90,6,8,0,0,0
faber101,0.274,3.6067,183,167,492,369,205,18,17,9215,3227,1181,100,881,1004,0,37,65,0,13192,85,1436,0,0,0
facer101,0.2682,3.1582,104,95,848,27,6,0,193,4125,1347,531,141,362,877,106,32,14,2,5691,574,591,0,0,0
faett101,0.275,2.405,0,0,19,0,0,0,0,130,44,13,0,30,21,0,2,1,0,182,12,23,0,0,0
fagae101,0.27,5.535,2,7,38,2,0,0,3,247,88,50,6,38,21,0,0,5,2,374,19,55,0,0,0
fahrj101,0.5,4.76,0,0,5,0,0,0,0,17,11,3,0,2,0,0,0,0,0,25,2,3,0,0,0
fairp001,0.272,7.23,2,3,21,0,0,0,2,63,25,16,5,10,28,0,2,0,0,99,3,20,0,0,2
fairr102,0.62,9,0,0,2,0,0,0,0,6,5,2,0,0,0,0,1,0,0,10,2,2,0,0,0
fajah001,0.2562,6.068,5,9,30,17,0,0,0,373,149,96,19,42,78,0,10,4,0,558,3,100,4,7,6
falcp001,0.2605,4.143,70,90,325,217,25,7,7,4306,1385,649,152,671,865,45,70,16,10,6220,35,717,78,58,98
falkb001,0.2814,4.8229,3,5,64,0,0,0,0,227,91,47,10,36,62,3,4,5,0,350,17,50,5,0,10
falkc102,0.3467,6.4567,5,4,40,8,3,0,0,344,158,77,4,54,16,0,2,6,0,534,23,97,0,0,0
fallb001,0.2985,4.935,0,0,13,3,0,0,0,92,37,17,5,20,27,2,1,0,0,141,4,18,0,1,6
falle101,0.315,5.365,2,1,33,4,1,1,0,230,99,47,3,39,20,0,0,1,0,358,16,60,0,0,0
falts001,0.3305,5.44,0,0,15,0,0,0,0,60,26,13,3,6,7,0,0,1,0,86,5,14,0,3,6
famij001,0.234,3.6756,21,21,409,1,0,0,124,1238,346,145,23,185,432,21,25,11,0,1742,220,159,13,8,43
fannc101,0.2838,5.65,34,51,164,98,28,6,6,2199,763,395,72,393,352,0,12,3,2,3282,39,445,0,0,0
fanof101,0.26,5.475,0,5,55,4,0,0,0,315,106,64,7,65,64,0,8,8,1,485,22,72,0,0,0
fanoh101,0.21,5.565,2,1,16,0,0,0,1,100,29,20,3,24,35,1,3,1,2,154,5,22,0,0,0
fanss001,0.247,3.75,0,3,5,5,0,0,0,72,20,10,2,15,13,0,0,0,0,99,0,12,2,1,4
farij001,0.2905,5.7375,9,9,49,26,0,0,0,511,159,86,25,76,153,1,11,9,0,733,6,89,1,8,15
farmb001,0.2748,6.3583,14,21,182,21,0,0,0,792,274,156,39,127,241,6,10,16,0,1178,28,166,7,10,29
farme101,0.3206,4.3708,30,43,370,21,0,0,75,1872,611,298,52,345,395,50,39,12,0,2789,206,343,39,20,39
farmh001,0.302,7.04,0,3,6,4,0,0,0,69,26,18,9,10,14,1,1,0,0,99,0,18,2,1,2
farmk001,0.2,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0
farmm001,0.286,7.71,0,1,7,4,0,0,0,84,32,24,8,13,16,0,1,0,0,127,1,25,2,0,1
farnj001,0.338,5.79,2,3,44,0,0,0,0,210,100,45,6,29,28,8,6,2,1,331,15,47,3,1,7
farnk001,0.2514,4.1986,43,66,893,26,1,1,57,2966,944,468,132,412,963,37,43,28,10,4281,293,509,39,31,45
farqd001,0.2621,5.335,10,15,253,0,0,0,18,817,237,119,30,106,309,12,15,13,4,1150,92,131,8,11,21
farrj001,0.3049,6.245,36,46,116,109,13,2,0,2096,732,354,72,250,355,12,12,31,4,3040,2,383,28,18,42
farrj101,0.278,2.5,0,0,5,0,0,0,0,54,20,5,0,7,6,2,1,0,0,80,1,8,0,1,2
farrk101,0.27,4.3,0,1,5,0,0,0,0,69,24,11,1,9,4,0,2,0,0,97,4,11,0,0,0
farrl001,0.2465,6.84,4,4,39,4,0,0,0,173,48,30,12,29,60,2,1,1,0,250,14,34,0,2,1
farrs001,0.258,3.5867,48,45,509,28,1,1,132,2473,751,298,70,334,668,47,24,32,5,3487,313,326,23,24,74
farrt101,0.2594,4.2981,106,111,590,134,41,5,83,5115,1628,653,152,468,1177,82,45,27,4,7099,301,737,0,0,0
fassj001,0.2549,4.1726,121,124,720,242,17,2,25,6101,2083,929,214,724,1643,50,86,37,8,8810,146,1042,108,62,144
fastd101,0.21,5.4,0,1,8,1,0,0,0,30,8,6,1,8,10,0,0,0,0,46,2,6,0,0,0
faszj101,0.32,6.94,0,0,4,1,0,0,0,35,16,9,3,1,7,0,0,1,0,51,1,9,0,0,0
faula001,0.251,4.77,0,0,20,0,0,0,0,49,16,8,5,7,11,2,2,0,0,72,2,10,0,0,2
faulb101,0.2945,10.6517,12,16,71,33,8,3,2,784,247,137,42,95,164,6,13,12,3,1117,13,150,1,0,0
