retroID,GS,InnOuts,PO,A,E,DP
robeg001,1,305,8,14,0,0
robeg101,0,0,670,1052,108,100
robej001,32,553,13,41,4,3
robej101,0,0,0,7,1,0
robej102,27,584,8,17,2,0
robek001,59,1665,104,3,5,0
robek002,0,41,1,2,0,0
robel001,698,18709,1574,40,30,9
robem001,7,221,39,2,0,3
roben001,187,3457,42,142,19,11
rober001,61,1246,25,53,4,7
rober002,374,10152,477,823,35,121
rober101,40,908,20,41,5,4
rober102,402,9058,316,601,31,45
rober103,0,0,1,2,0,0
rober104,0,0,8,9,5,1
robes001,13,253,2,5,3,0
robes101,0,0,253,347,17,64
robes102,0,0,696,534,80,85
robet001,0,78,1,5,1,0
robet101,0,0,15,27,2,3
robew001,18,779,15,39,5,1
robib001,101,2772,797,75,12,92
robib101,1048,29207,3336,267,73,149
robib104,2790,75256,2712,6220,264,621
robic001,114,3005,670,37,7,52
robic101,210,5583,384,623,48,122
robid001,230,5890,114,222,12,10
robid002,37,1186,101,0,0,0
robid003,62,1714,125,71,8,11
robid101,0,160,4,5,0,0
robid102,9,264,22,1,0,1
robie101,121,3281,9832,636,109,1018
robie102,107,2947,242,19,5,3
robif102,821,22075,1470,42,30,6
robif103,2372,62807,6346,333,106,263
robih101,7,639,14,43,3,2
robij001,61,2710,79,138,10,12
robij002,117,2126,60,68,8,7
robij101,0,0,1,2,0,0
robij103,311,7645,4007,2728,117,830
robik001,0,145,4,3,0,1
robik002,108,4072,371,4,4,0
robir001,102,2400,61,111,12,7
robis001,174,5381,472,15,8,3
robit001,77,2121,180,3,8,0
roblh001,0,733,10,10,0,0
roblm001,0,14,0,0,0,0
roblo001,88,2528,114,237,8,39
roblr101,30,861,50,109,7,15
roblv001,17,507,47,2,0,1
robst101,4,96,40,2,0,7
roccm101,0,0,3883,342,27,399
rocha101,0,0,0,3,0,0
rochl101,0,0,12,15,1,1
rochm001,1,31,1,2,0,0
rockj001,0,766,7,32,5,1
rockl101,0,0,0,0,0,0
rockp101,127,3250,216,307,28,54
rodar001,0,29,2,1,0,0
rodga101,678,18164,1607,1993,152,425
rodgb001,1,25,0,0,0,0
rodgb101,0,0,0,0,0,0
rodgb102,0,3,0,0,0,0
rodie101,0,33,3,0,0,0
rodnf001,0,2656,57,100,8,4
rodoc001,83,1483,13,49,2,2
rodra001,2438,63551,2781,5681,235,1060
rodra002,9,274,6,7,2,1
rodra101,1789,48287,1562,4207,218,421
rodrc001,59,1753,112,193,9,51
rodrd001,19,355,7,7,0,1
rodre001,5,162,10,20,2,3
rodre002,0,175,0,6,1,2
rodre004,88,1487,15,50,4,2
rodre102,39,2202,47,80,11,6
rodrf001,82,1962,65,108,8,12
rodrf002,1,1759,12,58,4,5
rodrf003,0,2928,70,65,4,3
rodrf004,0,695,8,16,3,0
rodrf005,0,183,2,8,0,2
rodrf101,0,28,0,0,0,0
rodrg002,3,96,9,8,1,1
rodrh001,788,19574,1853,92,30,51
rodrh002,0,451,5,12,1,0
rodrh003,1,59,8,8,0,4
rodrh101,0,0,145,232,16,26
rodri001,7,174,58,6,1,6
rodrj001,0,24,0,0,0,0
rodrj002,72,1871,137,4,3,0
rodrj003,3,87,6,9,0,2
rodrj004,0,110,2,6,1,1
rodrj005,8,156,2,6,0,0
rodrl001,25,703,45,67,3,12
rodrl002,244,6945,403,633,22,160
rodrn001,7,218,1,6,0,0
rodrp001,0,256,8,11,0,1
rodrr001,8,231,8,18,0,2
rodrr003,0,90,3,6,0,0
rodrr004,2,1922,38,111,6,10
rodrr005,36,620,19,28,3,2
rodrr006,0,106,3,9,1,0
rodrr007,0,59,1,1,0,0
rodrr008,0,225,3,6,0,1
rodrr009,47,1353,103,102,11,17
rodrr101,5,334,3,14,0,1
rodrs001,12,345,22,38,2,6
rodrs002,610,18049,1714,1281,63,345
rodrt001,21,570,32,64,3,11
rodrv001,6,195,11,21,2,2
rodrw001,0,9,0,0,0,0
rodrw002,263,4672,81,197,10,16
rodrw003,0,6,0,1,0,0
rodry001,7,180,12,0,0,0
roe-c001,0,469,8,12,1,3
roe-c101,0,0,0,0,0,0
roe-p101,10,189,90,295,10,26
roebe101,1,2373,52,166,14,10
roeng001,690,19689,1801,71,20,23
roenj001,0,661,11,35,3,1
roenr001,231,7149,638,20,8,8
roesm001,0,93,0,1,0,0
roete101,0,0,64,25,7,11
roeto101,0,0,133,7,3,6
roetw101,0,0,1081,27,16,7
rogaj101,0,0,1,0,0,0
rogeb001,0,32,0,2,0,0
rogeb101,0,0,0,0,0,0
rogeb102,0,0,2611,4315,324,862
rogee001,4,192,9,11,2,3
rogee002,43,1362,41,48,4,7
rogej001,0,71,0,2,0,0
rogej002,30,817,243,12,5,16
rogej003,3,35,0,0,0,0
rogek001,474,9908,258,743,44,65
rogek002,6,375,3,11,1,1
rogel101,0,0,6,19,2,1
rogem001,9,147,6,8,0,1
rogep101,0,0,25,22,2,3
roges001,393,8513,237,462,31,37
roget001,0,556,11,26,3,2
roget101,0,0,13,58,4,12
roggc101,0,0,0,10,0,0
roggg101,6,378,8,22,2,0
rogom101,8,311,18,2,2,0
rogos101,41,776,57,131,14,13
rohdd001,24,853,44,99,1,14
rohlr001,13,466,22,32,3,5
rohnd001,10,347,21,37,4,4
rohrb101,8,182,2,11,2,0
rohrd001,0,15,6,1,0,0
rohrl101,4,73,0,2,2,0
rohwr101,0,0,70,7,7,1
roigt101,49,1368,111,169,15,43
rojac101,1542,41210,3459,3963,134,971
rojam001,0,2001,44,81,6,5
rojam002,316,9179,636,871,27,198
rojam101,2,783,5,28,1,2
rojes101,0,0,778,1354,74,280
rolaj101,29,1347,19,70,3,6
roles001,1996,52438,1478,4081,186,355
rolfr101,0,0,1336,2275,170,216
rolin001,3,69,21,2,0,1
rolld001,202,5556,354,282,18,41
rolld002,0,103,3,3,0,1
rollj001,2194,58542,2982,6139,154,1249
rollr101,810,21237,755,1624,134,139
rollr103,0,0,168,149,15,24
romab101,4,148,51,2,0,4
romaj001,10,133,5,1,2,1
romaj002,37,1270,106,32,7,5
romaj003,5,144,20,1,1,3
romaj101,8,181,20,1,1,0
romaj102,0,0,0,3,0,0
romam001,0,16,1,0,0,0
romar001,82,1593,41,50,7,4
romas001,41,698,27,31,3,1
romat001,0,15,0,0,0,0
rombd101,0,47,0,2,0,0
romea001,57,1672,112,3,2,0
romed001,0,49,3,0,0,0
romee001,518,14640,948,1419,81,294
romee002,1,438,5,10,1,1
romef001,11,167,3,7,1,0
romej001,22,1984,72,106,10,8
romen001,4,123,12,7,0,1
romer001,10,202,0,6,0,0
romer002,127,2404,38,149,8,7
romes001,45,1253,91,2,2,0
romia001,309,9537,758,711,31,175
romia002,7,266,74,11,0,7
romik001,149,4773,384,12,8,6
romme101,0,0,165,810,32,51
romoe101,3,1809,43,86,3,9
romoj101,7,281,3,16,0,1
romos001,5,1689,16,51,1,0
romov101,32,1938,29,127,10,7
rondb001,0,424,8,11,1,0
rondg101,7,190,5,5,0,0
rondh001,0,1066,41,44,0,4
rondj001,0,57,2,1,0,1
rondj002,23,656,25,65,4,16
ronem001,11,314,7,11,2,0
roofg101,16,553,46,0,2,0
roofp101,0,21,4,0,0,1
rookj101,255,5438,80,282,20,22
roomr001,98,2666,245,5,5,0
roonp101,0,24,1,0,0,0
rootc101,0,0,95,506,15,21
ropej001,32,540,12,22,2,2
roquj101,39,1053,97,2,7,0
roqur001,18,413,6,24,2,1
rosaa001,417,11791,991,981,44,243
rosaa002,0,3,0,1,0,0
rosaa003,184,4939,219,439,22,80
rosac001,0,102,1,3,0,0
rosae001,460,12396,895,42,24,5
rosaf001,1,148,1,7,0,1
rosaj001,112,2161,31,98,6,5
rosaj101,61,1750,171,1,0,0
rosal001,0,275,7,8,2,0
rosal101,8,186,55,4,1,5
rosar001,2,24,0,2,0,0
rosar002,0,147,4,3,0,0
rosas001,0,148,1,12,0,0
rosas101,9,362,99,7,1,5
rosav001,2,54,3,4,0,0
rosaw001,53,1313,443,25,10,49
rosea101,378,9923,1662,1848,127,230
roseb001,57,1504,115,153,9,28
roseb002,54,853,20,40,2,3
roseb003,1,170,3,5,0,1
roseb101,0,0,63,2,6,0
rosed101,232,7016,476,718,49,151
rosed102,4,138,3,3,0,0
roseg101,0,0,1210,42,14,6
roseh101,0,0,2,0,0,0
rosej101,9,258,41,3,0,4
rosel101,0,0,924,29,20,7
rosel102,0,0,1,0,0,0
rosem101,0,0,44,1,1,1
rosep001,3437,90298,12394,3349,213,1083
rosep002,1,53,6,3,2,0
roses001,21,629,9,29,3,5
roses101,0,0,8,25,1,1
roses102,0,0,131,3,7,0
roset001,0,975,13,22,2,1
rosew001,0,225,4,5,1,0
rosis001,0,18,0,1,0,0
roskj001,6,147,8,1,1,0
rossb101,0,10,0,8,1,0
rossb102,0,0,53,204,13,12
rossb103,0,0,5,41,5,0
rossc001,874,23398,1823,59,21,17
rossc102,0,8,0,1,0,0
rossc103,0,0,750,32,19,6
rossd001,0,6,0,0,0,0
rossd101,0,0,546,521,56,49
rossf101,0,0,0,3,0,0
rossg102,59,2140,65,144,6,9
rossj001,5,90,0,5,0,1
rossj002,48,814,14,36,2,2
rossm001,0,127,3,7,0,0
rossr001,96,2807,130,292,11,64
rossr002,12,992,20,46,2,4
rosst001,135,2608,74,143,13,11
rossz001,0,197,3,5,0,0
rotbm101,0,0,6,15,0,1
rothb102,0,0,456,26,26,3
rothb103,0,0,2,5,1,0
rothj101,0,0,2074,535,98,108
rothl101,0,25,1,3,0,0
rothm001,1,108,4,9,1,2
rottv001,20,579,66,8,0,7
roung101,0,18,0,1,1,0
rouse101,0,0,3382,167,93,40
rousm001,26,762,44,83,3,16
rowaa001,1105,29916,2836,62,31,13
rowdw001,36,945,36,71,13,9
roweb001,0,35,0,3,0,0
roweb101,0,0,1041,750,109,175
rowed101,1,164,3,5,2,1
rowek101,0,136,1,8,5,1
rowes101,0,0,97,421,14,24
rowlc001,3,58,0,1,0,0
rowlm101,1,128,2,6,0,0
rowlr001,1,33,7,1,0,0
rowlr002,47,1110,9,22,6,2
roy-e101,0,0,1,0,1,0
roy-j101,0,0,0,0,0,0
roy-l101,0,0,8,44,2,4
roy-n101,0,0,3,11,0,1
royes001,27,807,102,45,9,12
roysj001,1020,28079,1778,2503,176,391
rozed001,132,3318,108,168,8,10
rozed101,0,4,0,6,1,0
rua-r001,191,5131,666,35,3,42
ruanw001,9,345,27,1,0,0
rubea101,0,0,286,415,33,54
rubij101,7,127,4,4,0,0
rubla101,0,0,86,5,7,3
rucid001,1,162,3,8,0,0
ruckd001,10,959,22,51,10,6
ruckj101,0,0,1422,46,44,14
rudij101,1370,35737,4167,159,41,180
rudod101,0,0,20,117,3,0
rudod103,57,1351,20,75,2,4
rudoe101,0,0,0,2,0,0
rudok101,1,27,2,0,0,0
ruebm001,8,390,11,18,4,0
ruelm101,0,0,21,2,1,2
ruetd101,0,0,67,471,15,32
ruetk001,336,5754,135,439,7,54
ruf-d001,183,4900,994,63,6,93
rufer101,0,0,10,20,2,3
ruffb001,152,3804,58,199,12,11
ruffc001,0,82,0,1,0,0
ruffj001,0,588,21,16,1,2
ruffr101,0,0,155,677,27,51
ruffs001,9,211,5,5,4,0
ruggj001,321,9035,760,11,11,1
ruhlv001,188,4234,111,174,13,9
ruizc001,0,12,0,1,0,0
ruizc101,15,499,40,49,4,6
ruizc102,238,7134,496,653,45,126
ruizj001,0,16,0,1,0,0
ruizr001,4,96,32,3,0,3
ruizr002,43,1096,39,85,4,12
rullj101,0,0,105,139,12,32
rumbn001,0,100,1,1,0,0
rundr001,0,18,0,0,0,0
rungp001,89,2573,128,268,19,37
runnp101,1303,34499,7353,3367,194,1302
runnt001,7,251,14,27,0,5
runys001,0,192,3,6,0,0
runzd001,1,229,1,15,4,1
rupej001,1,470,12,17,1,2
ruper001,84,1430,18,42,5,5
ruscg001,220,4432,51,172,8,17
rusha101,0,0,1,2,0,0
rushb101,155,3580,171,428,28,24
rushj001,21,543,43,0,2,0
rusic001,49,1393,27,85,2,9
rusks001,0,581,4,34,3,3
russa001,0,260,1,11,1,0
russa002,479,12876,640,1325,56,251
russa101,0,0,42,250,23,9
russb001,1892,51194,3104,5713,355,936
russj001,79,3299,71,192,10,17
russj002,110,2869,284,15,8,7
russj003,6,1004,16,43,1,2
russj101,0,0,4,17,0,0
russj102,0,0,2336,69,46,27
russj103,0,0,132,610,28,30
russk001,13,409,20,7,1,1
russm101,0,0,37,154,7,21
russr101,0,0,2398,367,58,202
russr102,0,0,271,9,9,2
rustd101,3,72,1,4,1,0
ruthb101,0,0,4457,243,154,57
ruthd001,332,6327,149,298,41,19
ruthj101,0,0,3,24,0,1
rutlj001,264,7177,397,719,40,152
rutnm101,0,0,5,18,3,2
ryalm001,35,1030,133,3,5,2
ryalr001,55,1475,221,48,8,28
ryanb001,0,1610,10,52,6,7
ryanb002,741,19939,1100,2360,84,517
ryanb101,0,0,667,1085,118,185
ryanc102,0,0,2639,3107,180,603
ryanj001,9,200,5,5,2,1
ryanj104,0,0,1,0,0,0
ryank001,1,857,21,32,2,4
ryank002,7,384,5,13,1,1
ryanm001,45,1378,123,6,1,5
ryann001,773,16159,220,547,90,27
ryanr001,5,152,10,0,0,0
ryanr101,0,0,37,178,7,6
rybam101,0,0,41,168,7,11
rye-g101,0,0,17,0,1,0
ryerg101,18,375,3,20,6,0
ryu-h001,96,1673,20,76,2,8
ryu-j001,1,119,3,2,0,0
rzepm001,23,1304,24,56,10,7
saark001,73,1527,46,104,6,10
sabac001,538,10410,48,357,26,24
sabeb001,371,7688,203,415,24,26
sabee001,0,183,3,7,0,2
saboc001,840,21764,506,1518,79,126
saccm001,0,18,6,0,0,0
sackb001,0,14,0,0,0,0
sadem101,0,6,0,0,0,0
sader101,328,7502,62,312,52,23
sadlb001,0,149,4,4,0,0
sadlc001,0,90,0,4,0,0
sadlc002,1,59,4,3,0,0
sadld001,208,6135,414,440,29,78
sadlr001,3,63,4,0,0,0
sadob101,62,1617,92,98,6,13
sadob102,54,1319,21,90,4,5
sadoj101,0,27,2,4,0,0
sador001,6,85,2,4,0,0
sadot101,2,250,3,18,0,0
sadzc001,2,28,1,1,0,0
saenc001,1,18,0,0,0,0
saeno001,264,7255,1566,295,31,161
safft101,31,974,378,10,8,1
sagea001,16,851,17,56,1,5
sagmm001,10,306,25,0,0,0
saiev101,0,0,493,17,8,18
sainj101,0,381,127,371,19,18
saipm001,2,30,2,2,0,0
saitt001,0,1014,14,33,1,8
sakal001,353,10216,732,1192,46,267
salaa001,271,7310,409,852,33,161
salad001,104,1762,25,39,5,3
salaf001,0,1461,29,55,1,3
salaj001,0,158,7,7,0,0
salaj002,60,1760,120,7,0,1
salal001,1025,27988,1289,1820,144,183
salam001,1,54,8,2,0,0
salam002,0,51,0,1,0,0
salao001,69,1800,224,46,4,18
salat001,222,6006,295,605,25,107
salec001,207,4447,61,142,4,9
salef101,0,0,0,0,0,0
salkr001,34,568,9,21,1,0
salls101,0,0,8,92,4,3
salmb001,0,72,0,2,0,0
salmc101,387,11092,1235,717,60,170
salmt001,1259,32884,2695,99,64,23
saltj001,43,1180,379,24,14,33
saltj101,0,0,339,345,30,49
salvj101,0,0,19,62,2,6
salvm101,0,0,38,137,10,7
samaj001,205,4342,94,151,12,10
sambj001,5,1887,35,104,9,13
samce101,0,0,5,5,0,3
samfr101,95,2699,186,313,24,62
sampa001,6,83,1,3,1,0
sampb001,620,16644,1378,32,18,5
sampb002,14,898,21,38,1,1
sampb003,6,265,3,5,0,0
sampc001,33,1076,53,47,1,5
sampk001,14,275,6,11,0,0
samua101,101,2749,149,298,26,56
samuj001,1439,38206,3572,3288,188,673
samuj101,0,0,1,0,0,0
samur001,0,81,1,4,0,0
sanaa001,24,416,3,20,0,0
sanca001,31,884,62,3,5,0
sanca002,3,35,1,6,0,1
sanca003,347,9125,933,11,28,2
sanca004,286,5188,151,207,25,14
sanca005,130,3599,201,376,12,85
sanca006,69,1375,27,74,7,2
sanca007,28,769,40,61,1,12
sanca008,0,37,1,2,0,0
sancb001,2,705,11,17,1,3
sancc001,441,11890,668,991,32,222
sancc101,74,1984,55,183,15,15
sancd001,0,896,21,33,3,0
sance001,0,154,3,2,0,0
sancf001,804,21398,1466,2099,45,512
sancf002,0,5,0,0,0,0
sancg001,489,13496,4347,339,25,367
sancg002,0,9,7,0,0,1
sanch001,0,6,1,0,0,0
sanch002,3,99,27,3,1,2
sanci001,1,136,3,8,2,0
sancj001,83,1574,23,81,8,8
sancj002,137,2359,18,83,8,5
sancl001,1,1109,9,70,6,6
sancr001,1283,34383,2303,4217,112,921
sancr002,0,107,4,4,0,2
sancr101,0,231,9,17,3,2
sanda001,7,168,15,0,0,0
sandd001,494,13203,1161,22,22,5
sandd002,0,72,0,0,0,0
sandd003,4,202,12,17,1,5
sandd101,0,0,0,1,0,0
sandf001,3,123,4,14,0,1
sandh101,0,0,1873,2561,264,506
sandj001,177,4700,181,320,26,34
sandj002,94,2567,285,16,0,9
sandk101,1,1967,54,129,8,8
sandm101,0,0,45,70,7,6
sandp001,1056,27180,1264,1738,108,185
sandr001,2096,55266,3892,6648,120,1177
sandr002,1610,41907,3334,103,68,19
sandr101,0,0,0,2,0,0
sandr102,0,0,5268,330,50,510
sandr103,25,659,218,17,3,19
sands001,407,7685,153,264,18,14
sands002,88,2045,49,57,7,2
sandt101,16,588,44,60,3,11
sanfc001,6,186,6,7,2,2
sanff101,0,0,33,140,7,8
sanfj101,293,6148,122,365,21,19
sanfj102,0,0,360,16,4,46
sanfm001,11,247,5,3,3,0
sangm101,123,3160,650,35,11,38
sania001,0,21,1,1,0,0
sanie101,0,0,13,0,0,0
sankb101,0,0,93,160,24,28
sanom001,238,6290,371,359,37,39
santa001,1,27,2,1,0,1
santa002,26,720,46,79,4,17
santa003,31,872,73,2,2,0
santa101,70,1482,28,63,7,4
santb001,14,440,139,8,1,11
santc001,2,59,17,1,1,1
santc002,723,19229,5650,495,42,572
santd001,258,6958,556,285,28,66
santd002,298,7943,496,9,11,1
santd003,0,11,0,1,0,0
sante001,381,7224,188,190,15,22
sante002,0,253,5,9,1,0
santf001,431,12054,947,258,18,27
santf002,2,64,8,0,0,2
santh001,137,2661,36,91,4,7
santj001,42,1437,19,49,6,5
santj002,0,897,21,34,4,2
santj003,283,6077,98,232,19,16
santj101,65,1667,39,71,5,5
santj102,5,169,2,11,2,1
santl001,1,110,0,2,0,0
santm001,0,34,0,2,0,0
santn001,4,132,42,4,0,5
santp001,0,3,1,0,0,0
santr001,579,15629,1016,1703,90,366
santr002,660,18871,1103,2066,68,451
santr102,2172,57866,2100,4717,327,449
sants001,0,549,13,17,0,4
santv001,87,1807,40,50,7,3
sappd001,53,1497,118,4,1,2
sardb001,2,83,6,0,1,0
sardl001,115,3205,185,326,17,83
sarfd001,4,358,7,8,2,1
sargj101,0,0,112,134,21,21
sarmm101,22,1541,27,49,2,4
sasak001,0,670,9,20,3,2
sassm001,69,1755,208,11,5,10
satij001,51,1438,365,46,5,37
satrt101,163,5007,506,339,31,71
satul001,1,94,5,0,0,0
saucf101,0,0,5,0,2,0
sauck101,2,611,14,36,6,6
sauee101,0,0,250,7,5,2
saueh101,405,10162,2711,139,74,48
saues001,0,1159,24,55,2,7
saund001,17,468,37,52,4,19
saund101,0,42,2,5,0,0
saunj001,229,4162,60,227,5,18
saunm001,652,17517,1419,34,13,8
saunr101,0,0,8,1,2,0
saunt001,61,1037,18,34,4,4
saupw001,0,320,11,18,1,2
sauvr001,3,138,1,11,0,2
savab101,0,0,15,47,3,1
savad101,0,0,85,134,15,14
savaj001,0,88,0,4,0,0
savat101,321,9131,656,24,21,5
saveb101,196,5633,398,479,25,91
savej001,0,155,2,10,2,0
savid101,0,0,0,2,0,0
savrm101,0,72,2,7,0,1
sawac101,0,1,0,0,0,0
sawyr101,20,601,6,38,2,2
sax-d001,1,41,5,0,0,0
sax-o101,0,0,6,15,1,2
sax-s001,1695,44712,3617,4817,190,998
saylb101,0,0,3,13,2,0
sborj001,0,2,0,0,0,0
scahr001,0,449,15,20,1,2
scalb001,33,889,62,36,5,6
scalj102,0,0,131,2,1,0
scals101,0,0,10,18,4,3
scanb001,39,1610,40,79,14,2
scanp101,2,57,1,3,0,0
scanp102,47,1207,45,113,9,9
scarl101,0,0,1870,132,26,164
scarm101,0,630,6,19,2,1
scarr101,5,390,7,19,2,1
scarr102,0,0,100,263,25,24
scarr103,0,0,581,22,28,6
scars001,194,5546,535,476,30,138
schaa101,0,0,13,42,4,2
schaa102,7,302,15,20,3,2
schaa103,0,0,265,475,34,69
schac101,0,0,23,133,14,5
schad001,121,3951,60,149,27,7
schag001,35,872,250,18,4,25
schag102,0,0,852,1127,112,226
schah102,0,0,0,5,0,0
schah103,0,0,0,2,1,0
schaj001,100,3122,176,307,23,65
schaj002,325,8936,802,17,8,4
schaj101,0,9,0,0,0,0
schaj102,75,1959,108,188,8,24
schaj105,1,354,5,25,1,2
schal001,144,4277,353,11,3,4
scham101,0,123,5,6,0,3
schap101,1007,26842,775,2112,173,165
schar102,0,0,750,811,49,203
schas101,0,0,2,0,0,0
schaw101,0,0,100,7,2,0
schea001,0,14,0,0,1,0
scheb001,2,934,14,51,4,4
schec101,2,20,68,191,9,19
sched101,0,0,0,11,1,0
sched102,64,1739,143,4,4,0
schef102,11,1610,35,75,4,6
schef103,0,0,0,0,0,0
scheh101,0,0,218,280,16,39
scheh103,0,0,279,313,15,86
schej101,0,0,0,0,0,0
schej102,0,0,18,18,2,2
schej103,0,0,0,0,1,0
schem001,329,6353,114,158,13,11
schem101,0,0,268,28,2,21
scheo101,0,0,0,3,0,0
scher001,6,164,2,10,1,0
scher101,270,7025,503,20,19,5
sches001,291,7627,569,13,14,2
schet001,4,549,14,20,4,3
schic001,47,1660,35,48,8,3
schic002,436,9783,183,297,22,19
schic101,480,12859,1119,1366,37,322
schin001,471,13876,1009,41,11,11
schir001,127,3334,135,336,13,61
schir101,0,0,0,1,0,0
schlb001,0,215,4,17,0,1
schld001,0,279,4,7,1,0
schld101,0,0,1331,96,17,121
schlg001,0,53,1,3,1,0
schlj101,0,15,3,0,0,0
schlt001,0,76,1,2,0,0
schma101,0,9,1,1,0,1
schmb001,0,39,1,1,0,0
schmc001,0,31,0,1,0,0
schmd001,63,2706,69,138,16,14
schmf101,0,0,5,37,1,3
schmg101,0,0,91,7,4,1
schmj001,314,5989,91,163,11,6
schmj002,0,24,0,0,0,0
schmj101,47,1179,113,483,23,43
schmm001,2324,60977,2836,5193,328,580
schmr101,0,0,2261,200,35,186
schms001,0,140,4,4,1,1
schmw101,50,1602,40,122,6,11
schnb001,0,23,1,0,0,0
schnd101,8,499,11,35,3,1
schnd102,106,2883,270,8,6,2
schnj101,0,72,2,2,2,0
schnk101,0,0,0,6,1,0
schnp101,0,0,0,5,2,0
schod001,1290,34362,2145,3883,146,901
schod101,706,20155,1397,2341,144,484
schog101,0,0,31,154,8,6
schog102,1,11,0,0,0,0
schoj001,647,17250,1178,1862,58,492
schoj101,13,463,37,2,1,0
schom001,0,875,13,42,1,4
schop001,176,3447,40,153,7,12
schor101,748,19915,5045,5466,192,1409
schos001,93,2916,53,157,6,22
schra101,13,354,2,20,1,0
schrb001,38,994,271,31,1,25
schrb102,47,1398,84,131,4,17
schrc001,0,236,4,7,0,1
schrh101,0,0,26,67,3,6
schrk001,137,2700,69,78,11,6
schrp102,0,0,1,8,1,1
schrp103,0,0,0,0,0,0
schrs001,2,221,6,8,0,1
schrt101,11,381,15,44,1,3
schua001,0,279,3,13,1,1
schua101,101,2600,535,21,8,50
schub001,0,202,6,6,1,0
schub101,0,1040,21,56,4,2
schub102,0,0,148,210,16,45
schub103,0,4,9,18,5,0
schub104,4,720,14,25,1,2
schuc001,0,10,0,0,0,0
schud001,58,1016,37,46,3,2
schud002,0,75,1,1,0,0
schue001,0,180,2,6,1,0
schuf101,0,0,2939,86,77,27
schuf102,0,0,12,116,6,5
schuh101,0,0,3551,282,43,326
schuh103,0,0,154,646,24,34
schuh104,0,0,283,320,13,72
schuh105,0,0,398,672,101,107
schuj001,17,493,39,0,2,0
schuj002,1,91,1,3,0,0
schuj101,0,0,760,54,34,11
schuj106,0,0,1,0,0,0
schul101,0,0,169,248,23,24
schum001,0,3,0,0,0,0
schum101,0,0,0,0,0,0
schup001,0,26,1,1,0,0
schur001,389,10575,600,689,80,77
schur101,86,2738,70,113,8,7
schus001,742,20504,1463,1261,58,281
schuw101,0,0,824,28,25,6
schuw102,0,145,2,7,0,0
schuw103,0,0,0,3,0,0
schuw104,0,0,0,0,0,0
schwb104,0,0,2,8,0,0
schwc001,6,89,3,4,2,0
schwd101,103,2229,52,137,7,18
schwj001,0,207,3,2,1,0
schwk001,256,6246,361,19,7,1
schwm001,4,145,7,11,0,1
schwm002,0,146,1,5,0,0
schwr101,2,54,17,2,0,1
schyj101,20,489,27,52,5,12
scofl101,0,0,7,0,1,0
scond001,97,2737,981,59,13,91
scorh101,127,2575,8,80,15,3
scotd002,0,7,0,0,0,0
scotd003,0,60,0,0,0,0
scotd102,0,49,0,5,0,0
scote101,0,0,2029,3110,172,495
scotg001,52,1422,31,93,7,9
scotg101,0,0,0,0,0,0
scotg102,1917,51032,15601,1520,201,1527
scotj101,0,0,61,390,20,15
scotj102,60,1641,135,4,5,2
scotl001,393,10126,1017,36,12,36
scotl101,0,0,1,2,0,0
scotl102,0,0,109,7,5,1
scotm001,319,6206,156,299,23,12
scotm101,0,516,10,22,0,0
scotp101,0,0,372,20,10,10
scotr001,0,145,1,4,0,0
scotr101,563,15104,1210,1585,86,289
scott001,653,18521,1803,53,27,8
scott002,0,942,17,28,1,3
scott003,0,165,0,5,0,0
scraj001,1,57,1,9,0,2
scric101,92,2643,189,327,15,63
scrie001,0,507,7,12,0,1
scrit001,5,82,1,2,0,0
scrut001,1,51,5,0,0,0
scrux001,31,765,233,19,2,25
scuds001,63,1159,34,37,2,0
scurr001,7,1382,24,58,2,2
scutm001,1232,33412,1958,3433,121,716
seabs001,20,490,49,38,3,9
seagc001,332,8880,430,825,37,168
seagk001,1133,30359,799,2386,108,297
sealj101,0,39,0,4,0,1
seamk101,0,77,1,3,0,0
seanr001,0,1698,42,44,4,1
searr001,0,863,15,45,3,0
sears001,21,561,6,22,1,0
seart001,13,375,120,9,1,11
seatt101,0,0,9,36,2,0
seavt001,647,14349,328,692,42,54
seayb001,0,669,9,25,2,0
sebrb001,52,1100,24,43,5,4
secof101,0,0,80,0,3,0
secrd101,0,165,2,9,1,0
seddc001,6,222,3,7,1,0
sedgd101,0,0,2,22,4,1
sedls001,14,253,11,7,0,1
see-c101,0,0,112,9,6,3
see-l001,6,161,53,7,2,5
seedb101,0,0,1270,57,35,37
seelc001,0,29,0,0,0,0
seelc101,3,392,2,22,3,1
seerp101,0,0,1016,38,24,11
sefck001,150,4548,325,165,15,26
segeh101,0,13,1,0,0,0
seger001,21,556,77,10,1,6
segoz001,1,46,1,3,0,0
segrk101,2,78,16,26,1,5
segud001,1078,28700,8618,771,47,854
segud101,171,5426,128,243,17,11
seguf001,79,2055,446,35,9,42
seguj001,0,93,1,6,1,0
seguj002,883,23310,1139,2541,104,518
seibk101,0,6,2,0,0,0
seibp001,0,11,0,1,0,0
seibs101,0,0,44,178,4,16
seitk001,1242,32426,2613,2137,156,419
selbb001,100,2735,142,183,13,29
selea001,352,6459,119,233,21,16
selft001,11,276,23,0,0,0
selkg101,0,0,1559,55,38,18
selld101,0,415,6,28,2,2
selle101,0,0,0,14,0,0
sellj001,51,989,28,43,5,1
sellj002,69,1874,110,170,5,41
selmd101,76,2526,52,157,7,9
selpc101,0,0,151,244,29,31
selss001,10,311,31,2,0,0
sembc101,1,420,5,30,1,1
