retroID,GS,InnOuts,PO,A,E,DP,PB,WP,SB_A,CS_A,ZR,weight,height,debutYear,finalYear,bats_L,bats_R,throws_L,throws_R,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
rojac101,0,38,7,2,0,0,1,2,1,0,0,0.344262,0.35,1962,1977,0,1,0,1,1822,6309,6871,713,1660,1327,254,25,54,593,74,68,396,489,30,20,87,59,181,1
romaj101,771,19888,4415,343,47,51,77,190,296,157,23,0.528689,0.4,1958,1967,0,1,0,1,905,2767,3256,355,706,455,112,10,129,417,7,9,414,485,27,29,13,33,69,1
romem001,13,448,144,12,2,0,2,0,17,4,0,0.467213,0.4,1997,2003,0,0,0,1,42,77,85,12,16,12,2,0,2,5,1,0,6,25,0,2,0,0,3,1
romia001,0,1,0,0,0,0,1,0,0,0,0,0.508197,0.5,2010,2018,0,0,0,1,585,1198,1323,149,282,229,38,5,10,81,40,11,82,287,1,13,26,4,25,0
romia002,214,5833,1885,142,10,9,15,0,125,34,0,0.590164,0.5,2011,2018,0,1,0,1,296,805,876,85,183,123,42,1,17,100,3,0,49,201,1,5,7,10,31,0
ronam001,3,99,29,0,0,0,1,0,0,0,0,0.467213,0.55,1993,1993,1,0,0,1,6,12,12,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1
roofp101,689,17823,4151,356,63,48,57,106,330,203,9,0.467213,0.55,1961,1977,0,1,0,1,857,2151,2404,190,463,338,69,13,43,210,11,10,184,504,18,23,40,6,68,1
rosaa002,8,269,82,8,0,1,1,0,12,4,0,0.364754,0.45,2016,2017,0,1,0,1,23,41,44,3,7,5,2,0,0,2,0,0,2,6,0,0,1,0,3,1
rosab101,0,0,3845,511,36,92,28,0,0,0,0,0.467213,0.3,1939,1951,0,1,0,1,988,3198,3571,335,836,656,147,15,18,367,17,18,315,161,0,10,48,0,97,0
rosal101,1,16,2,0,1,0,0,0,5,0,0,0.42623,0.45,1977,1980,0,1,0,1,11,28,32,1,5,4,1,0,0,3,0,0,1,4,0,1,0,2,2,1
rosam001,0,33,7,0,1,0,0,0,1,0,0,0.471311,0.45,1997,1997,0,0,0,1,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rosaw001,313,8257,2031,212,30,13,45,0,157,61,0,0.590164,0.4,2011,2015,0,1,0,1,447,1512,1601,204,413,256,83,3,71,241,11,7,73,354,9,3,1,12,43,1
roseb102,22,664,129,11,2,3,4,6,11,7,1,0.446721,0.4,1955,1962,0,1,0,1,68,114,129,8,25,15,7,1,2,10,1,0,12,31,1,2,1,0,2,1
rosej101,1349,35799,9291,675,107,111,111,427,406,297,29,0.467213,0.4,1957,1970,1,0,0,1,1585,4847,5527,512,1206,868,190,44,104,548,67,56,547,677,110,36,44,53,76,1
rosem001,12,362,94,5,2,2,1,0,19,4,0,0.446721,0.5,2004,2006,0,0,0,1,27,54,57,3,11,8,2,0,1,2,0,0,3,12,0,0,0,0,3,1
roskj001,0,12,5,0,0,0,0,0,0,0,0,0.5,0.4,1998,2000,0,1,0,1,37,49,53,1,4,1,3,0,0,2,0,0,4,19,0,0,0,0,1,1
rossd001,669,17975,5124,422,54,46,51,0,370,197,0,0.631148,0.55,2002,2016,0,1,0,1,883,2280,2643,254,521,294,116,5,106,314,3,5,287,735,30,17,32,27,49,1
rossj101,0,0,192,21,4,3,0,0,0,0,0,0.528689,0.5,1952,1952,0,1,0,1,55,145,166,14,32,30,0,1,1,6,1,0,20,20,0,1,0,0,3,1
rothj101,0,0,0,0,0,0,0,0,0,0,0,0.364754,0.4,1925,1937,0,0,0,1,1014,3350,3719,498,924,699,162,35,28,327,75,41.5,299,312,0,6,64,0,12,1
rottv001,0,18,8,0,0,0,0,0,0,0,0,0.569672,0.5,2006,2012,0,1,0,1,62,97,110,14,16,9,4,0,3,11,5,0,10,24,1,0,2,1,0,1
rowlc101,0,0,5,1,0,0,0,0,0,0,0,0.446721,0.5,1923,1923,0,1,0,1,5,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
rowlr001,54,1510,346,23,9,5,6,0,41,17,0,0.54918,0.5,1990,1995,0,1,0,1,98,230,254,22,49,32,8,0,9,26,0,0,22,71,1,0,1,1,5,0
roysw101,0,27,5,0,0,0,0,0,0,0,0,0.42623,0.4,1981,1981,0,1,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
roznv101,106,2995,652,67,9,11,13,39,48,36,3,0.385246,0.45,1964,1969,1,0,0,1,205,455,501,22,99,79,15,1,4,38,1,1,32,83,5,4,6,4,9,1
rubes101,7,221,43,6,0,3,0,2,4,2,0,0.405738,0.4,1969,1972,0,1,0,1,21,24,26,3,3,3,0,0,0,0,0,0,1,8,0,1,0,0,0,1
rudok101,208,5658,1169,124,27,18,16,2,112,80,0,0.42623,0.5,1969,1977,0,1,0,1,328,743,812,55,158,127,23,2,6,64,2,6,52,121,7,4,11,2,27,1
ruelm101,0,0,5296,1125,115,135,57,0,0,0,0,0.303279,0.3,1915,1934,0,1,0,1,1449,4477,5245,493,1238,1018,187,29,4,532,59,61,597,230,0,29,142,0,0,0
ruizc001,991,26836,7668,589,53,67,48,0,612,230,0,0.569672,0.35,2006,2017,0,1,0,1,1137,3539,4069,405,935,634,223,7,71,415,25,10,403,499,62,78,27,22,106,1
ruizc102,0,3,0,0,0,0,0,0,0,0,0,0.381148,0.45,1964,1971,0,0,0,1,565,1150,1255,133,276,227,37,10,2,69,34,16,58,164,5,7,33,7,19,1
ruppc001,287,7642,2192,167,19,18,26,0,136,62,0,0.754098,0.55,2013,2017,0,1,0,1,296,1027,1127,100,240,142,57,2,39,124,2,1,87,323,8,9,0,4,29,1
russj002,150,4338,972,85,23,14,30,0,201,67,0,0.508197,0.45,1984,1993,0,1,0,1,448,1087,1189,113,245,158,50,3,34,129,3,3,84,355,7,6,2,10,26,1
ruszh101,0,0,82,22,2,2,3,0,0,0,0,0.467213,0.45,1944,1947,0,1,0,1,40,84,90,8,20,15,2,0,3,10,0,0,6,16,0,0,0,0,3,0
ryand001,22,603,159,11,0,0,2,0,11,8,0,0.651639,0.65,2008,2009,0,1,0,1,27,70,80,7,18,13,3,0,2,11,0,1,9,25,0,0,0,1,2,0
ryanm101,570,15003,3473,325,34,45,40,110,234,181,14,0.528689,0.55,1964,1974,0,1,0,1,636,1920,2098,146,370,270,60,12,28,161,4,4,152,370,23,4,11,11,69,1
rybam101,0,0,33,3,0,0,0,0,0,0,0,0.42623,0.4,1935,1946,0,1,0,1,250,247,289,18,58,52,6,0,0,24,0,0,22,31,0,0,20,0,5,1
saboa101,0,0,11,2,1,0,0,0,0,0,0,0.47541,0.45,1936,1937,0,1,0,1,5,8,8,1,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0
sackf101,0,0,46,9,1,0,1,0,0,0,0,0.487705,0.45,1951,1953,0,1,0,1,14,34,38,3,9,9,0,0,0,6,0,0,3,6,0,0,1,0,1,0
sadem101,240,6860,1544,140,26,14,31,0,216,97,0,0.364754,0.3,1973,1981,0,1,0,1,383,813,946,88,184,145,30,4,5,74,6,1,108,97,13,2,19,4,22,1
sadoe101,141,3816,914,72,9,11,10,33,45,35,2,0.405738,0.4,1960,1966,0,1,0,1,217,495,541,55,100,67,20,1,12,39,5,4,39,94,8,1,4,2,13,1
sakal001,0,3,0,0,0,0,0,0,0,1,0,0.344262,0.3,1977,1987,0,1,0,1,565,1289,1423,163,296,221,46,4,25,109,30,17,97,158,5,8,22,7,33,0
salam001,295,7973,1659,148,23,23,38,0,229,111,0,0.42623,0.45,1984,1991,1,0,0,1,509,1292,1410,142,319,222,49,10,38,143,3,3,89,163,13,12,8,9,25,1
salkb101,0,0,972,128,24,19,19,0,0,0,0,0.467213,0.35,1945,1950,1,0,0,1,356,850,1048,111,232,160,39,2,31,132,6,3,182,101,0,2,14,0,19,1
saltj001,698,18686,5049,295,60,34,56,0,536,150,0,0.651639,0.65,2007,2018,0,0,0,1,895,2852,3191,377,662,385,161,6,110,381,5,7,304,984,12,10,4,21,48,1
sammc001,16,516,134,6,0,0,3,0,12,6,0,0.54918,0.5,2007,2009,0,1,0,1,31,68,74,3,12,10,1,0,1,4,0,0,6,15,0,0,0,0,3,1
sanbg101,0,0,67,14,0,1,3,0,0,0,0,0.463115,0.5,1923,1924,0,1,0,1,31,69,74,2,12,11,1,0,0,4,0,0,3,8,0,0,2,0,0,1
sancg002,209,5550,1970,129,22,10,40,0,84,48,0,0.631148,0.55,2015,2018,0,1,0,1,266,997,1130,164,251,131,49,0,71,185,4,1,110,272,3,15,0,8,24,0
sanch002,150,4189,1162,86,15,11,18,0,124,41,0,0.733607,0.5,2011,2017,0,0,0,1,347,783,834,60,186,127,38,0,21,120,0,1,34,207,2,7,1,9,17,1
sanco001,18,578,95,5,4,2,1,0,29,3,0,0.487705,0.5,1981,1984,1,0,0,1,73,110,119,11,24,19,3,2,0,12,1,0,7,19,1,0,1,1,3,1
sanct001,33,883,249,20,5,0,3,0,25,5,0,0.590164,0.4,2013,2017,0,1,0,1,52,144,156,14,37,28,5,0,4,18,0,0,7,46,0,3,0,2,2,1
sandc101,12,321,61,2,3,3,4,0,8,1,0,0.508197,0.55,1967,1975,1,0,0,1,93,145,183,15,31,18,6,1,6,23,0,0,36,35,4,1,0,1,4,1
sandm101,0,0,547,80,7,8,20,0,0,0,0,0.42623,0.5,1942,1953,0,0,0,1,195,446,497,34,107,84,19,2,2,31,2,1,38,45,0,3,10,0,7,1
sandp001,12,340,97,8,0,1,2,0,8,4,0,0.786885,0.4,2008,2018,0,0,0,1,1169,4180,4576,490,1175,782,238,21,134,581,11,13,320,646,53,27,2,47,136,1
sangm101,1062,28507,5996,540,94,74,89,25,504,314,5,0.479508,0.45,1967,1980,0,1,0,1,1448,5062,5380,566,1500,1173,205,57,65,585,35,38,223,331,96,23,28,44,144,1
santb001,1796,47776,10816,960,151,130,157,0,998,530,0,0.42623,0.5,1986,2005,0,1,0,1,1978,6951,7515,755,1830,1249,323,41,217,920,91,69,430,1270,52,38,26,70,204,1
santc002,314,8350,2241,173,21,12,25,0,207,70,0,0.54918,0.4,2010,2018,0,0,0,1,1277,4554,5461,655,1123,646,264,15,198,673,42,18,836,905,44,25,0,46,120,1
santn001,229,6264,1409,166,30,24,27,0,226,93,0,0.487705,0.6,1987,1993,0,1,0,1,297,884,972,77,206,138,42,4,22,116,4,7,59,165,7,6,6,17,25,1
santo001,86,2390,592,29,5,4,5,0,48,16,0,0.569672,0.45,2008,2013,0,1,0,1,122,322,349,29,80,58,14,1,7,41,0,0,15,51,1,2,3,7,11,1
sardd001,46,1264,378,25,1,6,4,0,25,8,0,0.569672,0.45,2003,2011,0,1,0,1,59,151,171,16,25,17,4,1,3,15,0,0,15,55,1,1,2,2,3,1
sarnb101,290,7982,1680,154,16,33,21,43,55,47,1,0.42623,0.4,1951,1956,0,1,0,1,390,1182,1303,107,311,228,50,11,22,151,6,5,89,135,4,3,15,14,35,1
sassm001,193,5165,1389,101,25,9,14,0,230,85,0,0.467213,0.5,1987,1995,1,0,0,1,534,1189,1267,103,317,225,69,7,16,156,1,3,55,104,25,3,2,18,32,1
satrt101,272,7134,1655,133,23,22,33,79,137,78,1,0.446721,0.5,1961,1970,1,0,0,1,674,1623,1865,130,365,286,53,5,21,157,7,8,214,225,27,6,14,8,49,0
sawac101,319,8462,1960,180,26,30,37,95,150,74,5,0.54918,0.35,1948,1963,1,0,0,1,633,1449,1661,133,351,242,46,5,58,213,2,0,191,251,38,6,2,13,31,1
sax-d001,14,394,96,1,2,1,1,0,19,2,0,0.446721,0.45,1982,1987,0,1,0,1,37,60,67,3,16,11,4,0,1,8,0,1,3,5,0,0,3,1,0,1
schab101,0,0,3,1,0,0,0,0,0,0,0,0.364754,0.2,1914,1927,0,1,0,1,3,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
schaj104,160,4611,888,86,11,14,15,67,53,46,2,0.385246,0.3,1961,1968,0,1,0,1,304,574,631,53,128,86,28,3,11,56,3,4,49,127,8,2,5,1,24,1
schar103,0,0,3487,847,75,118,40,0,0,0,0,0.364754,0.3,1912,1929,0,1,0,1,962,2870,3379,339,749,596,125,21,7,344,61,32.5,372,194,0,25,112,0,0,1
schaw101,0,0,3672,902,129,107,90,0,0,0,0,0.42623,0.35,1913,1931,0,0,0,1,1224,3555,4318,511,1039,755,192,50,42,497,68,46.5,604,346,0,54,105,0,0,0
scheb101,0,0,1444,166,27,24,31,0,0,0,0,0.42623,0.55,1941,1951,0,1,0,1,517,1357,1474,105,357,275,53,9,20,187,6,3,103,127,0,3,11,0,44,1
scheb102,0,0,0,0,0,0,0,0,0,0,0,0.42623,0.45,1950,1950,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schib101,0,0,3,0,0,0,0,0,0,0,0,0.344262,0.4,1920,1920,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
schln101,0,0,310,24,9,7,7,0,0,0,0,0.405738,0.35,1938,1944,0,1,0,1,118,296,317,18,55,42,11,2,0,26,3,2,17,48,0,0,4,0,7,0
schmb101,369,9954,2161,166,28,21,19,95,134,69,6,0.528689,0.55,1958,1965,0,1,0,1,454,1305,1426,133,317,219,55,4,39,150,0,6,100,199,17,5,7,9,40,1
schmd101,11,325,53,4,0,0,2,0,7,3,0,0.467213,0.5,1981,1981,0,1,0,1,15,42,49,6,10,7,1,0,2,3,0,0,7,17,0,0,0,0,1,0
schmk001,3,90,23,3,0,0,1,0,0,0,0,0.631148,0.35,2010,2012,0,1,0,1,8,15,17,1,1,1,0,0,0,2,0,0,2,2,0,0,0,0,0,1
schmw102,0,0,1764,533,44,52,14,0,0,0,0,0.340164,0.3,1916,1925,0,1,0,1,525,1721,1875,160,462,397,49,15,1,175,43,18.5,99,62,0,10,45,0,0,1
schnb001,903,24009,5987,438,39,72,38,0,405,228,0,0.54918,0.5,2000,2012,1,0,0,1,1048,3165,3570,284,781,538,167,9,67,387,4,8,331,526,66,22,26,26,93,1
schrb001,288,7610,1543,136,14,19,14,0,236,76,0,0.508197,0.55,1983,1990,0,1,0,1,376,1262,1356,153,303,192,49,1,61,152,6,5,58,343,3,16,15,5,29,0
schuj103,0,0,201,16,8,3,2,0,0,0,0,0.42623,0.4,1939,1948,1,0,0,1,240,328,367,18,85,70,13,1,1,46,0,1,37,21,0,0,2,0,8,1
schuj106,0,0,355,87,20,15,13,0,0,0,0,0.467213,0.4,1923,1932,1,0,0,1,192,374,461,59,98,65,15,4,14,64,1,0.5,76,49,0,1,10,0,0,1
schwk001,15,429,119,7,4,1,2,0,14,3,0,0.651639,0.45,2015,2018,1,0,0,1,337,1086,1274,183,248,135,36,5,72,163,8,7,174,369,22,10,1,3,16,1
sciom001,1278,33700,8335,737,114,97,82,0,952,500,0,0.508197,0.55,1980,1992,1,0,0,1,1441,4373,5056,398,1131,853,198,12,68,446,29,24,567,307,101,22,57,37,106,1
scotd001,124,3365,704,74,18,10,31,0,82,44,0,0.446721,0.4,1983,1991,0,0,0,1,173,443,491,34,96,67,22,0,7,43,1,2,35,87,1,0,7,6,8,1
seark101,0,0,243,31,7,5,6,0,0,0,0,0.508197,0.5,1943,1946,1,0,0,1,67,202,219,23,57,48,7,0,2,23,1,3,14,18,0,3,0,0,4,0
see-l001,0,9,1,0,0,0,0,0,0,0,0,0.487705,0.5,1986,1988,0,1,0,1,26,43,47,1,8,6,2,0,0,2,0,0,3,15,0,0,1,0,0,1
seilr101,18,443,62,8,4,2,2,0,27,4,0,0.446721,0.4,1980,1980,1,0,0,1,21,52,57,4,11,6,3,1,1,3,1,0,4,15,1,0,1,0,0,0
semia101,216,5635,5030,598,133,80,89,39,56,48,9,0.454918,0.4,1943,1957,0,1,0,1,1304,3921,4571,495,953,624,139,26,164,556,23,14.5,582,780,9,40,27,1,118,1
servs002,700,18629,4769,383,48,53,53,0,556,207,0,0.487705,0.55,1991,2001,0,1,0,1,820,2493,2778,243,611,416,130,2,63,319,3,6,183,407,31,46,35,21,73,1
sevcj101,3,110,32,5,0,1,0,2,6,2,0,0.528689,0.55,1965,1965,0,1,0,1,12,16,18,1,1,0,1,0,0,0,0,0,1,5,0,0,1,0,1,0
seveh101,0,0,3282,721,63,75,41,0,0,0,0,0.405738,0.45,1911,1926,0,1,0,1,921,3006,3346,305,909,706,157,31,15,392,20,19,231,85,0,10,99,0,0,0
sevep001,70,1988,690,43,2,4,6,0,36,20,0,0.586066,0.5,2015,2018,0,1,0,1,105,251,282,21,47,30,13,0,4,22,1,0,25,61,5,5,0,1,3,1
sewel101,0,0,5444,1084,150,138,91,0,0,0,0,0.344262,0.3,1921,1942,0,1,0,1,1630,5383,6041,653,1393,1045,272,56,20,696,65,44,486,307,0,27,145,0,1,0
shanb101,110,2857,432,55,8,9,8,23,22,29,8,0.344262,0.5,1954,1960,0,1,0,1,131,381,413,31,98,79,13,4,2,29,0,0,28,37,1,0,3,1,11,0
shanm101,2,101,24,1,0,1,0,5,0,0,0,0.487705,0.6,1962,1970,0,1,0,1,882,2780,3056,313,710,503,116,23,68,367,19,17,224,525,24,10,22,20,62,1
shead001,196,5205,1266,114,14,20,12,0,167,60,0,0.446721,0.45,1987,1997,0,1,0,1,389,946,1032,87,219,163,38,5,13,110,6,8,60,122,2,5,12,9,44,1
sheam102,0,0,1412,254,41,33,20,0,0,0,0,0.405738,0.4,1927,1944,0,1,0,1,439,1197,1400,105,263,212,39,7,5,115,8,4.5,189,145,0,1,13,0,3,1
sheeb101,0,0,292,25,3,5,4,0,0,0,0,0.508197,0.5,1951,1953,1,0,0,1,101,210,244,7,44,39,5,0,0,12,0,1,27,22,0,2,5,0,5,0
sheej102,0,0,5,0,1,0,0,0,0,0,0,0.491803,0.55,1936,1936,0,1,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
sheel001,2,63,10,1,1,0,0,0,2,0,0,0.577869,0.6,1984,1993,1,0,0,1,748,2284,2501,273,607,410,98,5,94,339,6,12,175,351,22,19,2,21,77,0
shelc001,0,48,10,0,0,0,3,0,0,0,0,0.590164,0.45,2004,2009,0,1,0,1,299,930,1044,132,254,164,46,7,37,124,2,2,96,252,1,9,3,6,26,0
shels001,0,25,7,0,0,0,0,0,2,0,0,0.446721,0.6,1997,2001,0,1,0,1,141,285,310,34,67,43,16,0,8,33,1,1,15,84,0,2,4,4,5,0
shepj102,204,5307,907,116,19,15,21,29,38,41,4,0.487705,0.55,1953,1956,0,1,0,1,278,751,860,72,195,148,29,6,12,75,2,1,84,97,8,0,18,7,26,1
shepr101,0,0,5,2,0,0,0,0,0,0,0,0.385246,0.4,1924,1924,0,1,0,1,3,6,6,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
shern102,148,3952,1025,70,12,14,13,47,55,34,1,0.42623,0.4,1959,1963,0,1,0,1,194,497,546,45,107,79,9,1,18,69,1,0,37,102,6,8,2,2,18,1
shing101,0,0,28,18,7,2,5,0,0,0,0,0.385246,0.4,1921,1922,0,1,0,1,35,44,51,6,13,11,2,0,0,4,1,0,6,7,0,0,1,0,0,0
shoor101,2,57,8,0,0,0,0,2,2,0,0,0.42623,0.4,1959,1959,0,1,0,1,3,7,7,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
shopk001,458,12493,3099,211,34,27,33,0,234,99,0,0.590164,0.45,2005,2013,0,1,0,1,572,1616,1855,208,361,197,92,2,70,216,1,0,155,624,7,57,19,8,28,1
shopt101,2,69,13,4,0,0,1,0,2,1,0,0.344262,0.3,1967,1977,1,0,0,1,253,309,341,40,62,51,7,1,3,20,11,5,26,51,3,0,5,1,5,0
shorc102,1,0,0,0,0,0,0,0,0,0,0,0.528689,0.65,1959,1973,0,1,1,0,506,697,775,29,88,81,5,2,0,24,1,0,14,198,0,3,57,4,13,1
siddj001,39,1159,267,30,5,4,7,0,38,20,0,0.508197,0.5,1993,1998,1,0,0,1,73,142,158,7,24,18,5,0,1,11,0,0,13,41,1,1,2,0,1,1
siemo101,0,0,116,21,13,3,6,0,0,0,0,0.352459,0.3,1925,1926,0,1,0,1,47,119,125,8,29,26,1,1,1,11,0,0,3,7,0,0,3,0,0,1
silvc101,33,1054,698,74,12,14,8,9,13,9,0,0.405738,0.35,1948,1957,0,1,0,1,227,482,541,34,136,118,15,2,1,52,2,6,53,32,0,2,4,0,17,1
silvk101,0,0,200,29,6,6,4,0,0,0,0,0.508197,0.5,1939,1951,0,0,0,1,102,203,238,26,44,27,11,1,5,25,0,1,31,41,0,2,2,0,5,1
simmt001,1687,45278,8906,915,130,104,182,3,1188,611,0,0.479508,0.4,1968,1988,0,0,0,1,2456,8680,9685,1074,2472,1694,483,47,248,1389,21,33,855,694,188,39,11,100,287,1
simsd101,559,15146,3762,319,58,49,59,96,297,160,14,0.495902,0.55,1964,1974,1,0,0,1,843,2422,2810,263,580,394,80,6,100,310,6,16,338,483,34,35,6,9,45,1
sinam001,72,2204,436,67,2,5,7,0,71,37,0,0.401639,0.3,1981,1992,0,1,0,1,140,252,276,20,48,40,6,1,1,21,2,1,17,35,1,1,5,1,11,1
siscc001,47,1276,373,27,1,5,2,0,34,13,0,0.487705,0.55,2017,2018,1,0,0,1,73,178,206,16,35,21,10,0,4,20,1,0,16,73,0,12,0,0,2,0
sizet101,1,39,10,0,0,0,0,0,0,0,0,0.364754,0.35,1969,1980,0,1,0,1,1411,5011,5648,577,1311,1079,188,21,23,430,59,46,469,350,60,20,110,38,138,1
skagd101,171,4543,809,81,11,10,10,0,113,55,0,0.508197,0.55,1977,1980,0,1,0,1,205,510,578,44,123,100,18,2,3,49,0,1,51,76,1,0,14,3,12,0
skifb101,0,0,54,9,1,2,2,0,0,0,0,0.385246,0.35,1921,1926,0,1,0,1,22,56,58,7,14,12,2,0,0,11,1,1,0,5,0,0,2,0,0,1
skinj001,449,11979,2425,170,32,26,22,0,252,128,0,0.5,0.65,1983,1991,0,1,0,1,564,1441,1551,119,329,247,62,3,17,136,3,7,80,387,1,4,18,8,40,0
skipk001,0,6,2,0,0,0,0,0,0,0,0,0.631148,0.65,2013,2013,1,0,0,1,4,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
slaud001,1083,28944,6158,477,87,71,92,0,843,346,0,0.467213,0.5,1982,1997,0,1,0,1,1327,4063,4502,415,1151,811,235,28,77,476,18,15,311,559,28,42,48,38,115,1
slocr101,3,183,42,2,1,0,0,0,5,2,0,0.446721,0.55,1969,1971,0,1,0,1,80,113,127,15,17,10,3,2,2,16,0,1,8,37,1,2,3,1,2,1
smalr001,0,0,0,0,0,0,0,0,0,0,0,0.446721,0.5,1975,1987,0,0,0,1,1653,5657,6594,745,1454,1022,244,25,163,694,27,34,771,908,47,14,98,54,121,0
smite106,0,0,2117,502,78,64,72,0,0,0,0,0.42623,0.35,1919,1930,1,0,0,1,860,2264,2569,225,686,506,115,19,46,355,18,10,247,106,0,11,47,0,0,1
smith106,585,15559,3116,320,49,57,74,167,215,124,17,0.487705,0.45,1955,1964,0,1,0,1,879,2682,2941,269,715,499,148,10,58,323,7,10,196,361,12,14,20,29,92,1
smith108,484,12734,2810,247,33,43,28,117,156,112,18,0.45082,0.35,1956,1965,0,1,0,1,570,1697,1822,126,437,343,63,8,23,172,6,8,102,128,33,3,13,7,50,1
smitk002,117,3147,942,48,4,6,7,0,99,16,0,0.631148,0.65,2016,2018,0,1,0,1,146,463,496,46,130,100,23,0,7,51,1,0,19,70,0,8,2,4,15,0
smitn101,3,72,17,1,0,1,1,1,2,0,0,0.385246,0.4,1962,1962,0,1,0,1,5,9,11,3,2,1,1,0,0,0,0,0,1,4,0,1,0,0,0,0
smitp105,0,0,0,0,0,0,0,0,0,0,0,0.487705,0.45,1920,1920,1,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
smitr102,67,1802,381,32,5,3,2,0,44,29,0,0.446721,0.5,1981,1983,0,1,0,1,83,215,231,16,47,39,6,1,1,10,1,0,11,18,0,1,3,1,4,0
smitr105,0,0,1,0,0,0,0,0,0,0,0,0.446721,0.35,1927,1927,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
smitv101,0,0,52,9,3,0,1,0,0,0,0,0.409836,0.5,1941,1946,0,1,0,1,16,54,56,5,14,13,1,0,0,5,0,0,2,10,0,0,0,0,4,1
snydb003,0,3,1,0,0,0,0,0,0,0,0,0.610656,0.55,2010,2018,0,1,0,1,122,200,211,27,48,24,14,1,9,29,0,1,7,67,0,3,1,0,2,1
snydc002,646,16977,4565,366,12,33,50,0,351,144,0,0.651639,0.65,2004,2013,0,1,0,1,715,2087,2459,227,467,291,98,1,77,298,0,3,309,560,36,25,16,22,50,1
snydf101,0,0,2486,692,51,64,31,0,0,0,0,0.446721,0.55,1912,1927,0,1,0,1,844,2560,2804,222,693,520,105,25,43,361,17,15.5,176,241,0,7,61,0,0,1
solaj002,28,777,190,18,1,3,2,0,25,4,0,0.565574,0.3,2012,2015,0,1,0,1,43,103,108,9,19,11,6,0,2,10,1,1,5,13,1,0,0,0,4,1
solia001,4,85,35,0,1,0,1,0,3,0,0,0.508197,0.45,2012,2014,0,1,0,1,13,10,11,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,1
sotog001,711,18765,5504,363,47,42,24,0,458,166,0,0.610656,0.5,2005,2017,0,1,0,1,797,2522,2876,308,619,361,146,4,108,361,3,5,311,673,17,17,7,19,73,1
speht001,161,4946,1235,100,20,16,12,0,155,64,0,0.528689,0.55,1991,1999,0,1,0,1,363,556,656,76,110,59,31,1,19,72,9,0,67,153,2,14,14,5,6,1
spenr101,0,0,2138,275,40,33,25,0,0,0,0,0.377049,0.35,1925,1938,0,1,0,1,636,1814,1995,177,448,375,57,13,3,203,4,1,128,130,0,11,42,0,4,1
spilh001,3,226,33,5,0,0,1,0,10,1,0,0.42623,0.5,1978,1989,1,0,0,1,563,810,906,96,192,139,34,1,18,117,1,2,81,126,8,3,3,9,15,1
spinh101,0,0,222,28,5,10,7,0,0,0,0,0.446721,0.45,1939,1946,0,1,0,1,85,209,225,20,53,46,6,1,0,20,0,2,14,14,0,0,2,0,5,1
spoha101,0,0,2182,347,74,30,36,0,0,0,0,0.405738,0.35,1928,1935,0,1,0,1,756,2218,2383,213,575,441,103,25,6,199,13,6.5,124,166,0,7,34,0,18,1
spotj101,0,0,2,0,0,0,0,0,0,0,0,0.405738,0.35,1930,1930,0,1,0,1,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
sprae001,8,282,70,3,3,0,1,0,7,1,0,0.569672,0.55,1991,2001,0,1,0,1,1203,4095,4587,506,1010,621,225,12,152,558,6,12,358,833,21,91,6,37,106,1
sprij101,0,0,84,15,0,2,0,0,0,0,0,0.446721,0.4,1930,1933,0,1,0,1,21,53,61,6,9,8,1,0,0,2,0,0,5,5,0,0,3,0,1,1
squim001,0,6,1,0,0,0,0,0,0,0,0,0.446721,0.4,1975,1985,1,0,1,0,779,1580,1778,211,411,342,53,10,6,141,45,28,143,108,13,5,38,12,31,0
stalj001,15,457,150,10,1,1,1,0,12,3,0,0,0.7,2016,2018,0,1,0,1,24,66,72,5,19,16,3,0,0,10,1,0,5,15,1,0,0,1,2,1
stanc002,0,18,7,0,0,0,0,0,0,0,0,0.467213,0.35,2015,2015,1,0,0,1,9,10,10,2,4,3,1,0,0,3,0,0,0,3,0,0,0,0,0,1
