,retroID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
7392,krakj101,149,183,18,33,7,2,0,11,0,0.0,13,62,0.0,0,6,0.0,6.0,0
7393,kralj101,236,382,25,62,3,1,4,21,0,0.0,16,114,0.0,2,29,2.0,6.0,0
7394,krals101,5,7,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,1.0,0
7395,kramj101,322,501,43,72,12,0,5,39,0,1.0,76,162,0.0,1,40,0.0,10.0,1
7396,kramk001,21,37,5,5,0,0,0,4,0,0.0,2,20,0.0,0,0,1.0,0.0,1
7397,kramr001,68,41,1,5,1,0,0,2,1,0.0,0,15,0.0,0,3,0.0,0.0,1
7398,kramt001,43,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7399,krane101,1853,5436,536,1418,225,25,118,614,15,27.0,454,581,89.0,14,35,58.0,138.0,1
7400,krate001,296,804,73,170,32,0,30,98,1,0.0,43,188,7.0,10,2,9.0,28.0,1
7401,krauj101,71,88,5,7,2,0,0,2,0,0.0,4,31,0.0,0,11,0.0,1.0,1
7402,kraul101,23,17,1,2,0,0,0,0,0,0.0,4,10,0.0,1,2,0.0,0.0,0
7403,kraul102,334,354,23,47,9,1,6,24,1,1.0,26,163,0.0,2,26,1.0,5.0,1
7404,kraum001,146,398,30,75,18,0,12,42,2,0.0,34,130,0.0,2,0,1.0,9.0,0
7405,kravd101,215,552,52,130,22,7,10,54,1,2.0,35,64,8.0,0,1,3.0,14.0,1
7406,kravk101,161,18,1,0,0,0,0,0,0,0.0,3,9,0.0,0,4,0.0,0.0,1
7407,krawr001,39,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7408,kreem101,1241,4676,676,1321,221,75,45,514,115,53.5,446,339,0.0,7,119,0.0,74.0,1
7409,krehj001,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7410,kreim101,42,93,3,16,2,0,0,3,0,0.0,9,18,0.0,1,3,0.0,1.0,1
7411,kremj001,29,73,7,8,1,1,1,2,0,0.0,6,27,1.0,0,0,0.0,0.0,1
7412,kremj101,27,3,1,0,0,0,0,0,0,0.0,1,3,0.0,0,0,0.0,0.0,1
7413,kremr101,309,687,57,122,30,2,5,69,0,0.0,37,213,0.0,0,36,0.0,0.0,1
7414,krenw001,550,1063,107,283,44,5,15,124,7,8.0,106,141,13.0,2,9,15.0,17.0,1
7415,kresc101,175,466,57,116,20,7,1,52,6,8.0,49,59,0.0,0,20,0.0,9.0,1
7416,kresr101,1391,5087,691,1454,298,58,89,799,47,56.0,474,453,0.0,6,97,0.0,18.0,1
7417,kretl101,200,237,7,27,2,0,0,12,0,0.0,16,118,0.0,0,16,0.0,1.0,0
7418,kreuc001,944,2505,289,593,123,8,54,274,5,7.0,361,593,13.0,20,27,19.0,68.0,1
7419,kreuf101,78,51,2,4,1,0,1,3,0,0.0,1,28,0.0,0,4,0.0,0.0,0
7420,kreur101,17,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7421,kriek101,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7422,krish101,129,149,17,25,3,0,0,7,0,0.0,4,41,0.0,0,8,0.0,1.0,1
7423,krivr001,72,4,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
7424,kroej001,22,54,5,9,3,0,0,2,0,1.0,1,21,0.0,0,0,0.0,2.0,1
7425,kroez001,7,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
7426,krolg101,71,32,3,4,1,0,0,0,0,0.0,0,12,0.0,0,3,0.0,1.0,1
7427,kroli001,225,3,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7428,kronj101,223,702,83,184,47,9,7,105,3,5.0,68,56,0.0,0,16,0.0,0.0,0
7429,kroom001,26,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7430,krsnm101,15,21,0,4,2,0,0,4,0,0.0,0,4,0.0,0,0,0.0,2.0,1
7431,krsnr101,120,275,27,59,18,3,3,38,0,3.0,30,24,0.0,1,2,0.0,7.0,0
7432,krueb001,301,15,1,6,1,0,0,0,0,0.0,0,5,0.0,0,3,0.0,0.0,1
7433,kruee101,234,623,70,168,26,10,10,80,9,6.0,55,58,0.0,2,6,0.0,0.0,1
7434,krugc101,79,214,17,41,6,0,5,25,0,1.0,15,66,2.0,1,1,3.0,9.0,1
7435,krugg101,7,5,0,2,0,0,0,0,0,0.0,1,1,0.0,0,0,0.0,0.0,1
7436,krugm101,127,450,67,124,23,4,4,60,7,9.0,43,43,0.0,3,28,0.0,0.0,1
7437,krukj001,1200,3897,582,1170,199,34,100,592,58,31.0,649,701,83.0,2,12,43.0,92.0,1
7438,krukm001,371,722,44,139,22,0,5,54,3,2.0,17,194,0.0,4,70,6.0,7.0,1
7439,kryhd101,569,1794,203,475,85,14,45,231,5,13.0,119,163,0.0,12,17,4.0,48.0,0
7440,krynd001,21,48,6,9,1,0,0,3,0,0.0,3,18,0.0,3,0,0.0,0.0,1
7441,kubej001,12,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7442,kubej002,1036,3480,442,913,187,19,140,564,12,7.0,355,834,34.0,11,3,34.0,89.0,1
7443,kubet101,1092,4167,522,1109,178,30,57,373,29,23.0,217,441,24.0,13,71,26.0,62.0,0
7444,kubij101,50,101,7,19,2,0,1,2,0,0.0,7,12,0.0,0,0,1.0,2.0,0
7445,kubik001,19,36,6,7,0,0,0,1,0,0.0,3,15,0.0,0,0,0.0,2.0,0
7446,kubit001,25,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7447,kubit101,977,2447,238,565,61,21,13,202,13,22.0,271,272,36.0,4,45,16.0,70.0,1
7448,kubsg101,22,63,11,16,3,0,0,6,1,1.0,6,10,0.0,0,0,0.0,2.0,0
7449,kucaj101,62,35,3,3,0,0,0,2,0,0.0,5,9,0.0,0,0,0.0,0.0,0
7450,kucej101,59,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7451,kuckj101,207,291,21,32,5,0,0,6,0,0.0,19,95,0.0,1,31,0.0,2.0,0
7452,kuczb101,6,6,0,0,0,0,0,0,0,0.0,2,2,0.0,0,0,0.0,0.0,0
7453,kuczs101,1,1,0,1,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7454,kuenh101,1833,6913,951,2092,356,56,87,671,68,56.0,594,404,39.0,15,44,52.0,143.0,1
7455,kuhaf101,8,9,0,1,0,0,0,1,0,0.0,0,5,0.0,0,1,0.0,0.0,1
7456,kuhej101,2104,7984,1236,2212,412,111,131,1049,178,90.0,980,612,0.0,39,92,0.0,74.0,0
7457,kuhlc001,66,92,4,10,2,0,0,4,0,0.0,2,30,0.0,0,11,0.0,1.0,1
7458,kuhnb101,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7459,kuhnk101,71,81,12,17,1,0,0,7,1,1.0,5,13,0.0,0,2,0.0,1.0,0
7460,kuipd001,1057,3379,329,917,91,29,1,263,52,71.0,248,255,27.0,28,82,17.0,76.0,1
7461,kumem101,6,8,0,1,0,0,0,0,0,0.0,0,5,0.0,0,0,0.0,0.0,0
7462,kunkb101,89,14,2,3,0,0,0,1,0,0.0,2,7,0.0,0,1,0.0,0.0,0
7463,kunkj001,357,867,88,192,44,9,18,73,9,8.0,37,234,1.0,8,20,3.0,21.0,1
7464,kuntr001,277,441,75,104,23,0,5,38,5,3.0,60,106,1.0,2,1,3.0,12.0,0
7465,kunze001,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7466,kunze101,21,12,0,1,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
7467,kuo-h001,218,27,3,5,2,0,1,1,0,0.0,1,14,0.0,0,8,0.0,0.0,1
7468,kuroh001,212,209,7,21,1,0,0,3,0,0.0,13,72,0.0,0,32,0.0,2.0,1
7469,kuror101,7,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7470,kurow101,916,3229,518,925,162,32,106,529,19,9.5,369,332,0.0,36,57,0.0,72.0,1
7471,kurth101,30,4,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
7472,kushe101,150,82,8,18,4,0,0,3,0,0.0,3,12,0.0,0,0,0.0,0.0,1
7473,kusic101,497,1238,155,291,50,3,46,171,11,4.0,194,228,9.0,13,3,13.0,36.0,0
7474,kusna101,139,313,21,55,6,1,3,21,1,1.0,21,61,4.0,2,2,1.0,2.0,0
7475,kutcr001,244,448,83,102,25,6,10,40,13,9.0,36,112,0.0,0,12,1.0,10.0,1
7476,kutym101,159,47,0,9,0,0,0,4,0,0.0,1,2,0.0,0,5,0.0,2.0,0
7477,kutzj001,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7478,kuwam001,19,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7479,kuzab101,214,256,21,22,1,0,1,10,0,0.0,29,96,0.0,1,12,0.0,5.0,1
7480,kvasa101,5,11,3,2,0,0,0,0,0,0.0,2,1,0.0,0,0,0.0,0.0,0
7481,laabc101,950,3102,467,813,151,44,117,509,32,22.0,389,595,0.0,10,37,0.0,60.0,0
7482,labaj001,7,14,0,0,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,1.0,1
7483,labic101,514,227,12,17,3,0,3,11,0,0.0,15,121,0.0,1,13,0.0,5.0,1
7484,laboc101,420,1247,108,291,62,2,28,166,0,5.0,97,220,11.0,6,11,13.0,28.0,1
7485,laboj001,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7486,laceb001,284,6,1,2,0,0,0,1,0,0.0,0,2,0.0,0,0,0.0,0.0,1
7487,lacha101,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7488,lachm101,70,10,0,0,0,0,0,0,0,0.0,1,6,0.0,0,1,0.0,0.0,0
7489,lachr101,118,281,23,59,9,1,9,33,0,0.0,13,69,3.0,1,5,3.0,5.0,0
7490,lackj001,450,236,6,26,7,0,0,8,1,1.0,9,97,0.0,0,20,0.0,3.0,1
7491,lacof001,255,77,2,8,1,0,0,5,0,0.0,1,28,0.0,0,10,1.0,0.0,1
7492,lacom001,416,481,30,60,11,0,2,19,0,0.0,18,194,0.0,2,61,1.0,5.0,1
7493,lacop101,715,1729,214,444,86,11,27,224,8,8.0,182,171,26.0,5,8,21.0,52.0,1
7494,lacyg101,13,24,2,4,0,0,1,2,0,0.0,2,2,0.0,1,4,0.0,0.0,0
7495,lacyk001,44,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7496,lacyl001,1523,4549,650,1303,207,42,91,458,185,86.0,372,657,26.0,9,41,33.0,86.0,1
7497,laddp001,205,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7498,laded101,127,164,15,36,4,0,0,11,2,1.0,14,42,0.0,0,10,0.0,1.0,1
7499,ladet001,54,65,9,8,0,1,0,3,2,0.0,2,15,0.0,0,1,0.0,3.0,0
7500,lafaj101,127,236,31,54,3,2,5,34,2,1.0,24,42,0.0,1,2,0.0,4.0,1
7501,laffa001,156,9,0,2,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
7502,lafop001,68,148,14,29,6,0,2,14,0,1.0,14,49,2.0,1,0,1.0,4.0,1
7503,lafot101,52,204,25,51,7,4,2,16,4,4.0,10,35,0.0,0,6,0.0,7.0,0
7504,lafrb001,27,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7505,lafrr101,8,10,1,4,1,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7506,lagaj001,583,1702,189,443,85,18,20,152,40,16.0,84,362,9.0,19,15,14.0,30.0,1
7507,lagam001,188,423,39,84,18,0,16,55,1,0.0,22,115,3.0,2,0,2.0,6.0,1
7508,lagge101,8,6,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,0
7509,lagrl101,309,13,0,2,0,0,0,0,0,0.0,0,5,0.0,0,0,0.0,0.0,1
7510,lahab001,195,535,66,139,26,1,21,56,4,3.0,61,182,4.0,0,1,2.0,13.0,1
7511,lahoj101,791,1925,239,429,68,12,65,218,20,20.0,309,339,21.0,16,6,5.0,38.0,0
7512,lahtj001,205,38,0,2,0,0,0,0,0,1.0,0,20,0.0,0,1,0.0,0.0,1
7513,lairb001,53,127,12,25,4,0,6,16,0,0.0,8,38,0.0,2,1,0.0,4.0,1
7514,lairg001,799,2452,314,597,137,9,38,238,21,11.0,193,494,8.0,32,35,22.0,58.0,1
7515,lajed101,6,10,3,2,0,0,0,0,0,0.0,3,2,0.0,1,0,0.0,0.0,1
7516,lakea101,239,646,40,131,17,5,15,66,0,0.0,36,137,0.0,3,4,0.0,15.0,1
7517,lakee101,835,2595,442,599,105,9,39,193,52,47.0,546,312,0.0,8,50,0.0,49.0,1
7518,lakej001,223,659,65,155,36,3,17,48,16,7.0,35,218,0.0,5,2,2.0,6.0,1
7519,lakes001,476,1125,89,267,41,5,18,108,1,0.0,43,159,17.0,6,18,5.0,33.0,1
7520,laket001,282,651,66,147,28,2,11,79,5,5.0,44,162,6.0,3,13,5.0,19.0,1
7521,lallb001,32,52,2,7,1,0,0,5,0,0.0,1,13,0.0,0,0,0.0,1.0,1
7522,lamaa101,16,6,1,0,0,0,0,0,0,0.0,1,3,0.0,0,0,0.0,1.0,0
7523,lamab101,511,1889,289,598,111,23,19,240,22,29.0,80,74,0.0,2,65,0.0,0.0,1
7524,lamaf101,2,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7525,lamah101,62,39,8,10,3,0,0,1,0,0.0,0,12,0.0,0,0,0.0,1.0,1
7526,lamaj101,285,156,9,15,2,0,1,6,1,0.0,7,80,0.0,0,9,0.0,4.0,1
7527,lamar001,106,202,18,48,11,0,2,18,2,2.0,12,67,0.0,2,1,3.0,5.0,1
7528,lamar101,442,1408,122,355,57,5,18,150,2,1.0,118,151,0.0,10,12,0.0,43.0,1
7529,lamaw101,74,107,11,25,4,0,0,9,0,0.0,3,33,0.0,0,5,0.0,1.0,1
7530,lamba001,60,95,8,18,7,0,1,3,0,1.0,5,27,0.0,0,0,0.0,2.0,1
7531,lambc001,14,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7532,lambc101,26,14,0,2,0,0,0,0,0,0.0,0,6,0.0,0,0,0.0,0.0,1
7533,lambd001,69,139,19,30,5,1,1,13,0,1.0,11,21,0.0,0,0,0.0,5.0,1
7534,lambg101,3,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
7535,lambj001,500,1742,257,430,88,19,75,272,17,10.0,219,505,21.0,12,0,17.0,41.0,1
7536,lambj002,27,36,0,2,1,0,0,1,0,0.0,1,20,0.0,0,1,0.0,0.0,1
7537,lambj101,47,7,0,0,0,0,0,0,0,0.0,0,6,0.0,0,0,0.0,0.0,1
7538,lambl101,54,158,22,43,11,2,1,21,2,0.0,4,19,0.0,1,13,0.0,0.0,0
7539,lambm001,975,2706,382,746,132,19,69,349,7,10.0,226,409,31.0,17,9,30.0,56.0,1
7540,lambr101,154,69,3,4,0,0,0,0,0,0.0,7,30,0.0,0,5,0.0,1.0,1
7541,lamed001,21,35,0,3,0,0,0,0,0,0.0,0,22,0.0,0,3,0.0,0.0,1
7542,lamob101,221,693,99,175,34,9,3,85,11,6.0,66,50,0.0,3,27,0.0,0.0,0
7543,lamog101,87,159,15,37,8,1,4,14,1,0.0,9,35,0.0,1,2,0.0,1.0,0
7544,lampd001,639,201,6,33,3,0,0,7,0,0.0,6,37,0.0,0,17,0.0,5.0,1
7545,lampk101,62,84,10,20,8,1,1,7,0,0.0,5,27,0.0,1,2,0.0,3.0,1
7546,lampt001,777,1796,224,422,78,8,56,236,23,17.0,193,286,27.0,36,10,17.0,38.0,1
7547,lanad101,56,42,4,5,0,0,0,2,0,0.0,2,9,0.0,0,2,0.0,1.0,1
7548,lancg101,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7549,lancl001,323,132,6,13,4,0,0,5,0,0.0,5,64,0.0,0,11,0.0,0.0,1
7550,lancr001,36,65,4,11,2,0,2,11,0,0.0,2,18,0.0,0,0,1.0,0.0,1
7551,landb001,268,25,2,2,1,0,0,0,0,0.0,1,9,0.0,0,3,0.0,1.0,1
7552,landb101,106,19,1,0,0,0,0,0,1,0.0,3,10,0.0,0,0,0.0,0.0,0
7553,landc001,78,105,30,25,3,1,0,7,27,5.0,10,23,0.0,0,4,0.0,2.0,1
7554,landd101,456,1160,151,272,36,8,12,75,36,14.0,104,200,5.0,19,13,4.0,11.0,1
7555,landd103,1,3,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0,0.0,0.0,0
7556,landh101,772,1929,179,450,69,5,34,203,5,12.0,253,188,35.0,3,23,19.0,35.0,1
7557,landj101,16,8,0,1,0,0,0,1,0,0.0,0,4,0.0,0,4,0.0,0.0,1
7558,landj102,4,6,0,0,0,0,0,1,0,0.0,0,2,0.0,0,0,0.0,0.0,0
7559,landj103,1346,4288,625,1061,169,50,93,467,139,51.0,588,767,22.0,59,61,29.0,65.0,1
7560,landk001,1264,4101,522,1099,180,45,91,479,145,60.0,299,421,33.0,19,39,45.0,78.0,1
7561,landk101,2,5,0,1,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
7562,landl101,7,5,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
7563,landr001,596,1230,134,291,32,17,4,83,54,24.0,100,123,12.0,5,29,3.0,21.0,1
7564,landt001,607,995,120,248,40,12,13,111,17,18.0,85,196,6.0,5,12,10.0,24.0,1
7565,laned101,12,42,4,5,0,0,0,4,0,1.0,5,3,0.0,0,0,0.0,1.0,0
7566,laneh101,7,15,0,1,0,0,0,0,0,0.0,1,1,0.0,0,0,0.0,0.0,1
7567,lanej001,500,1211,165,292,64,7,61,189,10,6.0,123,258,2.0,13,4,15.0,22.0,1
7568,lanej101,31,13,3,1,1,0,0,0,0,0.0,3,4,0.0,0,1,0.0,0.0,1
7569,lanem101,90,179,23,37,5,1,3,17,2,0.0,28,42,1.0,0,2,1.0,4.0,0
7570,lanfw101,39,11,1,0,0,0,0,0,0,0.0,0,6,0.0,0,1,0.0,0.0,1
7571,langc101,30,6,0,1,0,0,0,1,0,0.0,0,3,0.0,0,2,0.0,0.0,1
7572,langd101,78,3,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7573,langd102,138,373,35,100,17,2,5,42,2,1.0,49,45,0.0,1,8,0.0,6.0,1
7574,langm001,459,92,5,14,3,0,0,5,0,0.0,2,38,0.0,0,5,1.0,0.0,1
7575,langm002,13,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7576,langm101,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7577,langr001,265,6,3,1,1,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
7578,langr002,597,1250,177,283,58,12,33,125,11,8.0,192,388,16.0,12,11,9.0,17.0,1
7579,langs101,131,495,61,136,22,8,5,57,3,8.0,26,42,0.0,4,14,0.0,0.0,0
7580,lanih101,1196,3703,297,843,111,20,8,273,11,11.0,136,436,25.0,4,78,19.0,135.0,1
7581,lanim101,328,535,46,99,4,1,0,27,0,0.0,23,45,0.0,0,41,0.0,17.0,1
7582,lanir101,6,4,0,0,0,0,0,0,0,0.0,0,1,0.0,1,0,0.0,0.0,1
7583,lankf001,12,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
7584,lankr001,1701,5747,968,1561,356,54,238,874,258,117.0,828,1550,68.0,36,10,53.0,77.0,1
7585,lannj001,153,247,8,26,5,0,1,11,0,0.0,16,111,0.0,0,21,0.0,3.0,1
7586,lannj101,278,322,17,47,11,0,1,17,0,0.0,11,67,0.0,1,22,0.0,9.0,1
7587,lannt101,3,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7588,lansc001,1862,7158,1007,2074,332,40,151,874,224,104.0,553,719,45.0,64,53,77.0,166.0,0
7589,lansg101,15,11,1,0,0,0,0,0,0,0.0,2,6,0.0,0,0,0.0,0.0,1
7590,lansj101,25,30,7,6,0,0,1,5,0,1.0,6,7,0.0,0,0,1.0,0.0,1
7591,lansm001,1110,4150,554,1124,254,17,84,440,119,38.0,299,570,17.0,37,43,22.0,116.0,1
7592,lapap101,13,36,7,11,1,0,1,6,1,0.0,3,4,0.0,0,1,0.0,0.0,0
7593,lapap102,254,147,13,20,4,1,0,6,0,0.0,5,29,0.0,2,11,0.0,2.0,1
7594,lapia101,4,9,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7595,lapod001,294,251,13,26,1,0,0,15,0,0.0,16,82,0.0,0,32,1.0,7.0,1
7596,lapom001,291,967,106,230,53,2,31,120,3,0.0,82,223,2.0,10,0,9.0,21.0,0
7597,lapor101,143,433,60,115,10,0,1,30,9,4.5,35,34,0.0,1,6,0.0,1.0,1
7598,laraj001,10,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7599,laray001,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7600,larij001,101,245,30,55,12,1,8,32,3,3.0,29,83,0.0,1,0,1.0,8.0,0
7601,larka001,39,32,1,4,0,0,0,0,0,0.0,1,21,0.0,0,2,0.0,0.0,1
7602,larkb001,2180,7937,1329,2340,441,76,198,960,379,77.0,939,817,66.0,55,59,67.0,178.0,1
7603,larkg001,758,2321,275,618,131,12,32,266,23,17.0,268,278,31.0,38,16,27.0,56.0,0
7604,larkn101,667,1953,227,538,97,15,32,271,3,5.0,211,165,19.0,16,23,26.0,53.0,1
7605,larkp101,5,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
7606,larks001,1,3,0,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
7607,larks101,2,3,0,1,1,0,0,0,1,0.0,0,2,0.0,0,0,0.0,0.0,0
7608,laroa001,1605,5593,752,1452,340,13,255,882,13,11.0,649,1407,67.0,24,5,58.0,128.0,1
7609,laroa002,404,1184,133,267,53,6,22,113,8,3.0,121,208,8.0,15,11,5.0,38.0,1
7610,larod101,649,61,7,15,3,0,0,2,0,0.0,7,13,0.0,0,2,0.0,1.0,1
7611,larog001,39,88,16,23,6,1,0,6,1,0.0,8,11,0.0,2,2,0.0,2.0,1
7612,laroj101,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7613,larov101,4,2,0,0,0,0,0,0,0,0.0,0,1,0.0,1,0,0.0,0.0,1
7614,larsb001,109,291,29,52,11,0,8,37,4,2.0,35,86,1.0,3,0,3.0,6.0,1
7615,larsd101,80,97,10,21,2,1,0,7,0,0.0,5,15,0.0,0,4,0.0,1.0,1
7616,larsd102,480,596,65,144,25,5,14,72,0,3.0,43,138,0.0,0,11,3.0,15.0,1
7617,larss101,3,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7618,laruj001,922,2719,307,628,148,7,96,348,14,11.0,237,760,39.0,107,22,18.0,74.0,1
7619,larut101,132,176,15,35,5,2,0,7,0,0.0,23,37,1.0,1,1,2.0,2.0,1
7620,larya101,29,8,2,2,0,0,0,0,0,0.0,2,2,0.0,0,2,0.0,0.0,1
7621,laryf101,362,734,68,130,12,6,6,54,0,2.0,39,211,0.0,1,52,2.0,16.0,1
7622,laryl101,1302,4603,805,1239,247,56,38,526,162,50.0,705,470,0.0,25,91,0.0,6.0,1
7623,lashf101,151,32,1,2,0,0,0,0,0,0.0,0,17,0.0,0,3,0.0,1.0,0
7624,laskb001,160,210,11,22,0,0,0,7,0,2.0,16,98,0.0,2,17,0.0,2.0,1
7625,laslb101,2,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
7626,lasot101,27,14,0,1,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,1.0,1
7627,lassd101,4,13,2,2,0,1,0,0,0,0.0,1,3,0.0,0,0,0.0,2.0,1
7628,lastt001,396,828,84,219,50,2,10,94,4,3.0,96,119,5.0,8,3,4.0,19.0,1
7629,lathb001,14,3,1,1,0,0,0,1,0,0.0,1,0,0.0,0,1,0.0,0.0,1
7630,lathc001,110,213,34,43,5,1,3,19,9,3.0,23,85,1.0,1,1,2.0,1.0,0
7631,latmb101,344,332,24,48,6,2,2,25,0,0.0,18,90,0.0,1,20,2.0,5.0,1
7632,latom001,197,327,15,43,6,0,4,15,0,0.0,6,148,0.0,2,43,1.0,5.0,1
7633,lau-c101,527,1170,105,298,63,9,16,140,3,1.0,109,150,24.0,5,15,12.0,28.0,1
7634,laudt001,734,2038,221,458,97,5,77,263,3,3.0,190,553,3.0,8,18,14.0,44.0,0
7635,lauee001,23,30,1,2,1,0,0,1,0,0.0,1,15,0.0,0,5,1.0,0.0,1
7636,laurr001,48,156,27,45,12,1,5,19,7,1.0,16,50,0.0,2,0,2.0,0.0,0
7637,lauzg101,34,33,3,4,0,0,1,4,0,0.0,0,10,0.0,1,3,0.0,0.0,0
7638,lavac101,1043,3509,487,945,183,37,40,486,63,31.5,485,244,0.0,12,33,0.0,86.0,1
7639,lavad101,535,1813,169,462,70,24,5,209,25,27.0,75,115,0.0,9,82,0.0,0.0,1
7640,lavam001,879,2473,185,663,109,5,18,294,5,15.0,321,244,57.0,10,39,28.0,57.0,1
7641,lavar001,146,390,31,81,25,0,7,43,0,0.0,30,103,1.0,3,0,3.0,15.0,1
7642,laveg001,745,111,5,9,2,0,0,4,0,1.0,3,52,0.0,0,14,0.0,2.0,1
7643,law-d001,109,2,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
7644,law-r001,749,2421,379,656,101,37,18,199,228,65.0,184,210,9.0,13,22,7.0,29.0,1
7645,law-r101,35,7,0,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,1.0,0
7646,law-v001,1212,3802,453,972,193,26,71,442,34,26.0,408,602,14.0,9,43,36.0,92.0,1
7647,law-v101,516,883,96,191,35,7,11,90,1,0.0,41,179,0.0,6,63,7.0,24.0,1
7648,lawig101,10,15,2,2,0,0,0,0,0,0.0,0,5,0.0,0,0,0.0,1.0,1
7649,lawlt001,343,531,78,110,17,2,2,24,53,13.0,41,85,1.0,0,15,2.0,11.0,1
7650,lawrb001,170,289,16,38,7,0,1,20,0,0.0,13,97,0.0,0,22,2.0,6.0,1
7651,lawrb002,588,2217,266,578,112,13,71,253,41,19.0,153,487,5.0,27,8,12.0,28.0,0
7652,lawrb101,25,46,10,10,1,0,0,3,0,2.0,5,5,0.0,0,4,0.0,0.0,0
7653,lawrb102,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
7654,lawrb103,275,319,17,49,5,1,0,23,1,1.0,17,95,0.0,2,18,4.0,8.0,1
7655,lawrc001,38,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,1,0.0,0.0,0
7656,lawrj001,55,150,16,27,4,0,2,15,2,1.0,16,38,0.0,2,2,4.0,1.0,0
