retroID,POS,GS,InnOuts,PO,A,E,DP
kemmr101,P,7,362,9,18,1,1
kemmr101,P,9,226,4,14,2,2
kemmr101,P,2,204,6,12,0,1
kemmr101,P,28,618,18,36,3,1
kemmr101,P,0,110,5,8,0,1
kemmr101,P,0,84,2,9,2,0
kemmr101,P,0,12,0,0,0,0
kemmr101,P,26,517,4,20,3,2
kemnd101,P,0,0,0,4,1,0
kempm001,OF,149,4038,330,3,5,2
kempm001,OF,66,1911,137,2,4,1
kempm001,OF,155,4216,377,14,2,4
kempm001,OF,68,1729,133,2,5,0
kempm001,OF,137,3587,227,7,7,2
kempm001,OF,97,2482,165,8,2,2
kempm001,OF,54,1397,110,1,1,1
kempm001,OF,114,2619,154,5,2,1
kempm001,OF,102,2555,148,3,1,2
kempm001,OF,33,1001,63,2,5,1
kempm001,OF,105,2733,208,7,1,1
kempm001,OF,158,4140,345,11,5,5
kempm001,OF,144,3913,306,16,3,3
kempm001,OF,149,3846,269,10,8,2
kemps001,OF,2,70,5,0,0,0
kemps001,1B,0,6,1,0,0,0
kemps001,OF,117,3133,229,12,6,2
kemps001,OF,70,1886,138,2,4,0
kemps001,OF,61,1429,105,1,0,0
kemps001,OF,92,2419,207,4,3,0
kemps001,OF,92,2497,215,5,3,3
kemps001,OF,3,66,9,0,0,0
kemps001,OF,156,4185,325,11,8,2
kemps001,OF,154,3947,280,6,7,1
kemps001,OF,147,3948,252,10,5,1
kemps001,OF,84,2211,197,4,1,3
kempt001,OF,74,1901,138,1,0,1
kempt001,OF,24,696,34,2,1,0
kempt001,2B,1,54,2,5,1,1
kempt001,2B,1,69,2,6,0,2
kempt001,OF,10,270,14,0,0,0
kendf101,1B,0,24,8,1,0,0
kendf101,3B,1,27,1,1,0,0
kendf101,OF,0,6,1,0,0,0
kendf101,1B,0,6,1,0,0,0
kendf101,1B,0,5,1,1,0,0
kendf101,1B,6,219,85,8,0,7
kendf101,1B,1,24,7,0,0,0
kendf101,1B,0,6,2,0,0,0
kendj001,OF,0,7,1,0,0,0
kendj001,OF,27,643,47,1,5,0
kendh001,2B,90,2417,156,271,4,70
kendh001,2B,85,2254,146,254,9,54
kendh001,OF,0,3,1,0,0,0
kendh001,2B,118,3130,223,321,10,68
kendh001,2B,5,104,10,7,0,2
kendh001,OF,79,2026,131,5,0,0
kendh001,3B,14,378,5,26,1,2
kendh001,2B,23,631,32,57,3,11
kendh001,1B,7,209,56,3,1,6
kendh001,1B,1,45,9,0,0,1
kendh001,OF,24,582,43,0,1,0
kendh001,2B,10,283,17,31,2,8
kendh001,2B,154,4158,267,406,11,83
kendh001,OF,0,2,0,0,0,0
kendh001,2B,140,3753,259,366,9,74
kendh001,1B,0,7,2,0,0,0
kendh001,1B,11,313,98,4,1,5
kendh001,2B,90,2328,155,287,4,67
kendh001,1B,0,12,3,1,0,0
kendh001,1B,42,1054,330,29,2,43
kendh001,2B,105,2813,161,317,4,63
kendh001,2B,25,660,48,67,0,25
kendh001,1B,11,341,119,10,1,15
kendh001,3B,1,18,0,0,0,0
kendh001,OF,33,860,57,0,0,0
kendh001,OF,0,11,2,0,1,0
kendh001,OF,5,120,11,0,1,0
kendh001,2B,142,3726,238,407,14,81
kendh001,1B,0,12,4,1,0,0
kendh001,2B,32,857,47,62,4,16
kendh001,OF,20,525,33,1,0,0
kendh001,2B,112,2967,193,295,5,52
kendk001,P,2,25,0,2,0,0
kendk001,P,32,597,18,29,2,1
kendk001,P,30,546,13,43,2,5
kendk001,P,20,363,8,19,0,1
kendk001,P,14,344,7,17,1,0
kendk001,P,2,79,1,3,1,1
kendk001,P,31,542,9,33,3,3
kendk001,P,27,427,10,18,2,2
kendk001,P,30,467,9,33,1,0
kendk001,P,25,478,11,22,1,1
kenna001,2B,147,3973,337,425,19,106
kenna001,2B,26,680,68,64,4,14
kenna001,2B,75,1885,143,207,7,44
kenna001,1B,4,339,105,7,1,11
kenna001,3B,25,675,20,68,3,5
kenna001,2B,34,881,47,100,1,20
kenna001,3B,24,632,18,37,2,3
kenna001,2B,123,3323,212,352,5,71
kenna001,2B,123,3308,236,376,10,64
kenna001,2B,15,356,35,33,3,3
kenna001,2B,74,1891,156,211,7,46
kenna001,OF,0,5,0,0,0,0
kenna001,SS,0,6,0,3,0,0
kenna001,2B,123,3334,273,367,11,90
kenna001,OF,6,168,15,0,0,0
kenna001,2B,74,1907,144,224,7,56
kenna001,1B,2,54,23,3,1,4
kenna001,1B,0,18,3,1,0,0
kenna001,OF,0,3,0,0,0,0
kenna001,1B,23,654,217,24,2,21
kenna001,OF,0,1,0,0,0,0
kenna001,3B,6,136,2,6,1,0
kenna001,2B,125,3359,235,371,6,78
kenna001,1B,0,9,1,0,0,0
kenna001,2B,49,1263,87,121,7,30
kenna001,3B,78,2075,50,156,13,8
kenna001,OF,0,15,1,0,0,0
kenna001,2B,127,3422,205,361,9,76
kenna001,2B,138,3675,255,388,12,71
kenna101,P,0,0,0,1,0,0
kennb102,P,0,0,1,6,0,1
kennb102,P,0,0,0,2,0,0
kennb102,P,0,0,2,7,2,0
kennb103,P,0,0,3,14,1,2
kennb103,P,0,0,2,3,2,0
kennb103,P,0,6,0,0,0,0
kennb103,P,0,0,0,2,0,0
kennb103,P,0,0,3,19,0,0
kennb103,P,0,0,4,23,3,0
kennb103,P,0,0,0,0,1,0
kennb103,P,0,0,5,8,1,1
kennb103,P,0,38,0,3,0,1
kennb104,OF,0,3,0,0,0,0
kennb104,OF,4,129,4,0,0,0
kennb104,3B,2,63,4,2,0,0
kennb104,OF,0,0,204,8,7,3
kennb104,1B,5,156,47,4,0,6
kennb104,3B,0,3,0,0,0,0
kennb104,OF,0,0,91,2,0,0
kennb104,OF,0,0,61,3,2,0
kennb104,OF,0,0,35,2,0,1
kennb104,3B,0,0,99,207,14,17
kennb104,OF,0,0,31,2,1,0
kennb104,OF,12,272,27,0,0,0
kennb104,2B,0,0,4,5,0,1
kennb104,1B,0,0,3,0,0,1
kennb104,OF,0,0,174,9,6,2
kennb104,3B,0,0,88,153,17,12
kennb104,OF,0,0,294,13,4,3
kennb104,3B,32,1004,32,73,7,10
kennb104,1B,1,15,7,0,0,1
kennb104,OF,20,574,52,2,4,0
kennb104,3B,0,0,1,12,0,1
kennb104,OF,0,0,24,0,0,0
kennb104,3B,0,0,13,44,1,4
kennb104,OF,0,0,190,12,2,4
kennb104,3B,21,627,35,38,8,3
kennb104,3B,0,0,178,322,33,25
kennb104,3B,4,96,4,3,0,2
kennb104,OF,0,0,157,10,6,1
kennb104,3B,0,0,19,77,10,6
kennb104,OF,17,490,40,0,1,0
kennb104,3B,0,0,0,3,1,0
kennb104,3B,59,1654,81,131,14,10
kennb104,OF,15,369,16,0,0,0
kennb104,3B,0,0,1,2,0,0
kennb001,P,6,80,1,1,0,0
kenni001,P,33,666,14,22,0,1
kenni001,P,3,57,0,2,0,0
kenni001,P,30,462,5,8,3,0
kenni001,P,10,172,3,7,0,1
kenni001,P,21,372,4,13,0,0
kenni001,P,33,603,12,18,0,1
kenni001,P,32,582,18,19,1,2
kenni001,P,22,359,7,11,1,0
kenni001,P,33,625,9,22,4,1
kenni001,P,33,587,9,8,0,2
kenni001,P,9,119,1,6,0,0
kenni001,P,30,505,8,12,0,2
kenni001,P,0,3,0,0,0,0
kennj103,3B,74,2055,63,207,7,20
kennj103,OF,31,777,66,2,0,1
kennj103,SS,9,231,17,27,0,8
kennj103,2B,4,114,9,12,0,1
kennj103,3B,88,2454,69,237,15,20
kennj103,SS,17,459,29,50,4,5
kennj103,SS,3,81,5,12,0,4
kennj103,3B,107,3096,111,300,17,18
kennj103,2B,2,54,3,7,0,1
kennj103,3B,0,12,0,1,0,0
kennj103,1B,0,6,0,0,0,0
kennj103,SS,33,945,57,131,6,30
kennj106,SS,3,102,9,11,2,2
kennj106,2B,3,93,10,9,2,3
kennj104,SS,0,12,0,0,0,0
kennj105,2B,31,831,71,76,4,16
kennj105,3B,5,126,2,13,0,1
kennj105,SS,22,660,44,65,5,13
kennj105,3B,7,258,4,10,3,0
kennj105,3B,28,750,31,65,4,4
kennj105,3B,18,489,21,37,2,2
kennj105,SS,27,780,41,74,9,18
kennj105,SS,2,66,5,7,0,0
kennj105,1B,0,6,3,0,0,0
kennj105,2B,14,390,26,32,5,7
kennj105,3B,1,33,3,3,0,2
kennj105,2B,2,54,3,5,0,1
kennj105,2B,25,630,62,66,5,21
kennj105,SS,14,460,42,45,8,11
kennj105,3B,18,482,16,46,3,4
kennj105,3B,14,468,17,36,3,5
kennj105,2B,27,754,75,72,3,25
kennj105,2B,10,281,26,26,0,7
kennj105,3B,52,1476,39,127,6,10
kennj105,SS,24,636,37,57,2,15
kennj105,SS,2,87,5,10,1,1
kennj105,3B,21,1025,35,64,3,5
kennj105,2B,3,87,9,1,0,0
kennj105,3B,24,712,31,64,4,5
kennj105,SS,29,762,43,87,12,16
kennj105,SS,43,1116,71,130,7,27
kennj105,3B,81,2275,97,191,18,14
kennj105,2B,1,27,1,3,0,1
kennj105,SS,9,234,13,25,1,4
kennj105,3B,2,49,2,5,2,0
kennj105,2B,1,78,7,7,4,3
kennj105,SS,1,27,3,3,1,1
kennj105,3B,2,60,1,4,0,0
kennj001,P,16,303,2,19,4,1
kennj001,P,22,401,13,20,1,1
kennj001,P,16,276,3,11,2,0
kennj001,P,8,182,2,6,0,0
kennj001,P,0,21,0,1,0,0
kennj001,P,27,487,9,33,4,1
kennj001,P,0,8,0,0,1,0
kennj001,P,30,590,10,21,10,2
kennj001,P,20,353,8,14,0,2
kennj001,P,0,105,1,3,0,1
kennj101,2B,8,246,21,27,1,8
kennj101,2B,41,1235,94,138,5,27
kennj101,3B,0,30,0,2,0,0
kennj101,3B,0,24,0,0,0,0
kennj101,2B,4,131,11,17,0,3
kennj101,2B,41,1242,95,144,5,28
kennj101,3B,3,79,1,5,0,0
kennj101,SS,5,135,10,16,0,2
kennj101,SS,0,6,1,0,0,0
kennj101,3B,1,45,0,4,0,1
kennj101,3B,4,120,1,8,0,0
kennj101,2B,1,144,10,10,2,1
kennj101,SS,18,547,28,60,6,10
kennj101,3B,3,72,5,3,0,0
kennj101,2B,38,1230,109,160,6,25
kennj101,2B,92,2518,200,303,6,53
kennm101,P,0,0,7,26,1,1
kennm101,P,0,0,6,15,1,4
kennm101,P,0,0,5,20,1,2
kennm101,P,0,0,10,35,2,2
kennm101,P,0,0,2,4,0,2
kennm101,P,0,0,3,17,1,0
kennm101,P,0,0,4,13,2,0
kennm101,P,0,0,2,30,2,4
kennt001,1B,12,315,111,10,2,7
kennt001,OF,26,655,49,1,0,0
kennt001,1B,0,9,3,0,0,0
kennt001,1B,0,21,8,1,0,0
kennt001,1B,0,9,3,0,0,0
kennt001,1B,3,84,25,3,0,4
kennv101,P,0,0,8,54,2,3
kennv101,P,0,0,13,50,2,5
kennv101,P,0,0,2,10,1,1
kennv101,P,0,0,12,36,1,1
kennv101,P,0,0,4,11,1,1
kennv101,P,0,0,2,14,1,0
kennv101,P,0,0,1,6,0,1
kennv101,P,0,0,7,31,1,1
kennv101,P,0,0,4,24,3,3
kennv101,P,0,0,6,14,2,1
kennv101,P,0,0,2,11,1,0
kennv101,P,0,0,13,50,0,4
kennv101,P,0,0,1,6,0,0
kennv101,P,0,0,6,46,3,4
kennv101,P,0,0,9,40,3,1
kennv101,P,0,0,8,36,1,2
kensl001,P,0,46,0,2,0,0
kensl001,P,0,17,0,0,0,0
kensl001,P,0,40,1,1,0,0
kensl001,P,3,41,0,1,0,0
kensl001,P,0,166,1,2,2,0
kensl001,P,0,22,0,1,0,0
kensl001,P,0,84,0,7,0,0
kensl001,P,0,2,0,0,0,0
kensl001,P,0,113,0,3,0,0
kensl001,P,0,14,2,0,0,2
kentj001,3B,89,2240,75,184,21,19
kentj001,2B,122,3137,245,353,10,69
kentj001,1B,8,245,80,4,0,6
kentj001,1B,0,24,5,1,0,0
kentj001,2B,107,2813,222,337,14,76
kentj001,2B,9,288,24,37,1,1
kentj001,3B,43,1119,33,74,10,3
kentj001,SS,0,15,2,2,1,0
kentj001,3B,12,304,9,28,3,5
kentj001,2B,124,3212,250,311,18,68
kentj001,SS,1,27,1,3,0,0
kentj001,3B,0,18,1,6,0,1
kentj001,2B,30,795,60,84,3,18
kentj001,2B,7,195,11,30,0,2
kentj001,1B,12,357,112,9,1,13
kentj001,2B,143,3682,325,425,16,104
kentj001,3B,5,129,2,7,0,1
kentj001,1B,0,1,1,0,0,0
kentj001,2B,142,3778,293,411,16,113
kentj001,1B,11,277,73,0,2,10
kentj001,2B,132,3375,279,326,10,90
kentj001,2B,138,3629,284,424,16,87
kentj001,1B,10,244,92,6,2,9
kentj001,2B,134,3513,269,390,9,91
kentj001,1B,22,640,193,14,2,19
kentj001,2B,127,3339,278,354,11,83
kentj001,1B,1,21,7,2,0,2
kentj001,1B,1,12,7,1,0,0
kentj001,2B,132,3253,235,328,14,76
kentj001,2B,146,3774,302,394,10,96
kentj001,2B,107,2663,217,314,8,73
kentj001,1B,5,139,52,0,0,6
kentj001,2B,114,2655,168,279,11,53
kentj001,2B,138,3568,276,374,7,74
kentj001,2B,134,3498,278,404,20,87
kentj001,1B,9,200,55,2,0,7
kents001,P,0,172,2,7,2,2
kenwd102,3B,6,136,0,7,1,0
kenwd102,2B,1,24,1,4,0,2
kenwd102,3B,27,792,21,70,6,3
kenwd102,3B,23,610,16,51,2,1
keouj101,1B,0,6,1,0,0,0
keouj101,OF,35,1017,82,2,0,1
keouj101,OF,28,655,48,2,2,0
keouj101,OF,6,276,12,1,0,1
keouj101,1B,0,9,3,0,0,0
keouj101,OF,94,2457,164,4,3,1
keouj101,1B,14,414,113,11,3,13
keouj101,OF,32,882,63,2,1,0
keoum101,1B,25,787,223,24,2,25
keoum101,OF,16,486,27,0,0,0
keoum101,OF,34,1148,88,2,3,1
keoum101,OF,86,2375,213,7,5,2
keoum101,1B,9,238,95,6,1,8
keoum101,OF,18,496,38,0,1,0
keoum101,1B,2,48,16,0,1,1
keoum101,OF,52,1474,147,5,1,1
keoum101,OF,4,138,16,0,0,0
keoum101,1B,2,63,14,1,0,3
keoum101,OF,56,1680,105,4,1,1
keoum101,OF,1,42,2,0,0,0
keoum101,1B,3,254,74,5,1,4
keoum101,OF,0,18,1,0,0,0
keoum101,1B,0,51,27,0,0,0
keoum101,OF,0,12,0,0,1,0
keoum101,1B,2,54,17,0,0,1
keoum101,OF,28,884,67,2,1,0
keoum101,OF,24,649,58,3,0,0
keoum101,1B,17,436,148,20,2,11
keoum001,P,12,167,5,6,1,1
keoum001,P,6,128,3,4,1,0
keoum001,P,4,132,1,3,0,0
keoum001,P,1,30,0,2,0,0
keoum001,P,28,530,23,28,3,5
keoum001,P,5,105,1,2,0,1
keoum001,P,32,592,21,31,2,2
keoum001,P,34,628,9,20,3,2
keoum001,P,19,421,10,13,2,2
keoum001,P,32,750,23,28,3,2
keoum001,P,2,87,2,4,1,1
keplm001,OF,1,30,3,0,0,0
keplm001,OF,142,3828,327,7,1,2
keplm001,1B,0,12,5,0,0,0
keplm001,1B,0,1,0,0,0,0
keplm001,OF,101,2785,224,9,7,4
keplm001,OF,128,3465,290,7,2,3
keppb001,P,0,162,4,7,0,0
keppb001,P,6,103,2,7,0,2
keppb001,P,0,12,0,0,0,0
keppj001,2B,23,492,32,52,0,12
keppj001,OF,0,3,0,0,0,0
keppj001,3B,12,319,7,29,2,3
keppj001,3B,41,1020,23,59,2,10
keppj001,1B,3,90,37,1,0,1
keppj001,2B,1,24,3,3,0,2
keppj001,1B,21,506,157,7,1,13
keppj001,3B,59,1523,38,110,7,16
keppj001,OF,0,10,0,1,0,0
keppj001,2B,54,1380,109,114,2,17
keppj001,SS,3,116,5,13,0,2
keppj001,2B,38,993,57,105,3,19
keppj001,SS,43,1172,62,124,2,27
keppj001,2B,14,416,33,48,1,12
keppj001,2B,27,773,61,86,2,20
keppj001,2B,3,78,10,7,0,2
keppj001,1B,2,56,15,1,0,0
keppj001,1B,14,378,120,14,1,16
keppj001,3B,7,227,7,23,1,3
keppj001,1B,0,6,2,0,0,0
keppj001,2B,3,69,5,5,0,2
keppj001,2B,122,3212,217,351,6,66
keppj001,SS,10,261,14,19,1,9
keppj001,3B,7,214,3,18,0,2
keppj001,SS,101,2642,145,246,8,72
keppj001,2B,41,1113,74,107,1,24
keppj001,OF,2,55,6,1,0,0
keppj001,3B,35,975,25,67,3,8
kepsk001,P,29,460,5,19,1,1
kepsk001,P,16,327,4,10,3,0
kepsk001,P,1,24,1,2,0,0
kerfc001,P,0,92,2,2,2,0
kerfc001,P,0,10,0,0,1,0
kerfc001,P,0,89,5,3,1,0
kerfc001,P,0,281,7,9,0,1
kerfc001,P,6,133,5,2,1,1
kerig101,P,0,0,0,0,0,0
kerig101,P,1,35,0,1,0,0
kerig101,P,3,179,7,7,0,1
kerkb101,P,0,0,1,11,0,1
kernb101,OF,3,71,3,2,0,0
kerng101,1B,7,186,65,5,2,9
kerng101,1B,15,372,114,8,2,14
kernj001,P,0,33,2,3,0,1
kernj001,P,2,353,7,14,3,2
kernj001,P,0,298,4,16,0,0
kernj001,P,7,215,4,11,2,0
kernj001,P,0,276,5,13,3,2
kernj001,P,0,82,2,6,0,0
kernj001,P,0,429,9,16,7,1
kernj001,P,0,14,1,0,0,0
kernj001,P,0,40,0,2,0,0
kernj001,P,3,46,0,1,0,0
kernj001,P,1,190,0,12,0,1
kernj001,P,0,2,0,0,0,0
kernj001,P,1,84,3,3,0,0
kernj001,P,0,90,3,3,1,0
kernj001,P,0,228,3,15,0,0
kerrb101,SS,0,0,240,400,12,66
kerrb101,2B,0,0,5,4,0,3
kerrb101,SS,0,0,60,90,7,10
kerrb101,SS,0,0,270,461,17,77
kerrb101,SS,0,0,269,456,25,72
kerrb101,SS,0,0,310,471,28,97
kerrb101,SS,0,0,328,507,40,81
kerrb101,SS,0,0,333,515,32,81
kerrb101,SS,0,0,110,173,9,31
kerrb101,3B,0,0,24,28,2,2
kerrb101,SS,0,0,125,224,15,33
kerrd101,P,0,0,10,81,7,4
kerrd101,P,0,0,7,66,4,0
kerrd101,P,0,0,8,81,1,2
kerrd101,P,0,0,1,11,1,3
kerrj101,P,0,170,7,9,1,2
kerrj101,P,0,7,0,2,0,0
kerrj101,P,0,268,6,16,2,3
kerrj101,P,2,215,1,19,1,3
kerrj102,2B,0,0,25,31,2,4
kerrj102,2B,0,0,130,166,6,33
kerrj102,SS,0,0,42,52,3,7
kerrj102,OF,0,0,1,0,0,0
kerrj102,3B,0,0,0,0,0,0
kerrj102,2B,0,0,46,57,5,9
kerrj102,SS,0,0,19,45,9,5
kerrj102,2B,0,0,297,366,22,78
kerrj102,SS,0,0,3,5,0,0
kerrj102,3B,0,0,9,13,3,1
kerrj102,SS,0,0,1,4,0,0
kerrj102,3B,0,0,21,47,2,4
kerrj102,SS,0,0,25,37,4,7
kerrj102,2B,0,0,42,29,2,6
kerrj102,2B,0,0,307,459,23,84
kerrj102,3B,0,0,2,3,0,1
kerrj102,3B,0,0,0,0,0,0
kersc001,P,27,525,4,18,1,0
kersc001,P,33,700,9,38,0,2
kersc001,P,30,513,8,19,0,2
kersc001,P,33,683,9,42,0,1
kersc001,P,33,708,7,27,1,2
kersc001,P,33,698,8,45,1,1
kersc001,P,21,323,1,18,1,2
kersc001,P,26,484,1,24,1,1
kersc001,P,32,613,5,30,1,0
kersc001,P,21,447,2,15,1,0
kersc001,P,27,595,8,31,2,3
kersj001,P,0,16,0,1,0,0
kersj001,P,0,162,7,5,0,1
kersj001,P,0,56,3,1,1,1
kersj001,P,2,67,1,4,0,0
kessd101,SS,105,2866,212,350,18,84
kessd101,SS,136,3701,215,457,19,77
kessd101,3B,1,31,0,2,1,0
kessd101,SS,13,453,37,54,2,15
kessd101,2B,11,285,27,27,0,10
kessd101,3B,6,172,7,16,2,0
kessd101,SS,18,483,32,38,3,12
kessd101,2B,16,453,32,63,5,9
kessd101,3B,0,25,1,0,0,0
kessd101,SS,151,3990,263,512,27,97
kessd101,SS,144,3882,202,474,35,68
kessd101,SS,152,4020,257,501,22,86
kessd101,SS,145,3870,259,504,28,90
kessd101,SS,1,57,3,7,0,1
kessd101,SS,157,4195,266,542,20,101
kessd101,SS,156,4135,274,526,30,109
kessd101,SS,104,2594,176,338,28,69
kessd101,2B,29,770,53,85,6,21
kessd101,2B,1,21,2,6,0,0
kessd101,1B,0,3,2,0,0,0
kessd101,SS,158,4183,263,573,33,97
kessd101,SS,36,973,57,103,2,17
kessd101,SS,147,3897,259,476,32,87
kessd101,3B,12,302,5,28,2,3
kessd101,SS,132,3578,205,436,22,100
kessd101,SS,117,2989,171,321,13,60
kessd101,2B,7,189,12,14,0,2
kessk001,SS,7,217,7,22,2,5
kestr101,P,0,19,0,0,0,0
kestr101,P,0,96,0,3,2,0
kestr101,P,0,6,0,0,0,0
ketcg101,P,0,0,0,1,0,0
keucd001,P,33,696,18,53,1,1
keucd001,P,34,614,14,27,0,1
keucd001,P,23,437,7,34,5,3
keucd001,P,16,256,8,19,2,2
keucd001,P,22,461,7,24,0,3
keucd001,P,29,600,18,47,1,3
keucd001,P,26,504,5,27,0,2
key-j001,P,33,648,11,44,2,2
key-j001,P,36,783,17,44,3,5
key-j001,P,21,394,5,19,0,1
key-j001,P,35,696,18,42,0,4
key-j001,P,32,638,15,52,3,3
key-j001,P,27,464,8,22,1,3
key-j001,P,11,238,4,11,0,3
key-j001,P,0,186,9,11,1,0
key-j001,P,34,710,14,33,4,1
key-j001,P,25,504,6,40,2,3
key-j001,P,5,91,4,3,0,2
key-j001,P,33,650,18,27,1,2
key-j001,P,30,508,9,30,1,1
key-j001,P,34,637,12,37,2,2
key-j001,P,33,628,22,37,2,3
keysb001,P,10,277,9,17,1,1
keysb001,P,0,179,6,16,1,3
khals001,SS,50,1290,85,163,10,25
khals001,SS,94,2517,156,316,16,45
khals001,SS,5,126,5,6,1,1
khals001,2B,2,63,9,5,0,0
kibbh101,2B,0,0,18,29,5,2
kibbh101,SS,0,0,5,11,0,3
kickm001,P,3,85,2,5,1,0
kickm001,P,0,6,0,1,0,0
kidam001,P,0,194,2,7,0,0
kidam001,P,0,8,2,1,0,0
kidam001,P,0,29,1,0,0,1
kidam001,P,2,36,0,1,0,0
kidam001,P,0,6,0,0,0,0
kidam001,P,0,14,1,0,0,1
kiebs001,3B,0,1,0,0,0,0
kiebs001,1B,0,15,4,0,0,0
kiecd001,P,5,121,4,11,1,1
kiecd001,P,25,456,18,27,2,1
kiefj101,P,0,0,0,10,1,1
kiefj101,P,0,0,1,7,1,0
kiefj101,P,0,0,0,0,0,0
kiefm001,P,0,28,1,1,0,0
kiefm001,P,0,149,0,3,0,1
kiefm001,P,0,30,0,0,0,0
kiefm001,P,0,32,0,1,0,0
kiefs001,3B,19,564,15,37,7,5
kiefs001,SS,2,48,7,8,0,2
kiefs001,2B,2,42,4,7,0,2
kiefs001,3B,2,54,1,1,0,0
kiefs001,2B,1,50,1,8,0,1
kiefs001,3B,1,39,0,1,1,0
kiefs001,3B,23,657,15,42,2,3
kiefs001,SS,12,315,14,33,5,5
kiefs001,3B,0,24,1,2,0,0
kiekd001,P,0,66,2,3,0,0
kiekd001,P,0,6,1,0,0,0
kielb001,OF,34,914,68,1,2,0
kielb001,OF,63,1866,159,4,0,0
kielb001,1B,4,105,27,2,0,4
kielb001,OF,11,372,28,1,0,0
kielb001,OF,8,204,13,1,0,1
kielb001,OF,48,1325,87,2,1,0
kielb001,1B,2,48,19,2,0,2
kielb001,OF,28,782,63,2,3,1
kielb001,OF,67,1772,136,3,1,1
kielb001,OF,89,2343,166,5,3,1
kielb001,OF,50,1428,97,1,1,0
kielj001,P,0,20,0,0,0,0
kielj001,P,0,35,0,5,0,2
kielj001,P,0,165,8,15,0,3
kiell101,P,0,94,3,5,0,0
kiell101,P,0,0,4,29,2,0
kiell101,P,0,167,7,12,0,1
kiell101,P,4,270,6,19,0,4
kiell101,P,0,243,4,19,1,1
kiell101,P,0,62,2,9,0,1
kiell101,P,19,393,7,20,5,1
kierk001,OF,102,2617,264,7,2,1
kierk001,OF,89,2474,237,5,6,2
kierk001,OF,95,2489,242,5,6,1
kierk001,OF,86,2242,232,5,0,1
kierk001,OF,0,3,0,0,0,0
kierk001,OF,131,3566,412,15,5,3
kiesb001,OF,3,78,2,0,1,0
kiesb001,P,0,159,8,11,0,2
kiesb001,OF,4,102,5,0,1,0
kiesb001,OF,3,119,9,0,2,0
kiesb001,1B,0,3,1,0,0,0
kiesb001,P,0,129,4,2,0,0
kiesb001,1B,0,3,1,0,0,0
kiesb001,OF,26,525,39,1,2,0
kiesr001,OF,7,193,11,0,1,0
kiesr001,OF,21,569,38,1,0,0
kilbb001,P,1,51,0,1,0,0
kilbb001,P,0,25,0,0,0,0
kildp101,3B,0,0,16,40,9,4
kildp101,2B,0,0,0,2,0,0
kildp101,SS,0,0,16,15,6,2
kildp101,2B,0,0,316,454,26,69
kildp101,2B,0,0,8,20,1,3
kildp101,3B,0,0,11,26,1,2
kildp101,2B,0,0,243,379,24,57
kildp101,3B,0,0,0,4,0,1
kildp101,3B,0,0,6,9,2,2
kiled001,P,26,515,9,15,3,0
kiled001,P,21,381,11,25,3,2
kiled001,P,33,657,12,28,3,6
kiled001,P,24,443,9,18,1,0
kiled001,P,14,254,3,18,1,2
kiled001,P,22,461,7,17,3,1
kiled001,P,32,572,10,24,1,2
kiled001,P,22,376,2,12,5,0
kiled001,P,34,767,28,39,1,3
kiled001,P,34,697,12,30,1,3
kiled001,P,35,691,22,32,3,1
kiled001,P,34,682,11,29,2,2
kilgp001,P,0,186,14,13,2,2
kilgp001,P,23,437,10,25,2,0
kilgp001,P,0,49,1,3,0,0
kilgp001,P,1,86,4,3,0,0
kilgp001,P,12,268,7,9,4,2
kilgp001,P,32,610,11,34,2,4
kilkm101,P,11,258,4,14,2,0
kilkm101,P,21,387,6,20,1,1
kilkm101,P,0,3,0,0,0,0
kilkm101,P,0,3,0,0,0,0
kilkm101,P,0,12,0,1,0,0
kilkm101,P,7,174,4,10,0,2
kilkm101,P,0,6,0,1,0,0
kilkm101,P,15,385,5,19,1,0
kille102,P,0,18,0,0,0,0
killh102,3B,129,3225,108,203,17,14
killh102,1B,4,102,28,0,0,4
killh102,3B,40,1056,37,78,4,3
killh102,OF,2,57,3,1,0,0
killh102,3B,33,928,28,75,9,10
killh102,1B,115,2992,972,67,14,91
killh102,3B,60,1533,42,93,11,3
killh102,1B,82,2118,658,56,2,52
killh102,OF,0,12,0,0,0,0
killh102,3B,7,192,2,16,1,2
killh102,2B,0,3,0,0,0,0
killh102,1B,40,1024,330,15,4,30
killh102,3B,103,2745,83,190,14,11
killh102,OF,18,440,22,0,0,0
killh102,3B,3,72,2,3,1,0
killh102,1B,70,1830,636,35,8,64
killh102,1B,160,4107,1283,86,11,100
killh102,2B,2,72,6,4,1,1
killh102,3B,18,471,18,40,3,3
killh102,OF,137,3366,219,7,3,0
killh102,1B,26,615,204,9,3,14
killh102,1B,57,1353,431,45,1,42
killh102,1B,71,1826,584,32,8,69
killh102,3B,10,207,7,15,3,1
killh102,OF,157,4171,232,1,7,0
killh102,1B,31,671,218,21,2,21
killh102,3B,96,2334,75,185,20,12
killh102,1B,77,1956,594,56,4,50
killh102,3B,17,498,23,49,5,3
killh102,1B,128,2985,995,99,9,82
killh102,3B,45,1311,45,103,9,7
killh102,OF,150,3675,227,5,8,0
killh102,2B,3,81,5,2,0,0
killh102,3B,149,3958,129,325,30,18
killh102,OF,4,92,6,0,0,0
killh102,2B,0,16,1,0,0,0
killh102,3B,8,195,8,13,0,1
killh102,1B,2,81,14,0,1,4
killh102,1B,66,1771,574,34,2,55
