retroID,weight,height,debutYear,finalYear,pos_1B,pos_2B,pos_3B,pos_C,pos_OF,pos_P,pos_SS,bats_L,bats_R,throws_L,throws_R,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
parkw101,0.42623,0.5,1964,1972,1,0,0,0,0,0,0,0,0,1,0,1288,4157,4835,548,1110,820,194,32,64,470,60,34,532,615,63,24,82,40,83,1
parmc001,0.590164,0.5,2011,2016,1,0,0,0,0,0,0,1,0,1,0,311,917,1011,89,227,146,48,3,30,98,1,5,79,239,1,10,0,5,21,0
parmi001,0.405738,0.4,2017,2017,0,0,0,0,1,0,0,1,0,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
parmr101,0.467213,0.5,1929,1939,0,0,0,0,0,1,0,0,1,0,1,213,396,416,30,82,63,11,3,5,34,0,0,13,113,0,0,7,0,12,1
parnb001,0.528689,0.6,2008,2016,0,0,0,0,0,1,0,0,1,0,1,335,9,14,1,1,1,0,0,0,0,0,0,0,3,0,0,5,0,0,1
parnm101,0.42623,0.45,1947,1956,0,0,0,0,0,1,0,1,0,1,0,293,668,729,52,132,112,17,2,1,50,2,0,29,94,0,2,30,0,13,0
paroc001,0.856557,0.7,2001,2009,0,0,0,0,0,1,0,0,1,0,1,177,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
parqj001,0.364754,0.4,1998,2003,0,0,0,0,0,1,0,1,0,1,0,103,10,13,0,2,2,0,0,0,0,0,0,0,4,0,0,3,0,0,0
parra001,0.446721,0.45,2011,2015,0,0,1,0,0,0,0,0,0,0,1,131,246,288,19,43,30,11,0,2,14,2,0,33,83,8,4,2,3,5,1
parrg001,0.54918,0.4,2009,2019,0,0,0,0,1,0,0,1,0,1,0,1466,4761,5183,620,1312,918,264,42,88,522,96,54,312,890,49,38,34,38,110,1
parrj001,0.446721,0.65,1986,1996,0,0,0,0,0,1,0,0,1,0,1,491,38,43,1,4,4,0,0,0,1,0,0,3,13,0,0,2,0,0,1
parrj002,0.344262,0.4,1995,2004,0,0,0,0,0,1,0,0,1,0,1,82,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1
parrj003,0.42623,0.4,2000,2010,0,0,0,0,0,1,0,1,0,1,0,184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parrj004,0.446721,0.5,2008,2009,0,0,0,0,0,1,0,0,1,0,1,14,9,11,1,2,1,1,0,0,0,0,0,2,5,0,0,0,0,0,1
parrl001,0.54918,0.6,1977,1995,0,0,0,1,0,0,0,0,1,0,1,1988,7067,7797,856,1782,1126,305,27,324,1070,28,37,612,1527,62,37,23,58,197,1
parrl002,0.467213,0.6,1974,1988,0,0,1,0,0,0,0,0,1,0,1,1891,6792,7450,850,1789,1140,360,33,256,992,30,36,529,1359,79,42,31,56,187,1
parrm001,0.569672,0.6,2007,2015,0,0,0,0,0,1,0,1,0,1,0,322,144,163,10,27,15,11,1,0,13,0,0,6,58,0,2,10,1,2,1
parrm101,0.54918,0.65,1977,1981,0,0,0,0,0,1,0,0,1,0,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parrs001,0.467213,0.45,1995,2003,0,0,0,0,0,1,0,0,1,0,1,141,162,182,8,25,21,4,0,0,15,0,1,3,53,0,0,16,1,0,1
parrs101,0.446721,0.4,1970,1970,0,0,0,0,1,0,0,0,1,0,1,11,16,17,0,2,1,1,0,0,0,0,0,1,4,0,0,0,0,0,1
parsb101,0.487705,0.75,1971,1974,0,0,0,0,0,1,0,0,1,0,1,93,139,166,8,23,18,4,0,1,15,0,0,11,61,0,0,14,2,2,0
parsc001,0.42623,0.5,1981,1987,0,0,0,0,1,0,0,1,0,0,1,63,53,61,9,10,7,1,0,2,10,0,0,3,11,1,2,2,1,2,0
parsd101,0.42623,0.55,1939,1943,0,0,0,1,0,0,0,0,1,0,1,108,295,321,10,52,43,7,0,2,15,1,0,20,39,0,0,6,0,10,0
parst101,0.54918,0.8,1963,1965,0,0,0,0,0,1,0,0,1,0,1,40,27,29,1,1,1,0,0,0,0,0,0,1,20,0,0,1,0,0,1
parsw001,0.52459,0.7,2018,2019,0,0,0,0,0,1,0,0,1,0,1,33,3,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1
partc001,0.672131,0.7,2013,2016,0,0,0,0,0,1,0,0,1,0,1,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
partj101,0.344262,0.4,1927,1928,0,1,0,0,0,0,0,1,0,0,1,183,645,702,90,167,136,17,7,7,52,11,5.5,33,42,0,4,20,0,0,1
partr101,0.42623,0.35,1943,1948,0,0,0,1,0,0,0,0,1,0,1,367,1090,1245,89,273,225,41,5,2,114,2,3,132,120,0,4,19,0,35,0
parts101,0.405738,0.4,1944,1945,0,0,0,0,0,1,0,0,1,1,0,9,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
pascb101,0.405738,0.45,1978,1981,0,0,0,0,0,1,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pascb102,0.446721,0.4,1915,1929,0,0,0,0,1,0,0,0,1,0,1,355,778,875,143,242,160,47,11,24,138,24,18,72,90,0,3,22,0,0,0
pascc101,0.364754,0.15,1950,1950,0,0,0,0,0,1,0,0,1,0,1,2,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pascc102,0.385246,0.4,1954,1971,0,0,0,0,0,1,0,0,1,0,1,542,967,1073,71,198,156,32,5,5,81,0,0,46,123,0,3,55,2,30,1
pascv001,0.77459,0.75,2004,2011,1,0,0,0,0,0,0,0,1,0,1,42,73,85,7,14,10,1,0,3,8,1,0,10,25,1,1,0,1,3,1
pasej101,0.405738,0.35,1933,1934,0,0,0,1,0,0,0,0,1,0,1,32,70,79,7,18,14,4,0,0,4,2,0,8,8,0,0,1,0,0,0
pashl001,0.528689,0.6,1982,1984,0,0,0,0,0,1,0,0,1,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paskd101,0.364754,0.4,1907,1921,0,0,0,0,1,0,0,0,1,0,1,254,849,979,86,205,150,34,14,7,104,23,19.5,96,99,0,4,30,0,0,1
paslk101,0.446721,0.45,1974,1978,0,0,0,1,0,0,0,0,1,0,1,55,122,132,8,31,23,7,0,1,9,0,0,6,13,1,0,4,0,2,1
pasqd001,0.520492,0.45,1985,1994,0,0,0,0,1,0,0,1,0,1,0,905,2620,3000,341,638,377,129,15,117,390,7,10,335,642,29,15,9,21,43,0
pasqm101,0.372951,0.4,1919,1919,1,0,0,0,0,0,0,0,1,0,1,2,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
passc101,0.5,0.6,1935,1947,0,0,0,0,0,1,0,0,1,0,1,447,982,1050,84,189,142,29,3,15,80,2,1,26,294,0,1,41,0,13,1
pastc101,0.385246,0.35,1983,1983,0,0,1,0,0,0,0,0,1,0,1,10,32,32,4,4,2,0,0,2,5,0,0,0,3,0,0,0,0,4,0
pastf001,0.459016,0.55,1979,1986,0,0,0,0,0,1,0,0,1,0,1,220,292,326,15,44,36,6,0,2,16,0,1,8,99,0,0,26,0,3,1
pastt001,0.42623,0.4,2012,2014,0,1,0,0,0,0,0,0,1,0,1,124,239,268,30,58,47,7,2,2,15,2,1,17,48,1,1,10,1,5,1
pateb101,0.508197,0.6,1980,1981,0,0,0,0,1,0,0,0,1,0,1,31,45,52,3,12,10,2,0,0,5,0,1,4,6,0,0,1,2,0,1
patef101,0.295082,0.1,1968,1981,0,0,0,0,0,0,1,0,1,0,1,1650,5530,6246,736,1340,1028,216,55,41,490,385,131,523,787,33,31,119,43,92,1
patej001,0.467213,0.45,2011,2014,0,0,0,0,0,1,0,0,1,1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
patej101,0.442623,0.35,1926,1927,0,0,0,0,0,1,0,1,0,1,0,79,37,43,2,7,4,3,0,0,6,0,0,4,3,0,0,2,0,0,0
patrb001,0.590164,0.5,1998,1999,0,0,0,0,0,1,0,0,1,0,1,38,16,19,1,3,2,0,0,1,1,0,0,2,4,0,0,1,0,0,1
patrb101,0.467213,0.55,1941,1942,0,0,0,0,1,0,0,0,1,0,1,9,15,16,3,4,2,1,0,1,3,0,0,1,1,0,0,0,0,0,0
pattb001,0.446721,0.55,1985,1998,0,0,0,0,0,1,0,0,1,1,0,559,56,65,3,7,6,1,0,0,4,0,0,2,24,0,0,7,0,0,1
pattb101,0.42623,0.55,1935,1935,0,0,0,1,0,0,0,0,1,0,1,9,10,12,1,3,2,1,0,0,2,0,0,2,3,0,0,0,0,0,0
pattc001,0.42623,0.35,2000,2011,0,0,0,0,1,0,0,1,0,0,1,1230,4171,4495,571,1050,701,197,34,118,431,218,64,206,933,22,31,63,24,44,1
pattd001,0.405738,0.45,1996,2004,0,0,0,0,0,1,0,0,1,0,1,350,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pattd002,0.528689,0.6,2009,2009,0,0,0,0,0,1,0,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pattd101,0.385246,0.45,1979,1979,0,0,0,0,0,1,0,0,1,0,1,37,7,9,0,1,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1
pattd102,0.47541,0.65,1968,1974,0,0,0,0,0,1,0,1,0,0,1,142,35,37,0,0,0,0,0,0,1,0,0,2,23,0,0,0,0,1,1
patte001,0.385246,0.45,2007,2011,0,0,0,0,1,0,0,1,0,0,1,226,508,574,65,110,73,20,7,10,50,35,5,57,148,0,1,3,5,4,1
pattg101,0.446721,0.5,1977,1977,0,0,0,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patth101,0.385246,0.4,1932,1932,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pattj001,0.344262,0.3,1992,1995,0,1,0,0,0,0,0,0,0,0,1,228,564,636,74,121,95,16,5,5,52,22,7,35,113,1,24,13,0,13,1
pattj002,0.508197,0.55,1995,1995,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pattj003,0.487705,0.5,2001,2003,0,0,1,0,0,0,0,1,0,0,1,26,63,68,9,15,11,1,1,2,4,0,1,3,10,1,2,0,0,2,0
pattj004,0.508197,0.75,2002,2007,0,0,0,0,0,1,0,0,1,0,1,88,133,152,4,14,11,3,0,0,2,0,0,2,56,0,1,16,0,2,1
pattj005,0.618852,0.65,2016,2016,1,0,0,0,0,0,0,1,0,1,0,10,18,19,1,8,7,1,0,0,2,0,1,1,1,0,0,0,0,0,1
pattj101,0.446721,0.45,1929,1929,0,0,0,0,0,1,0,1,0,1,0,6,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
pattk001,0.54918,0.65,1988,1994,0,0,0,0,0,1,0,1,0,1,0,224,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
pattm101,0.42623,0.4,1968,1980,0,0,0,0,0,1,0,0,1,0,1,487,309,347,15,38,30,6,0,2,20,0,0,8,109,0,1,28,1,4,0
pattm102,0.385246,0.35,1981,1982,0,0,0,0,1,0,0,1,0,0,1,27,48,52,9,13,7,2,3,1,2,1,1,4,11,1,0,0,0,0,0
pattp101,0.405738,0.45,1921,1921,0,0,1,0,0,0,0,0,1,0,1,23,35,37,5,14,13,0,0,1,5,0,1,2,5,0,0,0,0,0,1
pattr001,0.42623,0.65,1981,1985,0,0,0,0,0,1,0,0,1,0,1,22,18,23,2,1,1,0,0,0,0,0,0,1,6,0,0,4,0,0,1
pattr002,0.590164,0.6,2014,2014,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
patts001,0.610656,0.8,2008,2008,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
patts002,0.508197,0.5,2014,2016,0,0,0,0,0,1,0,0,1,0,1,52,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
pattt001,0.42623,0.5,2007,2014,0,0,0,0,0,1,0,0,0,1,0,151,4,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
pattt101,0.446721,0.3,1957,1957,0,0,0,1,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paulb001,0.54918,0.65,2014,2016,1,0,0,0,0,0,0,1,0,0,1,186,480,517,58,130,82,28,4,16,70,1,2,30,138,2,3,1,3,8,1
paulc101,0.487705,0.6,1954,1956,0,0,0,0,1,0,0,0,1,0,1,157,457,492,44,124,84,23,8,9,60,2,5,27,62,3,2,0,6,14,0
pauld001,0.569672,0.55,2006,2012,0,0,0,0,0,1,0,0,1,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pauld002,0.672131,0.75,2016,2018,0,0,0,0,0,1,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paulf001,0.795082,0.6,2007,2014,0,0,0,0,0,1,0,0,1,0,1,97,57,68,1,8,7,1,0,0,1,0,0,1,29,0,1,9,0,2,1
paulg101,0.467213,0.55,1925,1925,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
paulg102,0.303279,0.45,1911,1920,1,0,0,0,0,0,0,0,1,0,1,253,949,1029,90,256,215,30,9,2,78,23,15,61,32,0,5,14,0,0,1
paulj001,0.446721,0.5,1999,2007,0,0,0,1,0,0,0,0,1,0,1,321,713,797,92,174,127,35,2,10,73,13,5,59,169,0,3,17,5,13,1
paulm101,0.405738,0.45,1968,1974,0,0,0,0,0,1,0,1,0,1,0,229,148,160,8,17,14,3,0,0,1,0,0,5,56,0,0,7,0,1,1
paulr001,0.713115,0.6,2005,2012,0,0,0,1,0,0,0,0,1,0,1,573,1867,2032,181,508,381,93,1,33,216,4,2,145,328,15,5,3,12,69,1
paulx001,0.528689,0.45,2009,2014,0,0,0,0,1,0,0,1,0,0,1,349,693,767,83,173,122,32,7,12,71,23,11,60,169,6,3,9,2,14,1
pavac001,0.77459,0.7,1998,2012,0,0,0,0,0,1,0,0,1,0,1,302,311,352,14,44,32,8,2,2,14,0,0,4,123,0,1,36,0,2,1
pavld001,0.42623,0.8,1990,1996,0,0,0,0,0,1,0,0,1,0,1,34,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
pavld101,0.467213,0.4,1957,1971,0,0,0,1,0,0,0,0,1,0,1,536,1373,1546,163,349,222,73,8,46,193,5,2,148,237,26,8,6,11,38,1
pavlr001,0.590164,0.6,1992,1998,0,0,0,0,0,1,0,0,1,0,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pawet101,0.516393,0.35,1946,1946,0,0,0,1,0,0,0,1,0,0,1,4,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
pawlj001,0.405738,0.55,1987,1988,0,0,0,0,0,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pawls101,0.405738,0.5,1955,1955,0,1,0,0,0,0,0,0,1,0,1,2,8,8,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
paxtj001,0.651639,0.65,2013,2019,0,0,0,0,0,1,0,1,0,1,0,131,12,18,1,0,0,0,0,0,1,0,0,2,12,0,0,4,0,0,0
paxtm101,0.467213,0.4,1977,1980,0,0,0,0,0,1,0,0,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
payaj001,0.508197,0.55,2019,2019,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
payap001,0.385246,0.55,2019,2019,0,0,0,0,0,1,0,0,1,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
payng102,0.393443,0.4,1920,1920,0,0,0,0,0,1,0,0,1,0,1,12,8,9,2,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
paynm001,0.364754,0.4,1984,1984,0,0,0,0,0,1,0,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
paytj001,0.446721,0.35,1998,2010,0,0,0,0,1,0,0,0,1,0,1,1259,4154,4489,561,1157,815,193,30,119,522,47,32,255,503,10,32,16,32,108,1
pazim101,0.487705,0.55,1975,1977,0,0,0,0,0,1,0,1,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pazoj001,0.651639,0.55,2015,2019,0,0,0,0,0,1,0,0,1,1,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
peacb001,0.54918,0.5,2011,2019,0,0,0,0,0,1,0,0,1,0,1,178,17,19,1,2,1,1,0,0,2,0,0,1,11,0,0,1,0,0,1
peacj101,0.364754,0.4,1937,1945,0,0,0,1,0,0,0,1,0,0,1,619,1734,1938,175,455,364,74,16,1,194,14,8,183,73,0,1,20,0,33,1
peara102,0.262295,0.1,1958,1966,0,0,0,0,1,0,0,1,0,1,0,988,3077,3626,485,831,649,130,24,28,214,77,33,477,195,12,12,51,9,43,0
pearf101,0.385246,0.45,1933,1935,0,0,0,0,0,1,0,0,1,0,1,32,33,38,4,9,9,0,0,0,3,0,0,1,5,0,0,4,0,2,1
pearh101,0.336066,0.3,1917,1919,0,1,0,0,0,0,0,0,1,0,1,68,244,260,24,44,38,3,3,0,9,6,3,8,27,0,1,7,0,0,1
peari101,0.42623,0.5,1939,1948,0,0,0,0,0,1,0,0,1,0,1,165,159,174,8,20,17,2,0,1,8,0,0,5,34,0,0,10,0,4,1
pearj001,0.569672,0.6,2002,2004,0,0,0,0,0,1,0,0,1,0,1,13,4,6,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1
pearj002,0.487705,0.45,2002,2003,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pearj101,0.42623,0.75,1949,1955,0,0,0,0,0,1,0,0,1,0,1,30,19,20,0,2,2,0,0,0,0,0,0,0,8,0,0,1,0,0,1
pearm101,0.405738,0.45,1932,1941,0,0,0,0,0,1,0,0,1,0,1,225,513,587,58,117,90,24,1,2,62,2,0,39,59,0,0,35,0,2,1
pears001,0.508197,0.4,2007,2019,1,0,0,0,0,0,0,0,1,0,1,766,2256,2554,290,572,342,131,8,91,303,13,7,240,509,8,36,3,19,53,1
peart001,0.508197,0.45,2002,2002,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peavj001,0.487705,0.5,2002,2016,0,0,0,0,0,1,0,0,1,0,1,393,519,598,48,87,66,17,1,3,33,0,2,22,165,0,3,52,2,6,1
peckh101,0.405738,0.4,1943,1949,0,0,0,0,1,0,0,1,0,1,0,355,1092,1192,136,305,225,52,13,15,112,10,10,87,86,0,2,11,0,14,1
peckr101,0.364754,0.35,1910,1927,0,0,0,0,0,0,1,0,1,0,1,1117,3961,4661,642,1095,876,149,36,34,443,68,46,504,280,0,11,185,0,0,0
pecob001,0.487705,0.55,1986,1994,0,0,1,0,0,0,0,0,1,0,1,698,1527,1729,223,380,275,72,11,22,148,52,20,160,216,11,9,28,5,36,1
pedej001,0.590164,0.5,2014,2019,0,0,0,0,1,0,0,1,0,1,0,705,2032,2379,324,473,235,108,7,123,287,16,18,293,575,16,39,5,10,28,1
pedel101,0.557377,0.5,1953,1953,0,0,0,1,0,0,0,0,1,0,1,9,28,33,4,7,5,1,0,1,1,0,0,4,3,0,0,1,0,0,0
pedes001,0.446721,0.45,1985,1985,0,0,0,0,1,0,0,1,0,1,0,8,4,5,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1
pedra001,0.32377,0.45,1987,1989,0,0,0,0,0,0,1,0,1,0,1,174,449,489,32,111,91,18,1,1,36,5,4,29,61,6,4,6,1,16,1
pedrd001,0.405738,0.3,2006,2019,0,1,0,0,0,0,0,0,1,0,1,1512,6031,6777,922,1805,1256,394,15,140,725,138,46,624,654,25,38,25,59,154,0
pedrj001,0.54918,0.4,1991,1992,0,0,0,1,0,0,0,0,1,0,1,14,23,26,2,5,3,1,1,0,3,0,0,3,6,0,0,0,0,0,1
peeks101,0.487705,0.55,1941,1941,0,0,0,0,0,1,0,0,0,0,1,17,28,30,0,1,1,0,0,0,2,0,0,1,15,0,0,1,0,0,0
peelh101,0.385246,0.3,1927,1934,0,0,0,0,1,0,0,0,1,0,1,186,420,461,48,100,81,15,2,2,44,1,0.5,30,24,0,3,8,0,7,1
peerj101,0.405738,0.4,1935,1936,0,0,0,0,0,0,1,0,1,0,1,18,53,55,10,17,14,2,1,0,6,0,1,1,4,0,0,1,0,0,0
peerr101,0.344262,0.4,1927,1929,0,0,0,0,0,1,0,1,0,1,0,11,14,17,3,3,3,0,0,0,2,0,0,3,5,0,0,0,0,0,1
peetc101,0.467213,0.3,1956,1956,0,0,0,0,1,0,0,1,0,0,1,23,52,59,3,10,6,2,2,0,6,0,2,6,10,0,1,0,0,6,1
peguc001,0.754098,0.7,2011,2015,0,0,0,0,1,0,0,1,0,1,0,103,289,319,29,56,30,10,3,13,37,3,1,24,126,3,4,0,2,1,0
peguf001,0.467213,0.45,2012,2013,0,0,0,0,1,0,0,0,1,0,1,35,45,46,10,9,7,1,0,1,1,5,0,1,9,0,0,0,0,2,1
peguj001,0.344262,0.45,1992,1992,0,0,0,0,1,0,0,0,0,0,1,14,9,13,3,2,2,0,0,0,0,0,0,3,3,0,0,1,0,0,1
peguj002,0.446721,0.45,2007,2008,0,0,0,0,0,1,0,0,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pegus001,0.467213,0.55,1994,1995,0,0,0,0,1,0,0,0,1,0,1,100,207,217,19,55,39,10,0,6,18,2,2,6,41,0,1,0,3,6,1
pelaa001,0.467213,0.3,2002,2002,1,0,0,0,0,0,0,0,1,0,1,3,8,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
pelfm001,0.672131,0.8,2006,2017,0,0,0,0,0,1,0,0,1,0,1,275,268,308,13,28,23,5,0,0,13,0,0,13,72,0,2,24,1,4,1
pelhc001,0.651639,0.75,2018,2018,0,0,0,0,0,1,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pelle101,0.344262,0.3,1946,1954,0,0,0,0,0,0,1,0,1,0,1,563,1423,1587,167,321,246,42,13,20,133,13,7,128,201,0,13,22,1,26,1
pellk001,0.528689,0.5,2002,2004,1,0,0,0,0,0,0,0,1,0,1,99,202,227,27,52,37,9,2,4,19,2,1,17,68,1,7,0,1,5,1
peltd001,0.508197,0.5,1992,1996,0,0,0,0,1,0,0,1,0,1,0,108,243,274,27,62,51,9,1,1,28,0,4,27,39,1,1,1,2,4,1
pembb101,0.467213,0.6,1974,1975,1,0,0,0,0,0,0,0,0,1,0,13,24,24,0,4,4,0,0,0,1,0,1,0,4,0,0,0,0,0,1
pembd001,0.610656,0.7,2002,2002,0,0,0,0,0,1,0,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
pembr001,0.446721,0.5,1995,1997,0,0,0,0,1,0,0,0,1,0,1,52,134,147,22,45,28,13,1,3,23,3,1,7,22,0,6,0,0,3,0
penaa001,0.508197,0.5,1981,1996,0,0,0,0,0,1,0,0,1,0,1,503,181,193,9,20,16,3,0,1,7,0,0,3,73,0,0,9,0,3,1
penaa002,0.610656,0.35,1998,2001,0,0,0,1,0,0,0,0,1,0,1,71,187,206,18,39,27,7,0,5,23,0,1,13,47,0,0,3,3,6,1
penaa003,0.692623,0.6,2015,2016,0,0,0,0,0,1,0,0,1,0,1,7,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
penab001,0.364754,0.4,1981,1987,0,0,0,0,0,0,1,0,1,0,1,88,153,170,18,31,26,4,0,1,10,1,0,13,28,3,1,2,1,10,1
penab002,0.672131,0.3,2005,2016,0,0,0,1,0,0,0,0,0,0,1,638,1807,1950,136,468,350,93,2,23,164,6,7,105,214,6,7,11,20,56,1
penac001,0.610656,0.55,2001,2014,1,0,0,0,0,0,0,1,0,1,0,1493,4949,5892,745,1146,603,231,26,286,818,29,22,817,1577,51,75,6,45,71,1
penae001,0.360656,0.4,2000,2001,0,1,0,0,0,0,0,0,0,0,1,25,49,58,6,12,9,3,0,0,7,3,0,7,7,0,1,0,1,5,1
penaf001,0.631148,0.55,2014,2018,0,0,0,1,0,0,0,0,1,0,1,86,190,202,18,41,33,3,0,5,13,1,0,8,63,3,1,1,2,8,1
penaf002,0.590164,0.55,2016,2019,0,0,0,0,0,1,0,0,1,0,1,78,11,12,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
penag001,0.385246,0.5,1990,1996,0,1,0,0,0,0,0,0,0,0,1,378,1010,1170,162,265,167,60,8,30,124,54,22,112,255,3,22,13,13,11,1
penah001,0.364754,0.6,1986,1988,0,0,0,0,0,1,0,1,0,1,0,42,6,6,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1
penaj001,0.446721,0.5,1992,1992,0,0,0,0,0,1,0,1,0,1,0,25,5,8,0,1,1,0,0,0,0,0,0,0,2,0,0,3,0,0,1
penaj002,0.54918,0.7,1999,1999,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penaj003,0.385246,0.45,1999,2000,0,0,0,0,0,1,0,1,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penaj101,0.467213,0.55,1969,1972,0,0,0,0,0,1,0,0,1,0,1,61,11,13,2,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,1
penao101,0.319672,0.4,1958,1975,0,0,0,0,0,1,0,0,1,0,1,429,264,309,12,36,32,2,0,2,22,0,0,19,127,0,0,24,2,4,1
penar001,0.32377,0.35,1989,1989,0,0,0,0,0,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penar002,0.508197,0.4,2009,2016,0,0,0,0,0,0,1,0,0,0,1,341,644,701,72,162,125,24,4,9,63,12,4,36,130,4,4,12,5,8,1
penar101,0.385246,0.25,1965,1971,0,0,0,0,0,0,1,0,1,0,1,587,1907,2064,174,467,379,65,10,13,154,10,17,114,235,13,10,23,10,47,1
penat001,0.405738,0.45,1980,1997,0,0,0,1,0,0,0,0,1,0,1,1988,6489,7073,667,1687,1255,298,27,107,708,80,63,455,846,72,23,68,38,234,1
penat002,0.42623,0.55,2006,2009,0,0,0,0,0,0,1,0,1,0,1,327,829,870,95,189,145,32,8,4,66,8,7,20,150,3,4,10,7,19,1
penat003,0.672131,0.55,2006,2011,0,0,0,0,0,1,0,0,1,0,1,313,7,7,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1
penaw001,0.754098,0.6,2002,2011,0,0,0,0,1,0,0,0,1,0,1,599,1703,1845,211,425,266,70,5,84,240,12,8,111,559,5,23,1,7,37,1
pence101,0.446721,0.45,1922,1922,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
