retroID,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
roggc101,6,10,12,1,1,0,0,1,0,1,0,0,2,4,0,0,0,0,0,1
roggg101,79,20,25,1,2,2,0,0,0,0,0,0,2,7,0,0,3,0,0,0
rogom101,99,114,133,17,25,19,4,0,2,12,0,1,17,24,1,0,1,1,2,1
rogos101,154,300,332,29,54,41,10,0,3,24,3,2,19,64,0,2,11,0,5,1
rohdd001,93,146,174,11,23,19,4,0,0,5,0,0,16,31,3,5,6,1,4,1
rohlr001,46,67,72,3,9,6,2,1,0,7,0,1,4,20,0,0,1,0,4,1
rohnd001,54,72,78,5,18,12,3,2,1,11,1,0,4,9,0,0,1,1,1,1
rohrb101,27,11,16,0,0,0,0,0,0,0,0,0,2,4,0,0,3,0,0,0
rohrd001,7,9,11,4,3,3,0,0,0,2,0,0,2,4,0,0,0,0,0,0
rohrl101,6,6,7,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1
rohwr101,83,169,190,25,48,31,9,5,3,28,1,1,14,25,0,1,6,0,0,1
roigt101,76,184,209,14,39,29,7,3,0,11,2,0,22,45,0,0,2,1,8,0
rojac101,1822,6309,6871,713,1660,1327,254,25,54,593,74,68,396,489,30,20,87,59,181,1
rojaj001,41,138,157,17,30,21,7,0,2,16,4,2,18,41,0,1,0,0,3,1
rojam001,525,59,65,1,7,6,1,0,0,3,0,0,0,32,0,0,6,0,0,1
rojam002,643,1728,1892,189,454,350,80,4,20,165,19,11,115,234,13,21,13,15,63,1
rojam101,157,41,47,0,3,2,1,0,0,1,0,0,2,22,0,0,4,0,0,0
rojes101,522,1764,1959,225,470,386,67,13,4,122,32,19,152,100,0,8,35,0,36,1
rolaj101,217,84,93,3,6,6,0,0,0,1,0,0,3,36,0,0,6,0,1,0
roles001,2038,7398,8518,1211,2077,1201,517,43,316,1287,118,49,899,1410,57,127,1,93,150,1
rolfr101,1175,4827,5405,942,1394,1001,257,67,69,497,44,20,526,335,0,10,42,0,14,0
rolin001,8,13,16,0,1,1,0,0,0,2,0,0,1,4,0,0,0,2,0,1
rolld001,266,819,883,103,203,150,42,2,9,73,27,13,42,184,1,10,7,5,15,0
rolld002,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rollj001,2275,9294,10240,1421,2455,1598,511,115,231,936,470,105,813,1264,52,38,42,53,136,1
rollr101,1002,3303,3675,419,887,665,125,20,77,399,17,10,266,410,23,39,45,22,80,0
rollr103,184,355,401,36,89,74,13,2,0,28,5,2,27,23,0,4,15,0,0,1
romab101,24,35,37,2,5,4,0,0,1,1,0,0,2,9,0,0,0,0,1,0
romaj001,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romaj002,129,191,209,26,39,30,6,1,2,12,8,1,13,53,0,1,3,1,2,1
romaj003,27,36,39,4,6,3,3,0,0,4,0,0,3,14,0,0,0,0,1,1
romaj004,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romaj101,905,2767,3256,355,706,455,112,10,129,417,7,9,414,485,27,29,13,33,69,1
romaj102,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
romam001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romar001,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romas001,67,62,72,1,3,1,2,0,0,2,0,0,1,40,0,0,9,0,1,1
romat001,7,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
rombd101,10,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
romea001,144,280,299,27,67,47,14,4,2,30,6,0,14,43,1,2,2,1,10,1
romed001,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romee001,730,1912,2111,218,473,385,79,1,8,155,9,10,140,159,4,5,36,18,52,1
romee002,137,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
romef001,26,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
romej001,680,4,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
romem001,42,77,85,12,16,12,2,0,2,5,1,0,6,25,0,2,0,0,3,1
romen001,12,18,19,3,2,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0
romer001,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romer002,129,21,21,1,2,2,0,0,0,2,0,0,0,11,0,0,0,0,0,0
romes001,94,215,233,26,42,28,8,2,4,17,0,4,8,58,0,6,2,2,5,0
romia001,585,1198,1323,149,282,229,38,5,10,81,40,11,82,287,1,13,26,4,25,0
romia002,369,1033,1116,114,247,167,54,1,25,135,4,1,59,251,1,5,8,11,38,0
romik001,331,630,693,89,158,122,30,1,5,55,11,2,49,124,1,3,6,5,24,0
romme101,507,826,958,80,164,134,23,6,1,59,1,3,62,102,0,0,70,0,0,0
romoe101,352,37,48,4,10,7,2,0,1,5,0,0,2,10,0,0,9,0,0,1
romoj101,49,26,27,7,6,3,0,2,1,1,0,0,0,7,0,0,1,0,0,1
romos001,708,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
romov101,335,121,143,7,18,16,1,0,1,4,0,0,3,24,0,1,17,1,0,1
ronam001,6,12,12,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1
rondb001,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rondg101,23,14,16,1,4,4,0,0,0,1,0,0,0,4,0,0,2,0,1,1
rondh001,421,3,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
rondj001,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rondj002,106,268,290,26,54,36,9,0,9,24,2,1,19,72,0,2,1,0,8,1
ronem001,48,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
roofg101,48,90,105,17,24,16,8,0,0,6,7,1,14,23,2,0,0,1,2,1
roofp101,857,2151,2404,190,463,338,69,13,43,210,11,10,184,504,18,23,40,6,68,1
rookj101,337,606,667,54,122,94,17,4,7,56,3,0,21,229,0,3,32,5,14,1
roomr001,170,406,426,45,103,70,18,6,9,42,12,11,14,130,1,3,0,3,4,1
roonp101,4,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
rootc101,632,1086,1191,86,196,132,46,7,11,93,1,0.5,44,329,0,7,54,0,9,1
ropej001,35,62,67,4,11,10,1,0,0,4,0,0,1,23,0,0,4,0,1,1
roquj101,65,139,154,14,19,12,4,1,2,12,4,3,10,40,0,2,2,1,5,1
roqur001,56,30,37,0,2,2,0,0,0,1,0,0,2,16,0,0,5,0,0,1
rosaa001,653,1621,1806,186,367,244,69,6,48,179,17,12,135,451,5,20,13,17,32,1
rosaa002,23,41,44,3,7,5,2,0,0,2,0,0,2,6,0,0,1,0,3,1
rosaa003,357,1335,1417,167,360,253,60,19,28,133,50,24,63,292,6,8,5,6,25,1
rosaa004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosab101,988,3198,3571,335,836,656,147,15,18,367,17,18,315,161,0,10,48,0,97,0
rosac001,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rosae001,640,2451,2599,369,684,429,127,22,106,346,36,19,114,505,13,2,10,22,33,0
rosaf001,40,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
rosaj001,126,9,9,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0
rosaj101,114,231,273,31,50,42,6,1,1,18,8,8,36,43,4,1,3,2,3,1
rosal001,76,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
rosal101,11,28,32,1,5,4,1,0,0,3,0,0,1,4,0,1,0,2,2,1
rosam001,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rosar001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rosar002,65,2,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
rosas001,53,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
rosas101,81,85,94,8,20,15,3,0,2,8,0,0,6,16,0,1,0,2,2,0
rosav001,9,7,8,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
rosaw001,447,1512,1601,204,413,256,83,3,71,241,11,7,73,354,9,3,1,12,43,1
rosea101,1044,3725,4374,603,1063,686,165,20,192,717,39,33,587,385,9,27,9,26,121,0
roseb001,73,200,223,24,49,30,11,3,5,23,1,1,15,33,1,3,3,2,5,0
roseb002,68,27,32,1,1,1,0,0,0,0,0,0,1,11,0,0,4,0,1,1
roseb003,57,3,4,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
roseb101,32,113,132,13,27,20,3,4,0,16,2,1,10,19,0,1,8,0,0,1
roseb102,68,114,129,8,25,15,7,1,2,10,1,0,12,31,1,2,1,0,2,1
rosed101,422,873,1014,114,206,162,31,3,10,76,5,7,108,145,12,1,22,10,15,1
rosed102,19,10,12,1,2,1,0,0,1,1,0,0,1,3,0,0,1,0,0,1
roseg101,551,1916,2163,310,557,430,71,34,22,197,12,6,218,166,0,4,25,0,22,1
roseh101,9,5,6,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1
rosej101,1585,4847,5527,512,1206,868,190,44,104,548,67,56,547,677,110,36,44,53,76,1
rosel101,579,1483,1765,240,390,268,75,25,22,189,13,9,251,195,0,1,30,0,11,0
rosel102,3,4,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
rosem001,27,54,57,3,11,8,2,0,1,2,0,0,3,12,0,0,0,0,3,1
rosem101,42,57,59,8,17,11,4,0,2,7,2,1,2,12,0,0,0,0,1,1
rosep001,3562,14053,15861,2165,4256,3215,746,135,160,1314,198,149,1566,1143,167,107,56,79,247,1
rosep002,11,14,16,2,2,2,0,0,0,0,0,0,2,9,0,0,0,0,0,1
roses001,87,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
roses101,45,43,47,1,4,4,0,0,0,1,0,0,2,14,0,0,2,0,1,1
roses102,123,357,392,40,95,69,17,5,4,42,5,1,26,21,0,2,7,0,0,0
roset001,350,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
rosew001,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosis001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
roskj001,37,49,53,1,4,1,3,0,0,2,0,0,4,19,0,0,0,0,1,1
rossb101,20,12,13,0,1,0,1,0,0,2,0,0,1,2,0,0,0,0,1,1
rossb102,237,448,500,24,69,55,11,0,3,27,0,0,20,141,0,2,30,0,8,0
rossb103,64,50,57,3,8,6,2,0,0,1,0,0,5,18,0,0,2,0,0,0
rossc001,1073,3453,3806,449,904,548,211,13,132,508,33,13,282,800,18,40,4,27,77,1
rossc102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rossc103,413,1309,1442,156,316,208,53,21,34,170,6,3,124,281,0,5,4,0,21,1
rossd001,883,2280,2643,254,521,294,116,5,106,314,3,5,287,735,30,17,32,27,49,1
rossd101,498,1488,1681,129,390,311,63,4,12,162,10,6.5,166,70,0,5,22,0,32,1
rossf101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rossg102,283,61,72,2,7,6,1,0,0,4,0,0,1,22,0,0,10,0,1,1
rossj001,9,10,11,1,2,2,0,0,0,1,0,0,0,3,0,0,1,0,0,1
rossj002,91,125,136,6,21,17,4,0,0,2,0,0,5,55,0,1,5,0,4,1
rossj101,55,145,166,14,32,30,0,1,1,6,1,0,20,20,0,1,0,0,3,1
rossm001,27,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
rossr001,147,317,365,43,67,44,18,1,4,28,0,3,35,45,1,2,10,1,6,1
rossr002,266,3,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
rosst001,209,190,217,14,38,33,2,1,2,13,1,0,6,78,0,2,16,3,2,1
rossz001,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rotbm101,35,15,18,0,0,0,0,0,0,0,0,0,1,7,0,0,2,0,0,0
rothb102,292,1042,1211,174,300,208,54,22,16,154,45,24,133,130,0,14,22,0,0,0
rothb103,4,10,13,0,2,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0
rothj101,1014,3350,3719,498,924,699,162,35,28,327,75,41.5,299,312,0,6,64,0,12,1
rothl101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rothm001,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rottv001,62,97,110,14,16,9,4,0,3,11,5,0,10,24,1,0,2,1,0,1
roung101,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rouse101,1382,5338,5909,817,1743,1293,267,128,55,742,164,119.5,377,156,0,32,162,0,0,1
rousm001,49,91,102,9,15,11,4,0,0,6,2,1,8,24,1,1,1,1,1,0
rowaa001,1358,4374,4817,613,1193,772,267,18,136,536,67,30,261,914,23,126,31,25,114,1
rowdw001,78,157,174,14,34,25,6,2,1,16,3,3,14,35,0,1,1,1,4,1
roweb001,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
roweb101,574,1901,2043,200,523,383,95,26,19,217,37,18.5,113,105,0,2,27,0,23,1
rowed101,26,13,13,0,3,3,0,0,0,1,0,0,0,5,0,0,0,0,0,1
rowek101,26,6,6,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1
rowes101,491,909,1022,116,239,176,36,9,18,153,3,2.5,86,157,0,2,25,0,12,1
rowlc001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rowlc101,5,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
rowlm101,28,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
rowlr001,98,230,254,22,49,32,8,0,9,26,0,0,22,71,1,0,1,1,5,0
rowlr002,121,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
roy-e101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roy-j101,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
roy-l101,56,53,61,3,14,14,0,0,0,5,0,0,7,10,0,0,1,0,0,1
roy-n101,19,18,21,1,3,3,0,0,0,0,0,0,2,4,0,0,1,0,1,1
royes001,89,164,169,14,41,27,10,0,4,21,0,1,4,41,0,0,0,1,3,1
roysj001,1428,4208,4732,552,1049,811,165,33,40,352,189,95,411,534,20,11,69,33,90,1
roysw101,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
rozed001,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rozed101,33,12,14,0,1,1,0,0,0,0,0,0,1,8,0,0,1,0,0,0
roznv101,205,455,501,22,99,79,15,1,4,38,1,1,32,83,5,4,6,4,9,1
rua-r001,279,696,755,95,164,110,29,2,23,67,15,3,45,231,2,8,3,3,21,0
ruanw001,33,52,52,4,12,8,3,1,0,5,1,0,0,9,0,0,0,0,0,1
rubea101,253,747,837,94,186,135,31,12,8,79,8,7,77,95,0,2,11,0,15,1
rubes101,21,24,26,3,3,3,0,0,0,0,0,0,1,8,0,1,0,0,0,1
rubij101,10,11,13,1,1,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0
rubla101,75,145,176,23,30,20,8,2,0,19,2,2,21,18,0,1,9,0,3,1
rucid001,41,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
ruckd001,208,26,28,2,5,4,1,0,0,0,0,0,1,11,0,0,1,0,0,1
ruckj101,705,2617,2769,354,711,546,105,39,21,214,35,17.5,109,248,0,4,39,0,20,1
rudij101,1547,5556,6076,684,1468,963,287,39,179,810,25,15,369,870,59,35,65,51,129,0
rudod101,63,127,141,5,24,20,1,2,1,10,0,0,10,16,0,1,3,0,0,1
rudod103,124,120,135,8,20,13,5,1,1,6,0,0,7,35,0,1,6,1,3,1
rudoe101,7,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
rudok101,328,743,812,55,158,127,23,2,6,64,2,6,52,121,7,4,11,2,27,1
ruebm001,77,20,24,0,3,3,0,0,0,0,0,0,1,11,0,0,3,0,0,1
ruelm101,1449,4477,5245,493,1238,1018,187,29,4,532,59,61,597,230,0,29,142,0,0,0
ruetd101,436,898,987,79,233,190,27,9,7,99,2,1.5,66,110,0,2,21,0,0,1
ruetk001,349,622,740,44,95,86,9,0,0,40,1,1,27,105,0,0,86,5,9,1
ruf-d001,286,737,833,91,177,106,35,1,35,96,1,1,68,229,2,16,1,11,19,1
rufer101,22,26,28,2,2,2,0,0,0,2,1,0.5,2,1,0,0,0,0,0,1
ruffb001,469,295,341,13,24,20,4,0,0,7,0,0,23,143,0,0,23,0,5,1
ruffc001,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruffj001,139,17,17,1,3,3,0,0,0,0,1,0,0,5,0,0,0,0,2,1
ruffr101,882,1937,2083,207,521,374,98,13,36,273,1,1,97,266,0,6,43,0,13,0
ruffs001,30,6,8,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,1
ruggj001,483,1340,1477,164,343,214,72,4,53,163,40,25,114,394,1,12,4,7,23,1
ruhlv001,327,182,225,12,27,22,5,0,0,9,0,1,22,96,0,1,20,0,3,1
ruizc001,1137,3539,4069,405,935,634,223,7,71,415,25,10,403,499,62,78,27,22,106,1
ruizc101,43,72,77,6,21,15,5,1,0,4,0,1,5,11,1,0,0,0,1,1
ruizc102,565,1150,1255,133,276,227,37,10,2,69,34,16,58,164,5,7,33,7,19,1
ruizj001,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ruizr001,68,217,238,41,59,36,11,0,12,25,2,1,16,67,1,4,0,1,7,0
ruizr002,199,539,608,59,118,81,18,3,16,67,2,1,61,136,1,2,1,5,16,1
rullj101,51,151,169,7,32,29,3,0,0,11,1,0,14,26,0,1,3,0,5,0
rumbn001,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rundr001,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rungp001,183,345,411,43,80,62,13,1,4,26,5,5,54,75,0,0,10,2,12,1
runnp101,1799,6373,7328,876,1854,1459,282,64,49,630,37,51,844,627,28,28,49,34,174,1
runnt001,40,46,53,4,8,6,2,0,0,0,0,0,3,6,0,0,4,0,2,1
runys001,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
runzd001,97,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
rupej001,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruper001,89,9,9,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0
ruppc001,296,1027,1127,100,240,142,57,2,39,124,2,1,87,323,8,9,0,4,29,1
ruscg001,348,331,382,16,50,42,5,0,3,19,0,0,9,104,0,1,41,0,6,1
rusha101,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
rushb101,420,807,871,50,140,112,21,3,4,49,1,0.5,31,298,0,0,32,1,12,1
rushj001,23,77,84,8,11,8,2,0,1,6,0,0,6,9,0,1,0,0,3,1
rusic001,191,122,131,9,24,21,0,2,1,9,0,0,0,26,0,0,9,0,0,1
rusks001,192,13,16,2,2,0,1,1,0,1,0,0,1,9,0,0,2,0,0,1
russa001,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
russa002,615,1987,2212,256,480,311,100,9,60,253,17,5,186,532,17,24,3,12,38,1
russa101,258,289,331,21,44,38,6,0,0,8,0,1,26,119,0,2,14,0,0,0
russb001,2181,7318,8020,796,1926,1530,293,57,46,627,167,69,483,667,106,36,132,51,174,1
russj001,591,79,92,3,11,7,3,0,1,10,0,0,5,33,0,0,7,1,1,1
russj002,448,1087,1189,113,245,158,50,3,34,129,3,3,84,355,7,6,2,10,26,1
russj003,394,16,16,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1
russj101,15,26,29,1,10,8,2,0,0,1,0,0,2,7,0,0,1,0,0,0
russj102,1035,3595,4145,554,959,666,175,51,67,428,59,29.5,503,427,0,22,25,0,76,1
russj103,580,617,682,65,103,76,17,9,1,40,1,0,36,213,0,0,29,0,2,1
russk001,31,49,54,5,9,7,2,0,0,4,1,0,3,9,0,1,1,0,0,0
russl102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russm101,122,235,268,23,50,41,8,1,0,25,1,0,17,53,0,0,16,0,4,0
russr101,425,1402,1522,133,344,255,52,8,29,192,4,2.5,83,142,0,2,35,0,40,1
russr102,155,511,568,100,165,97,32,15,21,133,7,3,34,39,0,10,13,0,0,1
rustd101,8,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
ruszh101,40,84,90,8,20,15,2,0,3,10,0,0,6,16,0,0,0,0,3,0
ruthb101,2242,7720,9831,2075,2670,1400,458,118,694,2101,117,120.5,1973,1204,0,41,97,0,2,1
ruthd001,363,671,773,42,123,99,18,5,1,44,2,5,16,212,0,3,82,1,9,1
ruthj101,22,31,33,3,9,8,1,0,0,3,0,0,1,11,0,0,1,0,0,1
rutlj001,370,1101,1206,156,284,199,51,14,20,111,24,3,71,275,2,16,11,7,20,1
rutnm101,12,48,52,4,12,10,1,0,1,4,0,0,3,2,0,0,1,0,4,0
ryalm001,127,223,235,19,47,29,11,0,7,31,1,0,10,34,2,0,2,0,7,1
ryalr001,134,266,290,30,70,48,13,3,6,20,0,3,14,88,1,8,1,1,3,1
ryanb001,560,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ryanb002,896,2591,2886,304,604,451,116,18,19,203,67,25,198,490,9,32,45,20,47,1
ryanb101,386,1330,1409,127,318,261,36,13,8,133,6,2,57,184,0,2,20,0,41,1
ryanc102,1184,3982,4595,535,988,709,181,42,56,381,69,31,518,514,0,14,81,0,92,1
ryand001,27,70,80,7,18,13,3,0,2,11,0,1,9,25,0,0,0,1,2,0
ryanj001,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryanj104,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryank001,240,8,9,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1
ryank002,159,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
ryanm001,149,299,326,35,77,51,18,1,7,35,4,4,20,57,2,0,4,3,11,0
ryanm101,636,1920,2098,146,370,270,60,12,28,161,4,4,152,370,23,4,11,11,69,1
ryann001,807,852,957,40,94,80,10,2,2,36,3,3,38,371,0,0,65,2,11,1
ryanr001,55,64,70,8,15,10,2,1,2,7,0,0,5,21,0,1,0,0,0,1
ryanr101,249,268,303,18,51,42,8,0,1,12,0,2,20,64,0,1,14,0,1,1
rybam101,250,247,289,18,58,52,6,0,0,24,0,0,22,31,0,0,20,0,5,1
rye-g101,17,39,41,3,7,7,0,0,0,1,0,0,2,5,0,0,0,0,0,0
ryerg101,29,24,28,0,1,1,0,0,0,0,0,0,2,5,0,0,2,0,2,0
ryu-h001,128,213,258,19,38,28,8,1,1,12,0,0,12,94,0,1,32,0,1,1
ryu-j001,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
rzepm001,506,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
saark001,165,41,51,1,3,1,2,0,0,5,0,0,1,12,0,0,9,0,0,1
sabac001,562,121,127,7,25,19,3,0,3,15,0,0,2,36,0,0,4,0,7,1
sabeb001,403,190,227,13,23,19,4,0,0,1,0,0,13,49,0,0,24,0,1,1
sabee001,50,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
saboa101,5,8,8,1,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0
saboc001,911,3354,3714,494,898,551,214,17,116,426,120,49,274,460,22,32,25,29,70,1
saccm001,10,10,10,1,2,0,1,0,1,2,0,0,0,3,0,0,0,0,0,1
sackb001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sackf101,14,34,38,3,9,9,0,0,0,6,0,0,3,6,0,0,1,0,1,0
sadem101,383,813,946,88,184,145,30,4,5,74,6,1,108,97,13,2,19,4,22,1
sader101,587,789,872,59,151,121,21,4,5,56,0,1,27,161,0,1,54,1,7,1
sadlb001,39,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
sadlc001,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sadlc002,42,6,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
sadld001,418,768,861,125,155,112,29,8,6,46,25,12,55,163,0,10,21,7,8,1
sadlr001,3,8,8,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
sadob101,184,329,368,38,73,54,9,3,7,46,3,1,33,63,4,1,2,3,6,1
sadob102,115,129,144,9,13,12,1,0,0,6,0,0,2,57,0,1,12,0,3,1
sadoe101,217,495,541,55,100,67,20,1,12,39,5,4,39,94,8,1,4,2,13,1
sadoj101,4,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
sador001,6,10,12,0,1,1,0,0,0,0,0,0,0,6,0,0,2,0,0,1
sadot101,43,13,14,1,2,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0
sadzc001,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saenc001,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
saeno001,733,1663,1891,226,438,254,106,5,73,275,3,4,148,355,8,56,2,22,49,1
safft101,271,602,679,91,143,121,15,1,6,40,9,4,59,108,3,1,17,0,7,1
sagea001,123,14,15,0,1,0,0,1,0,2,0,0,0,6,0,0,1,0,0,1
sagmm001,21,43,46,2,6,3,2,0,1,4,0,0,2,13,0,0,0,1,1,0
saiev101,58,166,190,19,37,29,3,3,2,17,5,2.5,18,13,0,2,4,0,0,1
sainj101,433,774,856,69,190,155,28,4,3,101,0,0,24,20,0,2,56,0,25,1
saipm001,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
saitt001,338,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
sakal001,565,1289,1423,163,296,221,46,4,25,109,30,17,97,158,5,8,22,7,33,0
salaa001,383,886,932,69,188,147,33,6,2,59,6,6,19,150,1,3,20,4,13,1
salad001,109,14,14,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
salaf001,496,7,7,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1
salaj001,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salaj002,168,298,348,44,69,46,15,4,4,31,5,2,44,83,3,3,2,1,4,1
salal001,1302,4101,4375,438,1070,799,144,33,94,455,117,51,179,653,37,15,55,25,78,1
salam001,509,1292,1410,142,319,222,49,10,38,143,3,3,89,163,13,12,8,9,25,1
salam002,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
salao001,199,372,419,50,100,68,16,2,14,62,1,3,43,58,2,0,1,3,13,1
salat001,326,978,1064,109,221,163,33,6,19,92,28,13,62,247,0,10,9,5,29,1
